Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct,Status
34,2016,2016-09-18,2,2,26.153,WAS,,DAL,L 23-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,75,37.50,7,68,34.0,0,0.0%,1,50.0%,0,0,0%,0,0%,7,26%,
35,2016,2016-09-25,3,3,26.160,WAS,@,NYG,W 29-27,,0,0,,0,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,0.0,0,0,0,,,0,0,0,0,0,0,2,91,45.50,14,77,38.5,0,0.0%,0,0.0%,0,0,0%,0,0%,11,33%,
36,2016,2016-10-02,4,4,26.167,WAS,,CLE,W 31-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,146,48.67,20,126,42.0,0,0.0%,2,66.7%,0,0,0%,0,0%,8,35%,
37,2016,2016-10-09,5,5,26.174,WAS,@,BAL,W 16-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,253,42.17,0,213,35.5,2,33.3%,2,33.3%,0,0,0%,0,0%,10,36%,
38,2016,2016-10-16,6,6,26.181,WAS,,PHI,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,211,52.75,31,160,40.0,1,25.0%,1,25.0%,0,0,0%,0,0%,9,30%,
39,2016,2016-10-23,7,7,26.188,WAS,@,DET,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,86,43.00,0,66,33.0,1,50.0%,1,50.0%,0,0,0%,0,0%,6,27%,
40,2016,2016-10-30,8,8,26.195,WAS,@,CIN,T 27-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,128,42.67,9,119,39.7,0,0.0%,1,33.3%,0,0,0%,0,0%,10,31%,
41,2016,2016-11-13,9,10,26.209,WAS,,MIN,W 26-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,92,46.00,5,87,43.5,0,0.0%,0,0.0%,0,0,0%,0,0%,8,31%,
42,2016,2016-11-20,10,11,26.216,WAS,,GNB,W 42-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,114,38.00,10,104,34.7,0,0.0%,1,33.3%,0,0,0%,0,0%,8,28%,
43,2016,2016-11-24,11,12,26.220,WAS,@,DAL,L 26-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,1,39,39.00,0,39,39.0,0,0.0%,1,100.0%,0,0,0%,0,0%,7,27%,
44,2016,2016-12-04,12,13,26.230,WAS,@,ARI,L 23-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,89,44.50,13,76,38.0,0,0.0%,1,50.0%,0,0,0%,0,0%,7,25%,
45,2016,2016-12-11,13,14,26.237,WAS,@,PHI,W 27-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,141,47.00,5,136,45.3,0,0.0%,0,0.0%,0,0,0%,0,0%,7,28%,
46,2016,2016-12-19,14,15,26.245,WAS,,CAR,L 15-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,286,47.67,59,227,37.8,0,0.0%,0,0.0%,0,0,0%,0,0%,10,29%,
47,2016,2016-12-24,15,16,26.250,WAS,@,CHI,W 41-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,83,41.50,3,80,40.0,0,0.0%,2,100.0%,0,0,0%,0,0%,9,33%,
48,2016,2017-01-01,16,17,26.258,WAS,,NYG,L 10-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,7,348,49.71,46,302,43.1,0,0.0%,1,14.3%,0,0,0%,0,0%,10,36%,
49,2017,2017-09-10,1,1,27.145,WAS,,PHI,L 17-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,162,40.50,0,162,40.5,0,0.0%,2,50.0%,0,0,0%,0,0%,7,27%,
50,2017,2017-09-17,2,2,27.152,WAS,@,LAR,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,204,51.00,24,180,45.0,0,0.0%,2,50.0%,0,0,0%,0,0%,11,35%,
51,2017,2017-09-24,3,3,27.159,WAS,,OAK,W 27-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,4,217,43.4,0,0.0%,3,60.0%,0,0,0%,0,0%,11,38%,
52,2017,2017-10-02,4,4,27.167,WAS,@,KAN,L 20-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,149,37.3,1,25.0%,2,50.0%,0,0,0%,0,0%,8,29%,
53,2017,2017-10-15,5,6,27.180,WAS,,SFO,W 26-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,181,45.25,39,122,30.5,1,25.0%,1,25.0%,0,0,0%,0,0%,9,30%,
54,2017,2017-10-23,6,7,27.188,WAS,@,PHI,L 24-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,239,47.80,22,197,39.4,1,20.0%,2,40.0%,0,0,0%,0,0%,10,31%,
55,2017,2017-10-29,7,8,27.194,WAS,,DAL,L 19-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,140,46.67,19,121,40.3,0,0.0%,1,33.3%,0,0,0%,0,0%,9,27%,
56,2017,2017-11-05,8,9,27.201,WAS,@,SEA,W 17-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,8,320,40.00,45,275,34.4,0,0.0%,1,12.5%,0,0,0%,0,0%,12,43%,
57,2017,2017-11-12,9,10,27.208,WAS,,MIN,L 30-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,1,52,52.00,9,43,43.0,0,0.0%,1,100.0%,0,0,0%,0,0%,7,24%,
58,2017,2017-11-19,10,11,27.215,WAS,@,NOR,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,248,49.60,38,190,38.0,1,20.0%,1,20.0%,0,0,0%,0,0%,11,33%,
59,2017,2017-11-23,11,12,27.219,WAS,,NYG,W 20-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,7,308,44.00,8,280,40.0,1,14.3%,4,57.1%,0,0,0%,0,0%,11,37%,
60,2017,2017-11-30,12,13,27.226,WAS,@,DAL,L 14-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,213,42.60,88,125,25.0,0,0.0%,3,60.0%,0,0,0%,0,0%,7,25%,
61,2017,2017-12-10,13,14,27.236,WAS,@,LAC,L 13-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,8,345,43.13,47,298,37.3,0,0.0%,3,37.5%,0,0,0%,0,0%,10,32%,
62,2017,2017-12-17,14,15,27.243,WAS,,ARI,W 20-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,319,53.17,43,256,42.7,1,16.7%,2,33.3%,0,0,0%,0,0%,10,32%,
63,2017,2017-12-24,15,16,27.250,WAS,,DEN,W 27-11,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,18,229,45.8,0,0.0%,1,20.0%,0,0,0%,0,0%,10,38%,
64,2017,2017-12-31,16,17,27.257,WAS,@,NYG,L 10-18,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,9,426,47.33,31,395,43.9,0,0.0%,4,44.4%,0,0,0%,0,0%,12,39%,
65,2018,2018-09-09,1,1,28.144,WAS,@,ARI,W 24-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,186,46.50,44,142,35.5,0,0.0%,2,50.0%,0,0,0%,0,0%,8,40%,
66,2018,2018-09-16,2,2,28.151,WAS,,IND,L 9-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,182,36.40,0,182,36.4,0,0.0%,3,60.0%,0,0,0%,0,0%,9,36%,
67,2018,2018-09-23,3,3,28.158,WAS,,GNB,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,235,47.00,29,206,41.2,0,0.0%,1,20.0%,0,0,0%,0,0%,10,34%,
68,2018,2018-10-08,4,5,28.173,WAS,@,NOR,L 19-43,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,110,36.67,0,110,36.7,0,0.0%,1,33.3%,0,0,0%,0,0%,6,24%,
69,2018,2018-10-14,5,6,28.179,WAS,,CAR,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,164,41.00,1,163,40.8,0,0.0%,2,50.0%,0,0,0%,0,0%,9,38%,
70,2018,2018-10-21,6,7,28.186,WAS,,DAL,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,227,37.83,11,216,36.0,0,0.0%,5,83.3%,0,0,0%,0,0%,10,36%,
71,2018,2018-10-28,7,8,28.193,WAS,@,NYG,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,5,246,49.20,18,228,45.6,0,0.0%,3,60.0%,0,0,0%,0,0%,12,41%,
72,2018,2018-11-04,8,9,28.200,WAS,,ATL,L 14-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,245,49.00,4,241,48.2,0,0.0%,4,80.0%,0,0,0%,0,0%,7,28%,
73,2018,2018-11-11,9,10,28.207,WAS,@,TAM,W 16-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,8,239,47.8,0,0.0%,4,80.0%,0,0,0%,0,0%,9,45%,
74,2018,2018-11-18,10,11,28.214,WAS,,HOU,L 21-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,202,40.40,16,186,37.2,0,0.0%,2,40.0%,0,0,0%,0,0%,9,33%,
75,2018,2018-11-22,11,12,28.218,WAS,@,DAL,L 23-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,228,45.60,0,228,45.6,0,0.0%,4,80.0%,0,0,0%,0,0%,9,29%,
76,2018,2018-12-03,12,13,28.229,WAS,@,PHI,L 13-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,290,48.33,19,271,45.2,0,0.0%,2,33.3%,0,0,0%,0,0%,9,36%,
77,2018,2018-12-09,13,14,28.235,WAS,,NYG,L 16-40,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,8,409,51.13,51,358,44.8,0,0.0%,3,37.5%,0,0,0%,0,0%,8,26%,
78,2018,2018-12-16,14,15,28.242,WAS,@,JAX,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,279,46.50,84,195,32.5,0,0.0%,3,50.0%,0,0,0%,0,0%,10,38%,
79,2018,2018-12-22,15,16,28.248,WAS,@,TEN,L 16-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,107,53.50,16,91,45.5,0,0.0%,0,0.0%,0,0,0%,0,0%,6,26%,
80,2018,2018-12-30,16,17,28.256,WAS,,PHI,L 0-24,,0,0,,0,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0.0,0,0,0,,,0,0,0,0,0,0,5,224,44.80,2,222,44.4,0,0.0%,2,40.0%,0,0,0%,0,0%,6,32%,
81,2019,2019-09-08,1,1,29.143,WAS,@,PHI,L 27-32,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,272,54.40,46,226,45.2,0,0.0%,1,20.0%,0,0,0%,0,0%,11,38%,
82,2019,2019-09-15,2,2,29.150,WAS,,DAL,L 21-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,198,49.50,4,194,48.5,0,0.0%,4,100.0%,0,0,0%,0,0%,7,29%,
83,2019,2019-09-23,3,3,29.158,WAS,,CHI,L 15-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,48,48.00,3,45,45.0,0,0.0%,0,0.0%,0,0,0%,0,0%,3,14%,
84,2019,2019-09-29,4,4,29.164,WAS,@,NYG,L 3-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,319,53.17,8,311,51.8,0,0.0%,3,50.0%,0,0,0%,0,0%,7,35%,
85,2019,2019-10-06,5,5,29.171,WAS,,NWE,L 7-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,10,500,50.00,49,431,43.1,1,10.0%,4,40.0%,0,0,0%,0,0%,11,34%,
86,2019,2019-10-13,6,6,29.178,WAS,@,MIA,W 17-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,7,315,45.00,42,273,39.0,0,0.0%,2,28.6%,0,0,0%,0,0%,11,37%,
87,2019,2019-10-20,7,7,29.185,WAS,,SFO,L 0-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,198,49.50,30,168,42.0,0,0.0%,0,0.0%,0,0,0%,0,0%,5,31%,
88,2019,2019-10-24,8,8,29.189,WAS,@,MIN,L 9-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,107,53.50,0,107,53.5,0,0.0%,1,50.0%,0,0,0%,0,0%,5,25%,
89,2019,2019-11-03,9,9,29.199,WAS,@,BUF,L 9-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,172,34.40,0,172,34.4,0,0.0%,2,40.0%,0,0,0%,0,0%,8,33%,
90,2019,2019-11-17,10,11,29.213,WAS,,NYJ,L 17-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,317,52.83,43,274,45.7,0,0.0%,2,33.3%,0,0,0%,0,0%,9,29%,
91,2019,2019-11-24,11,12,29.220,WAS,,DET,W 19-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,260,52.00,31,229,45.8,0,0.0%,1,20.0%,0,0,0%,0,0%,10,33%,
92,2019,2019-12-01,12,13,29.227,WAS,@,CAR,W 29-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,290,58.00,35,235,47.0,1,20.0%,2,40.0%,0,0,0%,0,0%,11,33%,
93,2019,2019-12-08,13,14,29.234,WAS,@,GNB,L 15-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,264,44.00,51,213,35.5,0,0.0%,2,33.3%,0,0,0%,0,0%,8,32%,
94,2019,2019-12-15,14,15,29.241,WAS,,PHI,L 27-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,196,49.00,0,176,44.0,1,25.0%,2,50.0%,0,0,0%,0,0%,9,31%,
95,2019,2019-12-22,15,16,29.248,WAS,,NYG,L 35-41,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,236,47.20,6,230,46.0,0,0.0%,3,60.0%,0,0,0%,0,0%,10,29%,
96,2019,2019-12-29,16,17,29.255,WAS,@,DAL,L 16-47,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,227,56.75,6,201,50.3,1,25.0%,1,25.0%,0,0,0%,0,0%,8,24%,
97,2020,2020-09-13,1,1,30.148,WAS,,PHI,W 27-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,329,47.00,14,315,45.0,0,0.0%,2,28.6%,0,0,0%,0,0%,14,43%,
98,2020,2020-09-20,2,2,30.155,WAS,@,ARI,L 15-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,284,47.33,5,259,43.2,1,16.7%,3,50.0%,0,0,0%,0,0%,7,25%,
99,2020,2020-09-27,3,3,30.162,WAS,@,CLE,L 20-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,147,49.00,11,136,45.3,0,0.0%,2,66.7%,0,0,0%,0,0%,6,21%,
100,2020,2020-10-04,4,4,30.169,WAS,,BAL,L 17-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,229,45.80,28,201,40.2,0,0.0%,2,40.0%,0,0,0%,0,0%,9,33%,
