Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
27,2019,2019-12-01,12,13,25.310,LAC,@,DEN,L 20-23,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,13,21%,0,0%,5,16%,
28,2019,2019-12-08,13,14,25.317,LAC,@,JAX,W 45-10,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,20,33%,0,0%,7,25%,
29,2019,2019-12-15,14,15,25.324,LAC,,MIN,L 10-39,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,30,48%,0,0%,2,8%,
30,2019,2019-12-22,15,16,25.331,LAC,,OAK,L 17-24,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,31,51%,0,0%,3,11%,
31,2019,2019-12-29,16,17,25.338,LAC,@,KAN,L 21-31,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,45,58%,0,0%,3,13%,
32,2020,2020-09-13,1,1,,CAR,,LVR,L 30-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2020,2020-09-20,2,2,26.239,CAR,@,TAM,L 17-31,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,3,12%,
34,2020,2020-09-27,3,3,26.246,CAR,@,LAC,W 21-16,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,31,61%,0,0%,7,27%,
35,2020,2020-10-04,4,4,26.253,CAR,,ARI,W 31-21,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,22,29%,0,0%,6,24%,
36,2020,2020-10-11,5,5,26.260,CAR,@,ATL,W 23-16,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,5,19%,
37,2020,2020-10-18,6,6,26.267,CAR,,CHI,L 16-23,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,5,19%,
38,2020,2020-10-25,7,7,26.274,CAR,@,NOR,L 24-27,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,18,39%,0,0%,5,23%,
39,2020,2020-10-29,8,8,26.278,CAR,,ATL,L 17-25,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,31,57%,0,0%,3,13%,
40,2020,2020-11-08,9,9,26.288,CAR,@,KAN,L 31-33,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,9,11%,0,0%,7,23%,
41,2020,2020-11-15,10,10,26.295,CAR,,TAM,L 23-46,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,30,63%,0,0%,3,9%,
42,2020,2020-11-22,11,11,26.302,CAR,,DET,W 20-0,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,71,100%,0,0%,5,22%,
43,2020,2020-11-29,12,12,26.309,CAR,@,MIN,L 27-28,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,7,24%,
44,2020,2020-12-13,13,14,26.323,CAR,,DEN,L 27-32,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,24,36%,0,0%,5,17%,
45,2020,2020-12-19,14,15,26.329,CAR,@,GNB,L 16-24,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,69,100%,0,0%,4,14%,
46,2020,2020-12-27,15,16,26.337,CAR,@,WAS,W 20-13,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,42,63%,0,0%,3,14%,
47,2020,2021-01-03,16,17,,CAR,,NOR,L 7-33,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
48,2021,2021-09-12,1,1,27.230,CAR,,NYJ,W 19-14,,,,,,,0.0%,,0,0,,,,,,,,,,,,,7,11%,0,0%,4,14%,
49,2021,2021-09-19,2,2,,CAR,,NOR,W 26-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,2021,2021-09-23,3,3,27.241,CAR,@,HOU,W 24-9,,,,,,,0.0%,,0,0,,,,,,,,,,,,,5,7%,0,0%,4,17%,
51,2021,2021-10-03,4,4,27.251,CAR,@,DAL,L 28-36,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,17%,
52,2021,2021-10-10,5,5,27.258,CAR,,PHI,L 18-21,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,17%,
53,2021,2021-10-17,6,6,27.265,CAR,,MIN,L 28-34,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,11%,
54,2021,2021-10-24,7,7,27.272,CAR,@,NYG,L 3-25,,,,,,,0.0%,,0,0,,,,,,,,,,,,,17,27%,0,0%,0,0%,
55,2021,2021-10-31,8,8,27.279,CAR,@,ATL,W 19-13,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,74,100%,0,0%,5,19%,
56,2021,2021-11-07,9,9,27.286,CAR,,NWE,L 6-24,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,59,100%,0,0%,2,9%,
57,2021,2021-11-14,10,10,27.293,CAR,@,ARI,W 34-10,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,75,100%,0,0%,2,8%,
58,2021,2021-11-21,11,11,27.300,CAR,,WAS,L 21-27,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,3,12%,
59,2021,2021-11-28,12,12,27.307,CAR,@,MIA,L 10-33,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,55,100%,0,0%,2,7%,
60,2021,2021-12-12,13,14,,CAR,,ATL,L 21-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
61,2021,2021-12-19,14,15,,CAR,@,BUF,L 14-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2021,2021-12-26,15,16,27.335,CAR,,TAM,L 6-32,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,7%,
63,2021,2022-01-02,16,17,27.342,CAR,@,NOR,L 10-18,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,3,11%,
64,2021,2022-01-09,17,18,27.349,CAR,@,TAM,L 17-41,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,43,60%,0,0%,3,11%,
65,2022,2022-09-11,1,1,28.229,PIT,@,CIN,W 23-20,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,0,0%,
66,2022,2022-09-18,2,2,,PIT,,NWE,L 14-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2022,2022-09-22,3,3,,PIT,@,CLE,L 17-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
68,2022,2022-10-02,4,4,,PIT,,NYJ,L 20-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
69,2022,2022-10-09,5,5,,PIT,@,BUF,L 3-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
70,2022,2022-10-16,6,6,28.264,PIT,,TAM,W 20-18,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,0,0%,
71,2022,2022-10-23,7,7,,PIT,@,MIA,L 10-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
72,2022,2022-10-30,8,8,28.278,PIT,@,PHI,L 13-35,,,,,,,0.0%,,0,0,,,,,,,,,,,,,1,1%,0,0%,0,0%,
73,2022,2022-11-13,9,10,28.292,PIT,,NOR,W 20-10,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,2%,0,0%,0,0%,
74,2022,2022-11-20,10,11,,PIT,,CIN,L 30-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
75,2022,2022-11-28,11,12,,PIT,@,IND,W 24-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
76,2022,2022-12-04,12,13,28.313,PIT,@,ATL,W 19-16,,,,,,,0.0%,,0,0,,,,,,,,,,,,,7,11%,0,0%,1,4%,
77,2022,2022-12-11,13,14,,PIT,,BAL,L 14-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,2022,2022-12-18,14,15,28.327,PIT,@,CAR,W 24-16,,,,,,,0.0%,,0,0,,,,,,,,,,,,,10,15%,0,0%,0,0%,
79,2022,2022-12-24,15,16,28.333,PIT,,LVR,W 13-10,,,,,,,0.0%,,0,0,,,,,,,,,,,,,1,1%,0,0%,0,0%,
80,2022,2023-01-01,16,17,,PIT,@,BAL,W 16-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
81,2022,2023-01-08,17,18,28.348,PIT,,CLE,W 28-14,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,6,8%,0,0%,0,0%,
82,2023,2023-09-10,1,1,,WAS,,ARI,W 20-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
83,2023,2023-09-17,2,2,,WAS,@,DEN,W 35-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,2023,2023-09-24,3,3,,WAS,,BUF,L 3-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
85,2023,2023-10-01,4,4,,WAS,@,PHI,L 31-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
86,2023,2023-10-05,5,5,,WAS,,CHI,L 20-40,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
87,2023,2023-10-15,6,6,29.263,WAS,@,ATL,W 24-16,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,4%,0,0%,4,17%,
88,2023,2023-10-22,7,7,,WAS,@,NYG,L 7-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
89,2023,2023-10-29,8,8,,WAS,,PHI,L 31-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
90,2023,2023-11-05,9,9,29.284,WAS,@,NWE,W 20-17,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,14%,
91,2023,2023-11-12,10,10,29.291,WAS,@,SEA,L 26-29,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,14%,
92,2023,2023-11-19,11,11,29.298,WAS,,NYG,L 19-31,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,14%,
93,2023,2023-11-23,12,12,29.302,WAS,@,DAL,L 10-45,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,8%,
94,2023,2023-12-03,13,13,29.312,WAS,,MIA,L 15-45,,,,,,,0.0%,,0,0,,,,,,,,,,,,,3,5%,0,0%,2,7%,
95,2023,2023-12-17,14,15,29.326,WAS,@,LAR,L 20-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,3,5%,0,0%,3,11%,
96,2023,2023-12-24,15,16,29.333,WAS,@,NYJ,L 28-30,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,4,11%,
97,2023,2023-12-31,16,17,29.340,WAS,,SFO,L 10-27,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,46,100%,0,0%,2,10%,
98,2023,2024-01-07,17,18,29.347,WAS,,DAL,L 10-38,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,49,100%,0,0%,2,9%,
99,2024,2024-09-08,1,1,30.227,WAS,@,TAM,L 20-37,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,4,15%,
100,2024,2024-09-15,2,2,30.234,WAS,,NYG,W 21-18,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,7,33%,
101,2024,2024-09-23,3,3,30.242,WAS,@,CIN,W 38-33,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,6,23%,
102,2024,2024-09-29,4,4,30.248,WAS,@,ARI,W 42-14,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,6,26%,
103,2024,2024-10-06,5,5,30.255,WAS,,CLE,W 34-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,6,19%,
104,2024,2024-10-13,6,6,30.262,WAS,@,BAL,L 23-30,,,,,,,0.0%,,0,0,,,,,,,,,,,,,1,2%,0,0%,6,21%,
105,2024,2024-10-20,7,7,30.269,WAS,,CAR,W 40-7,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,8,31%,
106,2024,2024-10-27,8,8,30.276,WAS,,CHI,W 18-15,,,,,,,0.0%,,0,0,,,,,,,,,,,,,30,41%,0,0%,5,19%,
107,2024,2024-11-03,9,9,30.283,WAS,@,NYG,W 27-22,,,,,,,0.0%,,0,0,,,,,,,,,,,,,1,2%,0,0%,5,23%,
108,2024,2024-11-10,10,10,30.290,WAS,,PIT,L 27-28,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,64,100%,0,0%,5,16%,
109,2024,2024-11-14,11,11,30.294,WAS,@,PHI,L 18-26,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,7%,
