Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
27,2018,2018-12-02,12,13,23.330,LAC,@,PIT,W 33-30,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,67,99%,7,23%,
28,2018,2018-12-09,13,14,23.337,LAC,,CIN,W 26-21,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,97%,5,17%,
29,2018,2018-12-13,14,15,23.341,LAC,@,KAN,W 29-28,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,60,100%,5,22%,
30,2018,2018-12-22,15,16,23.350,LAC,,BAL,L 10-22,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,62,100%,8,30%,
31,2018,2018-12-30,16,17,23.358,LAC,@,DEN,W 23-9,*,0,0,,0,0,0,0.0,6,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,79,100%,4,17%,
32,2019,2019-09-08,1,1,24.245,LAC,,IND,W 30-24,*,,,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,5,8%,0,0%,
33,2019,2019-09-15,,2,,LAC,@,DET,L 10-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,2019,2019-09-22,,3,,LAC,,HOU,L 20-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2019,2019-09-29,4,4,24.266,LAC,@,MIA,W 30-10,*,0,0,,0,0,0,0.0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,52,100%,4,17%,
36,2019,2019-10-06,5,5,24.273,LAC,,DEN,L 13-20,*,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,60,100%,5,19%,
37,2019,2019-10-13,6,6,24.280,LAC,,PIT,L 17-24,*,0,0,,0,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,4,15%,
38,2019,2019-10-20,7,7,24.287,LAC,@,TEN,L 20-23,*,0,0,,0,0,0,0.0,4,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,100%,4,17%,
39,2019,2019-10-27,8,8,24.294,LAC,@,CHI,W 17-16,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,80,100%,8,31%,
40,2019,2019-11-03,9,9,24.301,LAC,,GNB,W 26-11,*,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,100%,3,12%,
41,2019,2019-11-07,10,10,24.305,LAC,@,OAK,L 24-26,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,58,100%,7,24%,
42,2019,2019-11-18,11,11,24.316,LAC,,KAN,L 17-24,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,67,100%,6,22%,
43,2019,2019-12-01,,13,,LAC,@,DEN,L 20-23,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
44,2019,2019-12-08,,14,,LAC,@,JAX,W 45-10,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
45,2019,2019-12-15,14,15,24.343,LAC,,MIN,L 10-39,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,53,82%,9,36%,
46,2019,2019-12-22,15,16,24.350,LAC,,OAK,L 17-24,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,98%,5,19%,
47,2019,2019-12-29,16,17,24.357,LAC,@,KAN,L 21-31,*,0,0,,0,0,0,0.0,2,0,2,0,0,1,15,0,2,0,0,0,0,0,0,0,0%,51,100%,6,26%,
48,2020,2020-09-13,1,1,25.251,LAC,@,CIN,W 16-13,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,88%,15,52%,
49,2020,2020-09-20,2,2,25.258,LAC,,KAN,L 20-23,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,74,96%,17,61%,
50,2020,2020-09-27,3,3,25.265,LAC,,CAR,L 16-21,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,84%,15,58%,
51,2020,2020-10-04,4,4,25.272,LAC,@,TAM,L 31-38,*,0,0,,0,1,6,0.0,4,2,6,0,0,1,78,1,1,0,0,0,0,0,0,0,0%,76,100%,7,22%,
52,2020,2020-10-12,5,5,25.280,LAC,@,NOR,L 27-30,*,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,96%,8,21%,
53,2020,2020-10-25,6,7,25.293,LAC,,JAX,W 39-29,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,1,3%,
54,2020,2020-11-01,7,8,25.300,LAC,@,DEN,L 30-31,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,65,100%,6,19%,
55,2020,2020-11-08,8,9,25.307,LAC,,LVR,L 26-31,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,51,100%,7,23%,
56,2020,2020-11-15,9,10,25.314,LAC,@,MIA,L 21-29,,0,0,,0,0,0,0.0,5,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0%,56,97%,7,24%,
57,2020,2020-11-22,10,11,25.321,LAC,,NYJ,W 34-28,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,6,20%,
58,2020,2020-11-29,11,12,25.328,LAC,@,BUF,L 17-27,*,0,0,,0,0,0,0.0,2,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,61,98%,5,19%,
59,2020,2020-12-06,12,13,25.335,LAC,,NWE,L 0-45,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,99%,9,33%,
60,2020,2020-12-13,13,14,25.342,LAC,,ATL,W 20-17,*,0,0,,0,0,0,0.0,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0%,40,70%,3,14%,
61,2020,2020-12-17,14,15,25.346,LAC,@,LVR,W 30-27,,0,0,,0,0,0,0.0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,49,64%,6,21%,
62,2020,2020-12-27,15,16,25.356,LAC,,DEN,W 19-16,*,0,0,,0,0,0,0.0,5,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,88%,6,20%,
63,2020,2021-01-03,16,17,25.363,LAC,@,KAN,W 38-21,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,53,100%,3,14%,
64,2021,2021-09-12,1,1,26.249,LAC,@,WAS,W 20-16,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,96%,5,22%,
65,2021,2021-09-19,2,2,26.256,LAC,,DAL,L 17-20,*,0,0,,0,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
66,2021,2021-09-26,3,3,26.263,LAC,@,KAN,W 30-24,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,2,36,0,0,0%,79,100%,0,0%,
67,2021,2021-10-04,4,4,26.271,LAC,,LVR,W 28-14,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,57,100%,1,4%,
68,2021,2021-10-10,5,5,26.277,LAC,,CLE,W 47-42,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,99%,0,0%,
69,2021,2021-10-17,6,6,26.284,LAC,@,BAL,L 6-34,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,55%,0,0%,
70,2021,2021-10-31,7,8,26.298,LAC,,NWE,L 24-27,*,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,25%,0,0%,
71,2021,2021-11-07,8,9,,LAC,@,PHI,W 27-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,2021,2021-11-14,9,10,,LAC,,MIN,L 20-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
73,2021,2021-11-21,10,11,26.319,LAC,,PIT,W 41-37,*,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,99%,0,0%,
74,2021,2021-11-28,11,12,26.326,LAC,@,DEN,L 13-28,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,61,98%,1,5%,
75,2021,2021-12-05,12,13,26.333,LAC,@,CIN,W 41-22,*,0,0,,0,0,0,0.0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0%,72,95%,2,7%,
76,2021,2021-12-12,13,14,26.340,LAC,,NYG,W 37-21,*,0,0,,0,0,0,0.0,3,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0%,63,91%,3,10%,
77,2021,2021-12-16,14,15,26.344,LAC,,KAN,L 28-34,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,72,100%,0,0%,
78,2021,2021-12-26,15,16,,LAC,@,HOU,L 29-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
79,2021,2022-01-02,16,17,26.361,LAC,,DEN,W 34-13,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,98%,1,4%,
80,2021,2022-01-09,17,18,27.003,LAC,@,LVR,L 32-35,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,79,99%,0,0%,
81,2022,2022-09-11,1,1,27.248,LAC,,LVR,W 24-19,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,3,13%,
82,2022,2022-09-15,2,2,27.252,LAC,@,KAN,L 24-27,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,26,81%,
83,2022,2022-09-25,3,3,27.262,LAC,,JAX,L 10-38,*,0,0,,0,0,0,0.0,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,6,25%,
84,2022,2022-10-02,4,4,27.269,LAC,@,HOU,W 34-24,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,17,59%,
85,2022,2022-10-09,5,5,27.276,LAC,@,CLE,W 30-28,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,21,78%,
86,2022,2022-10-17,6,6,27.284,LAC,,DEN,W 19-16,,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,32,55%,22,74%,
87,2022,2022-10-23,7,7,27.290,LAC,,SEA,L 23-37,,0,0,,0,0,0,0.0,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,45%,16,55%,
88,2022,2022-11-06,8,9,27.304,LAC,@,ATL,W 20-17,*,0,0,,0,0,0,0.0,4,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,60,98%,4,17%,
89,2022,2022-11-13,9,10,27.311,LAC,@,SFO,L 16-22,*,0,0,,0,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,94%,6,21%,
90,2022,2022-11-20,10,11,27.318,LAC,,KAN,L 27-30,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,100%,7,24%,
91,2022,2022-11-27,11,12,27.325,LAC,@,ARI,W 25-24,*,0,0,,0,0,0,1.0,5,1,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0%,66,100%,5,19%,
92,2022,2022-12-04,12,13,27.332,LAC,@,LVR,L 20-27,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,61,100%,6,20%,
93,2022,2022-12-11,13,14,27.339,LAC,,MIA,W 23-17,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,51,100%,4,14%,
94,2022,2022-12-18,14,15,27.346,LAC,,TEN,W 17-14,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,100%,5,19%,
95,2022,2022-12-26,15,16,27.354,LAC,@,IND,W 20-3,*,0,0,,0,0,0,0.0,5,2,7,0,0,1,30,0,3,0,0,0,0,0,0,0,0%,52,100%,1,6%,
96,2022,2023-01-01,16,17,27.360,LAC,,LAR,W 31-10,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,47,96%,3,12%,
97,2022,2023-01-08,17,18,28.002,LAC,@,DEN,L 28-31,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,95%,5,16%,
98,2023,2023-09-10,1,1,28.247,LAC,,MIA,L 34-36,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,67,100%,7,23%,
99,2023,2023-09-17,2,2,28.254,LAC,@,TEN,L 24-27,,0,0,,0,0,0,0.0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,24,37%,8,27%,
100,2023,2023-09-24,3,3,28.261,LAC,@,MIN,W 28-24,*,0,0,,0,0,0,0.0,8,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,82,100%,7,28%,
101,2023,2023-10-01,4,4,28.268,LAC,,LVR,W 24-17,*,0,0,,0,0,0,0.0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,72,99%,6,24%,
102,2023,2023-10-16,5,6,28.283,LAC,,DAL,L 17-20,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,100%,7,28%,
103,2023,2023-10-22,6,7,28.289,LAC,@,KAN,L 17-31,*,0,0,,0,0,0,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,8,31%,
104,2023,2023-10-29,7,8,28.296,LAC,,CHI,W 30-13,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,82%,8,36%,
105,2023,2023-11-06,8,9,28.304,LAC,@,NYJ,W 27-6,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,81%,2,7%,
106,2023,2023-11-12,9,10,28.310,LAC,,DET,L 38-41,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,6,9%,0,0%,
107,2023,2023-11-19,10,11,28.317,LAC,@,GNB,L 20-23,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,72,100%,5,19%,
108,2023,2023-11-26,11,12,28.324,LAC,,BAL,L 10-20,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,4,19%,
109,2023,2023-12-03,12,13,28.331,LAC,@,NWE,W 6-0,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,15,71%,
110,2023,2023-12-10,13,14,28.338,LAC,,DEN,L 7-24,*,0,0,,0,0,0,0.0,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,67,100%,5,21%,
111,2023,2023-12-14,14,15,28.342,LAC,@,LVR,L 21-63,*,0,0,,0,0,0,0.0,5,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0%,61,95%,13,35%,
112,2023,2023-12-23,15,16,28.351,LAC,,BUF,L 22-24,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,4,13%,
113,2023,2023-12-31,16,17,28.359,LAC,@,DEN,L 9-16,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,69,100%,5,18%,
114,2023,2024-01-07,17,18,29.001,LAC,,KAN,L 12-13,*,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,5,19%,
115,2024,2024-09-08,1,1,29.246,WAS,@,TAM,L 20-37,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,12,44%,
116,2024,2024-09-15,2,2,29.253,WAS,,NYG,W 21-18,*,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,23,41%,7,33%,
117,2024,2024-09-23,3,3,29.261,WAS,@,CIN,W 38-33,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,50%,
118,2024,2024-09-29,4,4,29.267,WAS,@,ARI,W 42-14,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,48%,
119,2024,2024-10-06,5,5,29.274,WAS,,CLE,W 34-13,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,16,52%,
120,2024,2024-10-13,6,6,29.281,WAS,@,BAL,L 23-30,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,2,3%,16,55%,
121,2024,2024-10-20,7,7,29.288,WAS,,CAR,W 40-7,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,3,7%,14,54%,
122,2024,2024-10-27,8,8,29.295,WAS,,CHI,W 18-15,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,11,42%,
123,2024,2024-11-03,9,9,29.302,WAS,@,NYG,W 27-22,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,10,45%,
124,2024,2024-11-10,10,10,29.309,WAS,,PIT,L 27-28,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,16,50%,
125,2024,2024-11-14,11,11,29.313,WAS,@,PHI,L 18-26,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,20,28%,14,52%,
