Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
17,2018,2018-09-09,1,1,23.115,LAC,,KAN,L 28-38,,5,39,7.80,0,5,5,87,17.40,1,100.0%,17.40,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,27%,0,0%,20,67%,
18,2018,2018-09-16,2,2,23.122,LAC,@,BUF,W 31-20,,11,77,7.00,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,23,41%,0,0%,13,43%,
19,2018,2018-09-23,3,3,23.129,LAC,@,LAR,L 23-35,,4,47,11.75,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,18,35%,0,0%,15,60%,
20,2018,2018-09-30,4,4,23.136,LAC,,SFO,W 29-27,,8,25,3.13,0,3,2,31,15.50,1,66.7%,10.33,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,23,34%,0,0%,21,66%,
21,2018,2018-10-07,5,5,23.143,LAC,,OAK,W 26-10,,6,15,2.50,0,3,1,44,44.00,1,33.3%,14.67,0,0,,0,,1,6,0.0,2,0,2,0,0,0,0,0,0,0,0,23,36%,0,0%,16,64%,
22,2018,2018-10-14,6,6,23.150,LAC,@,CLE,W 38-14,,7,60,8.57,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,21,35%,0,0%,21,72%,
23,2018,2018-10-21,7,7,23.157,LAC,,TEN,W 20-19,*,12,42,3.50,0,7,5,26,5.20,0,71.4%,3.71,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,95%,0,0%,1,4%,
24,2018,2018-11-04,8,9,23.171,LAC,@,SEA,W 25-17,,3,21,7.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,18%,0,0%,20,71%,
25,2018,2018-11-11,9,10,23.178,LAC,@,OAK,W 20-6,,3,19,6.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,20,36%,0,0%,16,73%,
26,2018,2018-11-18,10,11,23.185,LAC,,DEN,L 22-23,,6,29,4.83,0,2,2,40,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,23%,0,0%,18,69%,
27,2018,2018-11-25,11,12,23.192,LAC,,ARI,W 45-10,,5,35,7.00,1,11,10,68,6.80,0,90.9%,6.18,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,26,38%,0,0%,2,7%,
28,2018,2018-12-02,12,13,23.199,LAC,@,PIT,W 33-30,*,13,21,1.62,0,8,5,22,4.40,0,62.5%,2.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,78%,0,0%,0,0%,
29,2018,2018-12-09,13,14,23.206,LAC,,CIN,W 26-21,*,15,66,4.40,1,5,2,28,14.00,0,40.0%,5.60,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,68%,0,0%,1,3%,
30,2018,2018-12-13,,15,,LAC,@,KAN,W 29-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,2018,2018-12-22,,16,,LAC,,BAL,L 10-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,2018,2018-12-30,16,17,23.227,LAC,@,DEN,W 23-9,,8,58,7.25,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,10,43%,
33,2019,2019-09-08,1,1,24.114,LAC,,IND,W 30-24,*,12,58,4.83,1,7,6,96,16.00,2,85.7%,13.71,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,47,75%,0,0%,0,0%,
34,2019,2019-09-15,2,2,24.121,LAC,@,DET,L 10-13,*,17,66,3.88,1,6,6,67,11.17,0,100.0%,11.17,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,48,74%,0,0%,0,0%,
35,2019,2019-09-22,3,3,24.128,LAC,,HOU,L 20-27,*,9,36,4.00,0,7,7,45,6.43,0,100.0%,6.43,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,65%,0,0%,0,0%,
36,2019,2019-09-29,4,4,24.135,LAC,@,MIA,W 30-10,*,18,60,3.33,1,5,5,62,12.40,1,100.0%,12.40,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,48,72%,0,0%,0,0%,
37,2019,2019-10-06,5,5,24.142,LAC,,DEN,L 13-20,*,3,7,2.33,0,16,15,86,5.73,0,93.8%,5.38,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,46,66%,0,0%,0,0%,
38,2019,2019-10-13,6,6,24.149,LAC,,PIT,L 17-24,,5,14,2.80,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,45%,0,0%,0,0%,
39,2019,2019-10-20,7,7,24.156,LAC,@,TEN,L 20-23,,5,7,1.40,0,8,7,118,16.86,1,87.5%,14.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,59%,0,0%,1,4%,
40,2019,2019-10-27,8,8,24.163,LAC,@,CHI,W 17-16,,3,3,1.00,0,3,2,19,9.50,1,66.7%,6.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,24,53%,0,0%,0,0%,
41,2019,2019-11-03,9,9,24.170,LAC,,GNB,W 26-11,,12,70,5.83,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,34%,0,0%,2,8%,
42,2019,2019-11-07,10,10,24.174,LAC,@,OAK,L 24-26,*,6,19,3.17,0,2,2,29,14.50,1,100.0%,14.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,45%,0,0%,0,0%,
43,2019,2019-11-18,11,11,24.185,LAC,,KAN,L 17-24,,5,24,4.80,0,12,8,108,13.50,0,66.7%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,46,58%,0,0%,0,0%,
44,2019,2019-12-01,12,13,24.198,LAC,@,DEN,L 20-23,,9,16,1.78,0,5,4,51,12.75,1,80.0%,10.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,52%,0,0%,0,0%,
45,2019,2019-12-08,13,14,24.205,LAC,@,JAX,W 45-10,*,8,101,12.63,0,5,4,112,28.00,1,80.0%,22.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,
46,2019,2019-12-15,14,15,24.212,LAC,,MIN,L 10-39,,7,19,2.71,0,7,5,62,12.40,0,71.4%,8.86,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,30,48%,0,0%,0,0%,
47,2019,2019-12-22,15,16,24.219,LAC,,OAK,L 17-24,*,4,11,2.75,0,6,5,58,11.60,0,83.3%,9.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,54%,0,0%,1,4%,
48,2019,2019-12-29,16,17,24.226,LAC,@,KAN,L 21-31,,9,46,5.11,0,11,9,43,4.78,0,81.8%,3.91,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,
49,2020,2020-09-13,1,1,25.119,LAC,@,CIN,W 16-13,*,19,84,4.42,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,68%,0,0%,0,0%,
50,2020,2020-09-20,2,2,25.126,LAC,,KAN,L 20-23,*,16,93,5.81,0,4,4,55,13.75,0,100.0%,13.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,47,57%,0,0%,0,0%,
51,2020,2020-09-27,3,3,25.133,LAC,,CAR,L 16-21,*,12,59,4.92,1,11,11,84,7.64,0,100.0%,7.64,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,72%,0,0%,0,0%,
52,2020,2020-10-04,4,4,25.140,LAC,@,TAM,L 31-38,*,2,12,6.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,6%,0,0%,0,0%,
53,2020,2020-10-12,5,5,,LAC,@,NOR,L 27-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
54,2020,2020-10-25,6,7,,LAC,,JAX,W 39-29,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
55,2020,2020-11-01,7,8,,LAC,@,DEN,L 30-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
56,2020,2020-11-08,8,9,,LAC,,LVR,L 26-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
57,2020,2020-11-15,9,10,,LAC,@,MIA,L 21-29,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
58,2020,2020-11-22,10,11,,LAC,,NYJ,W 34-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
59,2020,2020-11-29,11,12,25.196,LAC,@,BUF,L 17-27,*,14,44,3.14,0,16,11,85,7.73,0,68.8%,5.31,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,72%,0,0%,0,0%,
60,2020,2020-12-06,12,13,25.203,LAC,,NWE,L 0-45,*,8,36,4.50,0,9,4,32,8.00,0,44.4%,3.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,60%,0,0%,0,0%,
61,2020,2020-12-13,13,14,25.210,LAC,,ATL,W 20-17,*,15,79,5.27,0,9,9,67,7.44,0,100.0%,7.44,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,44,60%,0,0%,0,0%,
62,2020,2020-12-17,14,15,25.214,LAC,@,LVR,W 30-27,*,13,60,4.62,0,4,4,19,4.75,0,100.0%,4.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,62%,0,0%,0,0%,
63,2020,2020-12-27,15,16,25.224,LAC,,DEN,W 19-16,*,10,45,4.50,0,3,3,23,7.67,1,100.0%,7.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,65%,0,0%,0,0%,
64,2020,2021-01-03,16,17,25.231,LAC,@,KAN,W 38-21,*,7,18,2.57,0,7,6,33,5.50,1,85.7%,4.71,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,43%,0,0%,0,0%,
65,2021,2021-09-12,1,1,26.118,LAC,@,WAS,W 20-16,*,15,57,3.80,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,58%,0,0%,0,0%,
66,2021,2021-09-19,2,2,26.125,LAC,,DAL,L 17-20,*,9,54,6.00,0,9,9,61,6.78,0,100.0%,6.78,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,45,63%,0,0%,0,0%,
67,2021,2021-09-26,3,3,26.132,LAC,@,KAN,W 30-24,*,11,55,5.00,0,6,6,52,8.67,1,100.0%,8.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,74%,0,0%,0,0%,
68,2021,2021-10-04,4,4,26.140,LAC,,LVR,W 28-14,*,15,117,7.80,1,5,3,28,9.33,1,60.0%,5.60,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,45,60%,0,0%,0,0%,
69,2021,2021-10-10,5,5,26.146,LAC,,CLE,W 47-42,*,17,66,3.88,2,5,5,53,10.60,1,100.0%,10.60,0,0,,0,,3,18,0.0,0,0,0,0,0,2,1,0,0,0,0,53,71%,0,0%,0,0%,
70,2021,2021-10-17,6,6,26.153,LAC,@,BAL,L 6-34,*,6,7,1.17,0,7,4,48,12.00,0,57.1%,6.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,61%,0,0%,0,0%,
71,2021,2021-10-31,7,8,26.167,LAC,,NWE,L 24-27,*,11,64,5.82,1,10,6,60,10.00,0,60.0%,6.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,75%,0,0%,0,0%,
72,2021,2021-11-07,8,9,26.174,LAC,@,PHI,W 27-24,*,17,59,3.47,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,67%,0,0%,0,0%,
73,2021,2021-11-14,9,10,26.181,LAC,,MIN,L 20-27,*,11,44,4.00,0,6,3,15,5.00,1,50.0%,2.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,0,0%,
74,2021,2021-11-21,10,11,26.188,LAC,,PIT,W 41-37,*,11,50,4.55,2,7,6,65,10.83,2,85.7%,9.29,0,0,,0,,4,24,0.0,0,0,0,0,0,0,0,0,0,0,0,53,70%,0,0%,0,0%,
75,2021,2021-11-28,11,12,26.195,LAC,@,DEN,L 13-28,*,12,31,2.58,0,8,6,68,11.33,1,75.0%,8.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,68%,0,0%,0,0%,
76,2021,2021-12-05,12,13,26.202,LAC,@,CIN,W 41-22,*,14,59,4.21,1,5,5,45,9.00,0,100.0%,9.00,0,0,,0,,1,6,0.0,0,0,0,0,0,2,2,0,0,0,0,47,73%,0,0%,0,0%,
77,2021,2021-12-12,13,14,26.209,LAC,,NYG,W 37-21,*,12,67,5.58,1,4,2,17,8.50,0,50.0%,4.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,46%,0,0%,0,0%,
78,2021,2021-12-16,14,15,26.213,LAC,,KAN,L 28-34,*,12,59,4.92,1,4,4,23,5.75,0,100.0%,5.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,27,34%,0,0%,0,0%,
79,2021,2021-12-26,15,16,,LAC,@,HOU,L 29-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
80,2021,2022-01-02,16,17,26.230,LAC,,DEN,W 34-13,*,17,58,3.41,1,3,3,54,18.00,0,100.0%,18.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,58%,0,0%,0,0%,
81,2021,2022-01-09,17,18,26.237,LAC,@,LVR,L 32-35,*,16,64,4.00,1,12,5,35,7.00,1,41.7%,2.92,0,0,,0,1,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,78,84%,0,0%,0,0%,
82,2022,2022-09-11,1,1,27.117,LAC,,LVR,W 24-19,*,14,36,2.57,0,4,4,36,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,
83,2022,2022-09-15,2,2,27.121,LAC,@,KAN,L 24-27,*,14,39,2.79,0,10,9,55,6.11,0,90.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,63%,0,0%,0,0%,
84,2022,2022-09-25,3,3,27.131,LAC,,JAX,L 10-38,*,4,5,1.25,0,8,8,48,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,56%,0,0%,0,0%,
85,2022,2022-10-02,4,4,27.138,LAC,@,HOU,W 34-24,*,13,60,4.62,2,7,6,49,8.17,1,85.7%,7.00,0,0,,0,,3,18,0.0,0,0,0,0,0,1,0,0,1,0,0,41,59%,0,0%,0,0%,
86,2022,2022-10-09,5,5,27.145,LAC,@,CLE,W 30-28,*,16,173,10.81,1,4,4,26,6.50,1,100.0%,6.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,42,59%,0,0%,0,0%,
87,2022,2022-10-17,6,6,27.153,LAC,,DEN,W 19-16,*,14,36,2.57,1,16,10,47,4.70,0,62.5%,2.94,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,66%,0,0%,0,0%,
88,2022,2022-10-23,7,7,27.159,LAC,,SEA,L 23-37,*,9,31,3.44,1,12,12,96,8.00,1,100.0%,8.00,0,0,,0,,2,12,0.0,0,0,0,0,0,1,0,0,0,0,0,55,77%,0,0%,0,0%,
89,2022,2022-11-06,8,9,27.173,LAC,@,ATL,W 20-17,*,14,47,3.36,1,8,7,24,3.43,1,87.5%,3.00,0,0,,0,,2,12,0.0,0,0,0,0,0,1,1,0,0,0,0,47,68%,0,0%,0,0%,
90,2022,2022-11-13,9,10,27.180,LAC,@,SFO,L 16-22,*,6,24,4.00,0,12,7,39,5.57,0,58.3%,3.25,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,40,69%,0,0%,0,0%,
91,2022,2022-11-20,10,11,27.187,LAC,,KAN,L 27-30,*,19,83,4.37,1,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,69%,0,0%,0,0%,
92,2022,2022-11-27,11,12,27.194,LAC,@,ARI,W 25-24,*,5,20,4.00,0,15,11,60,5.45,1,73.3%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,70%,0,0%,0,0%,
93,2022,2022-12-04,12,13,27.201,LAC,@,LVR,L 20-27,*,10,35,3.50,0,6,5,67,13.40,0,83.3%,11.17,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,45,60%,0,0%,0,0%,
94,2022,2022-12-11,13,14,27.208,LAC,,MIA,W 23-17,*,15,45,3.00,1,8,8,59,7.38,0,100.0%,7.38,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,59%,0,0%,0,0%,
95,2022,2022-12-18,14,15,27.215,LAC,,TEN,W 17-14,*,12,58,4.83,1,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,49,69%,0,0%,0,0%,
96,2022,2022-12-26,15,16,27.223,LAC,@,IND,W 20-3,*,18,67,3.72,2,4,4,12,3.00,0,100.0%,3.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,41,60%,0,0%,0,0%,
97,2022,2023-01-01,16,17,27.229,LAC,,LAR,W 31-10,*,10,122,12.20,2,4,4,39,9.75,0,100.0%,9.75,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,28,44%,0,0%,0,0%,
98,2022,2023-01-08,17,18,27.236,LAC,@,DEN,L 28-31,*,11,34,3.09,0,4,4,36,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,2,0,2,0,0,1,1,0,0,0,0,33,49%,0,0%,0,0%,
