Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2020,2020-11-29,11,12,22.055,JAX,,CLE,L 25-27,*,4,3,31,10.33,0,75.0%,7.75,1,6,6.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,
12,2020,2020-12-06,12,13,22.062,JAX,@,MIN,L 24-27,*,3,3,38,12.67,1,100.0%,12.67,2,30,15.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,25,35%,0,0%,0,0%,
13,2020,2020-12-13,13,14,22.069,JAX,,TEN,L 10-31,*,11,6,49,8.17,0,54.5%,4.45,1,2,2.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,75%,0,0%,0,0%,
14,2020,2020-12-20,14,15,22.076,JAX,@,BAL,L 14-40,,6,5,43,8.60,0,83.3%,7.17,2,1,0.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,74%,0,0%,0,0%,
15,2020,2020-12-27,15,16,22.083,JAX,,CHI,L 17-41,*,7,5,48,9.60,1,71.4%,6.86,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,87%,0,0%,0,0%,
16,2020,2021-01-03,16,17,22.090,JAX,@,IND,L 14-28,*,9,6,68,11.33,2,66.7%,7.56,1,-2,-2.00,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,1,0,0,0,45,69%,0,0%,0,0%,
17,2021,2021-09-12,1,1,22.342,JAX,@,HOU,L 21-37,,10,7,50,7.14,0,70.0%,5.00,1,9,9.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,70%,0,0%,0,0%,
18,2021,2021-09-19,2,2,22.349,JAX,,DEN,L 13-23,,7,2,-3,-1.50,0,28.6%,-0.43,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,80%,0,0%,0,0%,
19,2021,2021-09-26,3,3,22.356,JAX,,ARI,L 19-31,,4,4,48,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,44,65%,0,0%,0,0%,
20,2021,2021-09-30,4,4,22.360,JAX,@,CIN,L 21-24,*,7,6,99,16.50,0,85.7%,14.14,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,75%,0,0%,0,0%,
21,2021,2021-10-10,5,5,23.005,JAX,,TEN,L 19-37,*,3,1,58,58.00,0,33.3%,19.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,73%,0,0%,0,0%,
22,2021,2021-10-17,6,6,23.012,JAX,,MIA,W 23-20,*,10,6,54,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,
23,2021,2021-10-31,7,8,23.026,JAX,@,SEA,L 7-31,*,4,2,13,6.50,0,50.0%,3.25,1,8,8.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,52,68%,0,0%,0,0%,
24,2021,2021-11-07,8,9,23.033,JAX,,BUF,W 9-6,*,4,4,24,6.00,0,100.0%,6.00,1,-4,-4.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,79%,0,0%,0,0%,
25,2021,2021-11-14,9,10,23.040,JAX,@,IND,L 17-23,*,8,3,15,5.00,0,37.5%,1.88,2,6,3.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,77%,0,0%,0,0%,
26,2021,2021-11-21,10,11,23.047,JAX,,SFO,L 10-30,*,5,5,50,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,29,63%,0,0%,0,0%,
27,2021,2021-11-28,11,12,23.054,JAX,,ATL,L 14-21,*,9,5,33,6.60,0,55.6%,3.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,73%,0,0%,0,0%,
28,2021,2021-12-05,12,13,23.061,JAX,@,LAR,L 7-37,,5,3,30,10.00,0,60.0%,6.00,3,1,0.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,
29,2021,2021-12-12,13,14,23.068,JAX,@,TEN,L 0-20,*,7,4,34,8.50,0,57.1%,4.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,82%,0,0%,0,0%,
30,2021,2021-12-19,14,15,23.075,JAX,,HOU,L 16-30,*,7,4,39,9.75,0,57.1%,5.57,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,67%,0,0%,0,0%,
31,2021,2021-12-26,15,16,,JAX,@,NYJ,L 21-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2021,2022-01-02,16,17,23.089,JAX,@,NWE,L 10-50,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,28%,0,0%,0,0%,
33,2021,2022-01-09,17,18,23.096,JAX,,IND,W 26-11,,7,5,62,12.40,0,71.4%,8.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,60%,0,0%,1,5%,
34,2022,2022-09-11,1,1,,CAR,,CLE,L 24-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2022,2022-09-18,2,2,,CAR,@,NYG,L 16-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,2022,2022-09-25,3,3,23.355,CAR,,NOR,W 22-14,,2,2,90,45.00,1,100.0%,45.00,0,0,,0,2,54,27.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,11,18%,0,0%,3,10%,
37,2022,2022-10-02,4,4,23.362,CAR,,ARI,L 16-26,,0,0,0,,0,0.0%,,1,0,0.00,0,1,28,28.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,8%,0,0%,1,4%,
38,2022,2022-10-09,5,5,,CAR,,SFO,L 15-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,2022,2022-10-16,6,6,,CAR,@,LAR,L 10-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,2022,2022-10-23,7,7,24.018,CAR,,TAM,W 21-3,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,0,0%,
41,2022,2022-10-30,8,8,24.025,CAR,@,ATL,L 34-37,,6,5,26,5.20,0,83.3%,4.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,29%,0,0%,0,0%,
42,2022,2022-11-06,9,9,24.032,CAR,@,CIN,L 21-42,,1,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,6%,0,0%,0,0%,
43,2022,2022-11-10,10,10,24.036,CAR,,ATL,W 25-15,*,4,3,17,5.67,0,75.0%,4.25,2,42,21.00,1,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,26,39%,0,0%,2,7%,
44,2022,2022-11-20,11,11,24.046,CAR,@,BAL,L 3-13,,4,4,7,1.75,0,100.0%,1.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,28%,0,0%,0,0%,
45,2022,2022-11-27,12,12,24.053,CAR,,DEN,W 23-10,,2,2,19,9.50,0,100.0%,9.50,1,2,2.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,42%,0,0%,1,3%,
46,2022,2022-12-11,13,14,24.067,CAR,@,SEA,W 30-24,,4,4,31,7.75,0,100.0%,7.75,1,7,7.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,29%,0,0%,1,4%,
47,2022,2022-12-18,14,15,24.074,CAR,,PIT,L 16-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,28%,0,0%,2,8%,
48,2022,2022-12-24,15,16,24.080,CAR,,DET,W 37-23,*,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,2,7%,
49,2022,2023-01-01,16,17,24.088,CAR,@,TAM,L 24-30,*,3,2,13,6.50,0,66.7%,4.33,1,7,7.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,27%,0,0%,1,3%,
50,2022,2023-01-08,17,18,24.095,CAR,@,NOR,W 10-7,*,1,1,8,8.00,0,100.0%,8.00,1,1,1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,29%,0,0%,0,0%,
51,2023,2023-09-10,1,1,24.340,CAR,@,ATL,L 10-24,,2,2,16,8.00,0,100.0%,8.00,2,5,2.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,32%,0,0%,18,69%,
52,2023,2023-09-18,2,2,24.348,CAR,,NOR,L 17-20,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,17%,0,0%,14,52%,
53,2023,2023-09-24,3,3,24.354,CAR,@,SEA,L 27-37,,1,1,0,0.00,0,100.0%,0.00,2,7,3.50,0,1,37,37.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,14%,0,0%,17,49%,
54,2023,2023-10-01,4,4,24.361,CAR,,MIN,L 13-21,,1,1,12,12.00,0,100.0%,12.00,1,7,7.00,0,1,24,24.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,13,18%,0,0%,15,68%,
55,2023,2023-10-08,5,5,25.003,CAR,@,DET,L 24-42,,0,0,0,,0,0.0%,,5,27,5.40,0,3,75,25.00,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,17,24%,0,0%,12,44%,
56,2023,2023-10-15,6,6,25.010,CAR,@,MIA,L 21-42,,3,3,15,5.00,0,100.0%,5.00,1,2,2.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,9,30%,
57,2023,2023-10-29,7,8,,CAR,,HOU,W 15-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,2023,2023-11-05,8,9,,CAR,,IND,L 13-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,2023,2023-11-09,9,10,,CAR,@,CHI,L 13-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,2023,2023-11-19,10,11,25.045,CAR,,DAL,L 10-33,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,12,44%,
61,2023,2023-11-26,11,12,25.052,CAR,@,TEN,L 10-17,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,31,31.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,5,21%,
62,2023,2023-12-03,12,13,,CAR,@,TAM,L 18-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
63,2023,2023-12-10,13,14,,CAR,@,NOR,L 6-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,2023,2023-12-17,14,15,,CAR,,ATL,W 9-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
65,2023,2023-12-24,15,16,,CAR,,GNB,L 30-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,2023,2023-12-31,16,17,,CAR,@,JAX,L 0-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2023,2024-01-07,17,18,,CAR,,TAM,L 0-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
68,2024,2024-09-08,1,1,25.339,SEA,,DEN,W 26-20,,1,1,0,0.00,0,100.0%,0.00,1,1,1.00,0,3,74,24.67,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,10%,0,0%,24,71%,
69,2024,2024-09-15,2,2,25.346,SEA,@,NWE,W 23-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,26,26.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,21,68%,
70,2024,2024-09-22,3,3,25.353,SEA,,MIA,W 24-3,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,19,19.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,9,14%,0,0%,15,56%,
71,2024,2024-09-30,4,4,25.361,SEA,@,DET,L 29-42,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,17,59%,
72,2024,2024-10-06,5,5,26.001,SEA,,NYG,L 20-29,,0,0,0,,0,0.0%,,0,0,,0,2,61,30.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,9%,0,0%,16,53%,
73,2024,2024-10-10,6,6,26.005,SEA,,SFO,L 24-36,,0,0,0,,0,0.0%,,0,0,,0,4,189,47.25,1,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,7,9%,0,0%,14,47%,
74,2024,2024-10-20,7,7,26.015,SEA,@,ATL,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,14,54%,
75,2024,2024-10-27,8,8,26.022,SEA,,BUF,L 10-31,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,1,25,25.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,14%,0,0%,11,48%,
76,2024,2024-11-03,9,9,26.029,SEA,,LAR,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,1,32,32.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,4%,0,0%,18,56%,
77,2024,2024-11-17,10,11,26.043,SEA,@,SFO,W 20-17,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,3,14%,
78,2024,2024-11-24,11,12,,SEA,,ARI,W 16-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
