Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
20,2017,2017-12-10,13,14,25.092,PHI,@,LAR,W 43-35,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,33%
21,2017,2017-12-17,14,15,25.099,PHI,@,NYG,W 34-29,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,32%
22,2017,2017-12-25,15,16,25.107,PHI,,OAK,W 19-10,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,44%
23,2017,2017-12-31,16,17,25.113,PHI,,DAL,L 0-6,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,35%
24,2018,2018-09-06,1,1,25.362,PHI,,ATL,W 18-12,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,10,37%
25,2018,2018-09-16,2,2,26.007,PHI,@,TAM,L 21-27,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%
26,2018,2018-09-23,3,3,26.014,PHI,,IND,W 20-16,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,29%
27,2018,2018-09-30,4,4,26.021,PHI,@,TEN,L 23-26,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,35%
28,2018,2018-10-07,5,5,26.028,PHI,,MIN,L 21-23,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,26%
29,2018,2018-10-11,6,6,26.032,PHI,@,NYG,W 34-13,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,38%
30,2018,2018-10-21,7,7,26.042,PHI,,CAR,L 17-21,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,32%
31,2018,2018-10-28,8,8,26.049,PHI,@,JAX,W 24-18,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,29%
32,2018,2018-11-11,9,10,26.063,PHI,,DAL,L 20-27,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,21%
33,2018,2018-11-18,10,11,26.070,PHI,@,NOR,L 7-48,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,21%
34,2018,2018-11-25,11,12,26.077,PHI,,NYG,W 25-22,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,27%
35,2018,2018-12-03,12,13,26.085,PHI,,WAS,W 28-13,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,24%
36,2018,2018-12-09,13,14,26.091,PHI,@,DAL,L 23-29,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,34%
37,2018,2018-12-16,14,15,26.098,PHI,@,LAR,W 30-23,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,32%
38,2018,2018-12-23,15,16,26.105,PHI,,HOU,W 32-30,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%
39,2018,2018-12-30,16,17,26.112,PHI,@,WAS,W 24-0,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,37%
40,2019,2019-09-08,1,1,26.364,PHI,,WAS,W 32-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,24%
41,2019,2019-09-15,2,2,27.006,PHI,@,ATL,L 20-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,25%
42,2019,2019-09-22,3,3,27.013,PHI,,DET,L 24-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,23%
43,2019,2019-09-26,4,4,27.017,PHI,@,GNB,W 34-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,30%
44,2019,2019-10-06,5,5,27.027,PHI,,NYJ,W 31-6,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,36%
45,2019,2019-10-13,6,6,27.034,PHI,@,MIN,L 20-38,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,8,28%
46,2019,2019-10-20,7,7,27.041,PHI,@,DAL,L 10-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,20%
47,2019,2019-10-27,8,8,27.048,PHI,@,BUF,W 31-13,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,31%
48,2019,2019-11-03,9,9,27.055,PHI,,CHI,W 22-14,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,10,34%
49,2019,2019-11-17,10,11,27.069,PHI,,NWE,L 10-17,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,34%
50,2019,2019-11-24,11,12,27.076,PHI,,SEA,L 9-17,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,5,23%
51,2019,2019-12-01,12,13,27.083,PHI,@,MIA,L 31-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,28%
52,2019,2019-12-09,13,14,27.091,PHI,,NYG,W 23-17,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,36%
53,2019,2019-12-15,14,15,27.097,PHI,@,WAS,W 37-27,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,8,28%
54,2019,2019-12-22,15,16,27.104,PHI,,DAL,W 17-9,,,,,,,,0,,,0,0,0,1,1%,0,0%,9,32%
55,2019,2019-12-29,16,17,27.111,PHI,@,NYG,W 34-17,,,,,,,,0,,,0,0,0,0,0%,0,0%,13,38%
56,2020,2020-09-13,1,1,28.004,PHI,@,WAS,L 17-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,27%
57,2020,2020-09-20,2,2,28.011,PHI,,LAR,L 19-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,20%
58,2020,2020-09-27,3,3,28.018,PHI,,CIN,T 23-23,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,34%
59,2020,2020-10-04,4,4,28.025,PHI,@,SFO,W 25-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,38%
60,2020,2020-10-11,5,5,28.032,PHI,@,PIT,L 29-38,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,0,0%,6,23%
61,2020,2020-10-18,6,6,28.039,PHI,,BAL,L 28-30,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,0,0%,7,22%
62,2020,2020-10-22,7,7,28.043,PHI,,NYG,W 22-21,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,31%
63,2020,2020-11-01,8,8,28.053,PHI,,DAL,W 23-9,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,14%
64,2020,2020-11-15,9,10,28.067,PHI,@,NYG,L 17-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,24%
65,2020,2020-11-22,10,11,28.074,PHI,@,CLE,L 17-22,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,31%
66,2020,2020-11-30,11,12,28.082,PHI,,SEA,L 17-23,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,28%
67,2020,2020-12-06,12,13,28.088,PHI,@,GNB,L 16-30,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,30%
68,2020,2020-12-13,13,14,28.095,PHI,,NOR,W 24-21,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,31%
69,2020,2020-12-20,14,15,28.102,PHI,@,ARI,L 26-33,,,,,,,,0,,,0,0,0,1,1%,0,0%,9,30%
70,2020,2020-12-27,15,16,28.109,PHI,@,DAL,L 17-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,26%
71,2020,2021-01-03,16,17,28.116,PHI,,WAS,L 14-20,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,28%
72,2021,2021-09-12,1,1,29.003,PHI,@,ATL,W 32-6,,,,,,,,,,,,,,0,0%,0,0%,9,35%
73,2021,2021-09-19,2,2,29.010,PHI,,SFO,L 11-17,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,29%
74,2021,2021-09-27,3,3,29.018,PHI,@,DAL,L 21-41,,,,,,,,,,,,,,0,0%,0,0%,9,30%
75,2021,2021-10-03,4,4,29.024,PHI,,KAN,L 30-42,,,,,,,,,,,,,,0,0%,0,0%,7,26%
76,2021,2021-10-10,5,5,29.031,PHI,@,CAR,W 21-18,,,,,,,,,,,,,,0,0%,0,0%,9,30%
77,2021,2021-10-14,6,6,29.035,PHI,,TAM,L 22-28,,,,,,,,,,,,,,0,0%,0,0%,8,33%
78,2021,2021-10-24,7,7,29.045,PHI,@,LVR,L 22-33,,,,,,,,,,,,,,0,0%,0,0%,5,21%
79,2021,2021-10-31,8,8,29.052,PHI,@,DET,W 44-6,,,,,,,,,,,,,,0,0%,0,0%,10,40%
80,2021,2021-11-07,9,9,29.059,PHI,,LAC,L 24-27,,,,,,,,,,,,,,0,0%,0,0%,7,32%
81,2021,2021-11-14,10,10,29.066,PHI,@,DEN,W 30-13,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,32%
82,2021,2021-11-21,11,11,29.073,PHI,,NOR,W 40-29,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,34%
83,2021,2021-11-28,12,12,29.080,PHI,@,NYG,L 7-13,,,,,,,,,,,,,,0,0%,0,0%,4,21%
84,2021,2021-12-05,13,13,29.087,PHI,@,NYJ,W 33-18,,,,,,,,,,,,,,0,0%,0,0%,8,33%
85,2021,2021-12-21,14,15,29.103,PHI,,WAS,W 27-17,,,,,,,,,,,,,,0,0%,0,0%,7,28%
86,2021,2021-12-26,15,16,29.108,PHI,,NYG,W 34-10,,,,,,,,,,,,,,0,0%,0,0%,11,35%
87,2021,2022-01-02,16,17,29.115,PHI,@,WAS,W 20-16,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,27%
88,2021,2022-01-08,17,18,29.121,PHI,,DAL,L 26-51,,,,,,,,,,,,,,0,0%,0,0%,7,23%
89,2022,2022-09-11,1,1,30.002,PHI,@,DET,W 38-35,,,,,,,,,,,,,,0,0%,0,0%,9,29%
90,2022,2022-09-19,2,2,30.010,PHI,,MIN,W 24-7,,,,,,,,,,,,,,0,0%,0,0%,9,43%
91,2022,2022-09-25,3,3,30.016,PHI,@,WAS,W 24-8,,,,,,,,,,,,,,0,0%,0,0%,10,39%
92,2022,2022-10-02,4,4,30.023,PHI,,JAX,W 29-21,,,,,,,,,,,,,,0,0%,0,0%,8,33%
93,2022,2022-10-09,5,5,30.030,PHI,@,ARI,W 20-17,,,,,,,,,,,,,,0,0%,0,0%,8,32%
94,2022,2022-10-16,6,6,30.037,PHI,,DAL,W 26-17,,,,,,,,,,,,,,0,0%,0,0%,8,33%
95,2022,2022-10-30,7,8,30.051,PHI,,PIT,W 35-13,,,,,,,,,,,,,,0,0%,0,0%,9,33%
96,2022,2022-11-03,8,9,30.055,PHI,@,HOU,W 29-17,,,,,,,,,,,,,,0,0%,0,0%,7,30%
97,2022,2022-11-14,9,10,30.066,PHI,,WAS,L 21-32,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,27%
98,2022,2022-11-20,10,11,30.072,PHI,@,IND,W 17-16,,,,,,,,,,,,,,0,0%,0,0%,7,28%
99,2022,2022-11-27,11,12,30.079,PHI,,GNB,W 40-33,,,,,,,,,,,,,,0,0%,0,0%,8,26%
100,2022,2022-12-04,12,13,30.086,PHI,,TEN,W 35-10,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,38%
101,2022,2022-12-11,13,14,30.093,PHI,@,NYG,W 48-22,,,,,,,,,,,,,,0,0%,0,0%,10,32%
102,2022,2022-12-18,14,15,30.100,PHI,@,CHI,W 25-20,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,6,24%
103,2022,2022-12-24,15,16,30.106,PHI,@,DAL,L 34-40,,,,,,,,,,,,,,0,0%,0,0%,6,19%
104,2022,2023-01-01,16,17,30.114,PHI,,NOR,L 10-20,,,,,,,,,,,,,,0,0%,0,0%,8,31%
105,2022,2023-01-08,17,18,30.121,PHI,,NYG,W 22-16,,,,,,,,,,,,,,0,0%,0,0%,8,29%
106,2023,2023-09-10,1,1,31.001,PHI,@,NWE,W 25-20,,,,,,,,,,,,,,0,0%,0,0%,11,38%
107,2023,2023-09-14,2,2,31.005,PHI,,MIN,W 34-28,,,,,,,,,,,,,,0,0%,0,0%,11,38%
108,2023,2023-09-25,3,3,31.016,PHI,@,TAM,W 25-11,,,,,,,,,,,,,,0,0%,0,0%,6,30%
109,2023,2023-10-01,4,4,31.022,PHI,,WAS,W 34-31,,,,,,,,,,,,,,0,0%,0,0%,9,29%
110,2023,2023-10-08,5,5,31.029,PHI,@,LAR,W 23-14,,,,,,,,,,,,,,0,0%,0,0%,6,30%
111,2023,2023-10-15,6,6,31.036,PHI,@,NYJ,L 14-20,,,,,,,,,,,,,,0,0%,0,0%,6,27%
112,2023,2023-10-22,7,7,31.043,PHI,,MIA,W 31-17,,,,,,,,,,,,,,0,0%,0,0%,6,27%
113,2023,2023-10-29,8,8,31.050,PHI,@,WAS,W 38-31,,,,,,,,,,,,,,0,0%,0,0%,8,29%
114,2023,2023-11-05,9,9,31.057,PHI,,DAL,W 28-23,,,,,,,,,,,,,,0,0%,0,0%,9,38%
115,2023,2023-11-20,10,11,31.072,PHI,@,KAN,W 21-17,,,,,,,,,,,,,,0,0%,0,0%,10,38%
116,2023,2023-11-26,11,12,31.078,PHI,,BUF,W 37-34,,,,,,,,,,,,,,0,0%,0,0%,10,28%
117,2023,2023-12-03,12,13,31.085,PHI,,SFO,L 19-42,,,,,,,,,,,,,,0,0%,0,0%,6,23%
118,2023,2023-12-10,13,14,31.092,PHI,@,DAL,L 13-33,,,,,,,,,,,,,,0,0%,0,0%,5,20%
119,2023,2023-12-18,14,15,31.100,PHI,@,SEA,L 17-20,,,,,,,,,,,,,,0,0%,0,0%,8,30%
120,2023,2023-12-25,15,16,31.107,PHI,,NYG,W 33-25,,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0%,0,0%,9,31%
121,2023,2023-12-31,16,17,31.113,PHI,,ARI,L 31-35,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,7,28%
122,2023,2024-01-07,17,18,31.120,PHI,@,NYG,L 10-27,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,6,23%
123,2024,2024-09-06,1,1,31.363,PHI,,GNB,W 34-29,,,,,,,,,,,,,,0,0%,0,0%,8,26%
124,2024,2024-09-16,2,2,32.007,PHI,,ATL,L 21-22,,,,,,,,,,,,,,0,0%,0,0%,5,23%
125,2024,2024-09-22,3,3,32.013,PHI,@,NOR,W 15-12,,,,,,,,,,,,,,0,0%,0,0%,4,24%
126,2024,2024-09-29,4,4,32.020,PHI,@,TAM,L 16-33,,,,,,,,,,,,,,0,0%,0,0%,7,26%
127,2024,2024-10-13,5,6,32.034,PHI,,CLE,W 20-16,,,,,,,,,,,,,,0,0%,0,0%,8,30%
128,2024,2024-10-20,6,7,32.041,PHI,@,NYG,W 28-3,,,,,,,,,,,,,,0,0%,0,0%,13,41%
129,2024,2024-10-27,7,8,32.048,PHI,@,CIN,W 37-17,,,,,,,,,,,,,,0,0%,0,0%,8,33%
130,2024,2024-11-03,8,9,32.055,PHI,,JAX,W 28-23,,,,,,,,,,,,,,0,0%,0,0%,7,30%
131,2024,2024-11-10,9,10,32.062,PHI,@,DAL,W 34-6,,,,,,,,,,,,,,0,0%,0,0%,10,36%
132,2024,2024-11-14,10,11,32.066,PHI,,WAS,W 26-18,,,,,,,,,,,,,,0,0%,0,0%,10,37%
