Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
18,2018,2018-09-16,2,2,24.138,ATL,,CAR,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,18,64%,
19,2018,2018-09-23,3,3,24.145,ATL,,NOR,L 37-43,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,21,58%,
20,2018,2018-09-30,4,4,24.152,ATL,,CIN,L 36-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,15,52%,
21,2018,2018-10-07,5,5,24.159,ATL,@,PIT,L 17-41,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,15,56%,
22,2018,2018-10-14,6,6,24.166,ATL,,TAM,W 34-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,21%,0,0%,17,59%,
23,2018,2018-10-22,7,7,24.174,ATL,,NYG,W 23-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,12%,0,0%,17,68%,
24,2018,2018-11-04,8,9,24.187,ATL,@,WAS,W 38-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,6,9%,0,0%,16,64%,
25,2018,2018-11-11,9,10,24.194,ATL,@,CLE,L 16-28,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,5%,0,0%,15,68%,
26,2018,2018-11-18,10,11,24.201,ATL,,DAL,L 19-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,16,62%,
27,2018,2018-11-22,11,12,24.205,ATL,@,NOR,L 17-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,13,19%,0,0%,13,57%,
28,2018,2018-12-02,12,13,24.215,ATL,,BAL,L 16-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,11%,0,0%,18,64%,
29,2018,2018-12-09,13,14,24.222,ATL,@,GNB,L 20-34,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,45%,0,0%,22,79%,
30,2018,2018-12-16,14,15,24.229,ATL,,ARI,W 40-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,45%,0,0%,30,91%,
31,2018,2018-12-23,15,16,24.236,ATL,@,CAR,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,15%,0,0%,16,73%,
32,2018,2018-12-30,16,17,24.243,ATL,@,TAM,W 34-32,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,25%,0,0%,21,66%,
33,2019,2019-12-05,,14,,CHI,,DAL,W 31-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,2019,2019-12-15,,15,,CHI,@,GNB,L 13-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2019,2019-12-22,15,16,25.235,CHI,,KAN,L 3-26,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,9,45%,
36,2019,2019-12-29,16,17,25.242,CHI,@,MIN,W 21-19,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,39%,0,0%,13,52%,
37,2020,2020-09-13,1,1,,CHI,@,DET,W 27-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2020,2020-10-25,7,7,26.177,JAX,@,LAC,L 29-39,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,13,43%,
39,2020,2020-11-22,10,11,26.205,JAX,,PIT,L 3-27,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,53%,0,0%,17,61%,
40,2020,2020-11-29,11,12,26.212,JAX,,CLE,L 25-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,9,14%,0,0%,16,62%,
41,2020,2020-12-06,12,13,26.219,JAX,@,MIN,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,24%,0,0%,24,71%,
42,2020,2020-12-13,13,14,26.226,JAX,,TEN,L 10-31,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,15,60%,
43,2020,2020-12-20,14,15,26.233,JAX,@,BAL,L 14-40,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,12,21%,0,0%,14,61%,
44,2020,2020-12-27,15,16,26.240,JAX,,CHI,L 17-41,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,4,7%,0,0%,21,68%,
45,2020,2021-01-03,16,17,26.247,JAX,@,IND,L 14-28,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,10,15%,0,0%,17,61%,
46,2021,2021-09-12,1,1,27.134,DEN,@,NYG,W 27-13,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,17,89%,
47,2021,2021-09-19,2,2,27.141,DEN,@,JAX,W 23-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,22,88%,
48,2021,2021-09-26,3,3,27.148,DEN,,NYJ,W 26-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,24,36%,0,0%,22,96%,
49,2021,2021-10-03,4,4,27.155,DEN,,BAL,L 7-23,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,8,13%,0,0%,23,77%,
50,2021,2021-10-10,5,5,27.162,DEN,@,PIT,L 19-27,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,16,27%,0,0%,13,50%,
51,2021,2021-10-17,6,6,27.169,DEN,,LVR,L 24-34,*,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,35%,0,0%,18,58%,
52,2021,2021-10-21,7,7,27.173,DEN,@,CLE,L 14-17,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,42%,0,0%,10,50%,
53,2021,2021-10-31,8,8,27.183,DEN,,WAS,W 17-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,13%,0,0%,14,74%,
54,2021,2021-11-07,9,9,27.190,DEN,@,DAL,W 30-16,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,63%,0,0%,12,52%,
55,2021,2021-11-14,10,10,27.197,DEN,,PHI,L 13-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,6,10%,0,0%,22,79%,
56,2021,2021-11-28,11,12,27.211,DEN,,LAC,W 28-13,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,19,31%,0,0%,18,90%,
57,2021,2021-12-05,12,13,27.218,DEN,@,KAN,L 9-22,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,6,8%,0,0%,13,59%,
58,2021,2021-12-12,13,14,27.225,DEN,,DET,W 38-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,17,25%,0,0%,20,91%,
59,2021,2021-12-19,14,15,27.232,DEN,,CIN,L 10-15,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,22,85%,
60,2021,2021-12-26,15,16,27.239,DEN,@,LVR,L 13-17,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,17%,0,0%,18,82%,
61,2021,2022-01-02,16,17,27.246,DEN,@,LAC,L 13-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,32%,0,0%,18,72%,
62,2021,2022-01-08,17,18,27.252,DEN,,KAN,L 24-28,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,14,26%,0,0%,20,80%,
63,2022,2022-09-12,1,1,28.134,DEN,@,SEA,L 16-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,18,27%,0,0%,14,74%,
64,2022,2022-09-18,2,2,28.140,DEN,,HOU,W 16-9,*,2,1,22,22.00,1,50.0%,11.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,26,36%,0,0%,22,85%,
65,2022,2022-09-25,3,3,28.147,DEN,,SFO,W 11-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,35,47%,0,0%,24,86%,
66,2022,2022-10-02,4,4,28.154,DEN,@,LVR,L 23-32,*,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,41,77%,0,0%,21,66%,
67,2022,2022-10-06,5,5,28.158,DEN,,IND,L 9-12,,7,5,36,7.20,0,71.4%,5.14,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,56%,0,0%,20,65%,
68,2022,2022-10-17,6,6,28.169,DEN,@,LAC,L 16-19,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,15,50%,
69,2022,2022-10-23,7,7,28.175,DEN,,NYJ,L 9-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,19%,0,0%,22,79%,
70,2022,2022-10-30,8,8,28.182,DEN,@,JAX,W 21-17,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,16%,0,0%,23,88%,
71,2022,2022-11-13,9,10,28.196,DEN,@,TEN,L 10-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,19%,0,0%,25,86%,
72,2022,2022-11-20,10,11,28.203,DEN,,LVR,L 16-22,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,27,42%,0,0%,20,69%,
73,2022,2022-11-27,11,12,28.210,DEN,@,CAR,L 10-23,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,20%,0,0%,19,63%,
74,2022,2022-12-04,12,13,28.217,DEN,@,BAL,L 9-10,*,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,49%,0,0%,18,69%,
75,2022,2022-12-11,13,14,28.224,DEN,,KAN,L 28-34,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,23,72%,
76,2022,2022-12-18,14,15,28.231,DEN,,ARI,W 24-15,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,41,59%,0,0%,19,68%,
77,2022,2022-12-25,15,16,28.238,DEN,@,LAR,L 14-51,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,22,33%,0,0%,14,54%,
78,2022,2023-01-01,16,17,28.245,DEN,@,KAN,L 24-27,,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,24,34%,0,0%,14,48%,
79,2022,2023-01-08,17,18,28.252,DEN,,LAC,W 31-28,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,22,34%,0,0%,10,32%,
80,2023,2023-10-29,7,8,29.181,DAL,,LAR,W 43-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,14,47%,
81,2023,2023-11-05,8,9,29.188,HOU,,TAM,W 39-37,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,17%,0,0%,8,24%,
82,2023,2023-11-12,9,10,29.195,HOU,@,CIN,W 30-27,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,24,32%,0,0%,11,34%,
83,2023,2023-11-19,10,11,,HOU,,ARI,W 21-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,2023,2023-11-26,11,12,29.209,HOU,,JAX,L 21-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,11,18%,0,0%,15,58%,
85,2023,2023-12-03,12,13,29.216,HOU,,DEN,W 22-17,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,28%,0,0%,14,44%,
86,2023,2023-12-10,13,14,29.223,HOU,@,NYJ,L 6-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,17,30%,0,0%,20,69%,
87,2023,2023-12-17,14,15,29.230,HOU,@,TEN,W 19-16,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,25,81%,
88,2023,2023-12-24,15,16,29.237,HOU,,CLE,L 22-36,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,18,75%,
89,2023,2023-12-31,16,17,29.244,HOU,,TEN,W 26-3,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,30%,0,0%,16,67%,
90,2023,2024-01-06,17,18,29.250,HOU,@,IND,W 23-19,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,23%,0,0%,22,73%,
91,2024,2024-09-09,1,1,30.131,SFO,,NYJ,W 32-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,25,96%,
92,2024,2024-09-15,2,2,30.137,SFO,@,MIN,L 17-23,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,26,37%,0,0%,16,70%,
93,2024,2024-09-22,3,3,30.144,SFO,@,LAR,L 24-27,*,2,2,41,20.50,0,100.0%,20.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,6,22%,
94,2024,2024-09-29,4,4,30.151,SFO,,NWE,W 30-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,29%,0,0%,20,77%,
95,2024,2024-10-06,5,5,30.158,SFO,,ARI,L 23-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,13,20%,0,0%,19,79%,
96,2024,2024-10-10,6,6,30.162,SFO,@,SEA,W 36-24,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,28%,0,0%,17,57%,
97,2024,2024-10-20,7,7,30.172,SFO,,KAN,L 18-28,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,14,22%,0,0%,12,50%,
98,2024,2024-10-27,8,8,30.179,SFO,,DAL,W 30-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,14,21%,0,0%,24,80%,
99,2024,2024-11-10,9,10,30.193,SFO,@,TAM,W 23-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,19%,0,0%,25,86%,
100,2024,2024-11-17,10,11,30.200,SFO,,SEA,L 17-20,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,97%,0,0%,10,48%,
101,2024,2024-11-24,11,12,30.207,SFO,@,GNB,L 10-38,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,27%,0,0%,16,64%,
