Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
27,2018,2018-11-25,,12,,BUF,,JAX,W 24-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2018,2018-12-02,,13,,BUF,@,MIA,L 17-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2018,2018-12-09,13,14,26.051,BUF,,NYJ,L 23-27,,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,
30,2018,2018-12-16,14,15,26.058,BUF,,DET,W 14-13,,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0%,0,0%,5,21%,
31,2018,2018-12-23,15,16,26.065,BUF,@,NWE,L 12-24,,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0%,0,0%,8,28%,
32,2018,2018-12-30,16,17,26.072,BUF,,MIA,W 42-17,,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,18,29%,0,0%,10,34%,
33,2019,2019-09-08,,1,,BUF,@,NYJ,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,2019,2019-09-15,,2,,BUF,@,NYG,W 28-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2019,2019-09-22,,3,,BUF,,CIN,W 21-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,2019,2019-09-29,,4,,BUF,,NWE,L 10-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2019,2019-10-06,,5,,NYJ,@,PHI,L 6-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2019,2019-10-13,,6,,NYJ,,DAL,W 24-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,2019,2019-10-21,,7,,NYJ,,NWE,L 0-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
40,2019,2019-10-27,,8,,NYJ,@,JAX,L 15-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
41,2019,2019-11-03,,9,,NYJ,@,MIA,L 18-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,2019,2019-11-10,,10,,NYJ,,NYG,W 34-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,2019,2019-11-17,10,11,27.029,NYJ,@,WAS,W 34-17,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,3,10%,
44,2019,2019-11-24,11,12,27.036,NYJ,,OAK,W 34-3,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,7,23%,
45,2019,2019-12-01,12,13,27.043,NYJ,@,CIN,L 6-22,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,2,7%,
46,2019,2019-12-08,13,14,27.050,NYJ,,MIA,W 22-21,,,,,,,0.0%,,0,0,0,,,0,0,0,4,6%,0,0%,5,17%,
47,2019,2019-12-12,14,15,27.054,NYJ,@,BAL,L 21-42,,,,,,,0.0%,,0,0,0,,,0,0,0,9,15%,0,0%,3,11%,
48,2019,2019-12-22,15,16,27.064,NYJ,,PIT,W 16-10,*,,,,,,0.0%,,0,0,0,,,0,0,0,61,100%,0,0%,4,14%,
49,2019,2019-12-29,16,17,27.071,NYJ,@,BUF,W 13-6,*,,,,,,0.0%,,0,0,0,,,0,0,0,67,100%,0,0%,5,20%,
50,2020,2020-09-13,1,1,27.330,NYJ,@,BUF,L 17-27,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,3,12%,
51,2020,2020-09-20,2,2,27.337,NYJ,,SFO,L 13-31,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,3,11%,
52,2020,2020-09-27,3,3,27.344,NYJ,@,IND,L 7-36,,,,,,,0.0%,,0,0,0,,,0,0,0,33,52%,0,0%,1,4%,
53,2020,2020-10-01,4,4,27.348,NYJ,,DEN,L 28-37,,,,,,,0.0%,,0,0,0,,,0,0,0,56,73%,0,0%,7,20%,
54,2020,2020-10-11,5,5,27.358,NYJ,,ARI,L 10-30,,,,,,,0.0%,,0,0,0,,,0,0,0,2,3%,0,0%,2,8%,
55,2020,2020-10-18,6,6,27.365,NYJ,@,MIA,L 0-24,,,,,,,0.0%,,0,0,0,,,0,0,0,34,48%,0,0%,1,3%,
56,2020,2020-10-25,7,7,28.006,NYJ,,BUF,L 10-18,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,2,9%,
57,2020,2020-11-01,8,8,28.013,NYJ,@,KAN,L 9-35,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,4,14%,
58,2020,2020-11-09,9,9,,NYJ,,NWE,L 27-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,2020,2020-11-22,10,11,28.034,NYJ,@,LAC,L 28-34,,,,,,,0.0%,,0,0,0,,,0,0,0,13,22%,0,0%,3,10%,
60,2020,2020-11-29,11,12,28.041,NYJ,,MIA,L 3-20,*,,,,,,0.0%,,0,0,0,,,0,0,0,55,100%,0,0%,2,9%,
61,2020,2020-12-06,12,13,28.048,NYJ,,LVR,L 28-31,,,,,,,0.0%,,0,0,0,,,0,0,0,1,2%,0,0%,3,12%,
62,2020,2020-12-13,13,14,28.055,NYJ,@,SEA,L 3-40,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,4,14%,
63,2020,2020-12-20,14,15,28.062,NYJ,@,LAR,W 23-20,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,5,17%,
64,2020,2020-12-27,15,16,28.069,NYJ,,CLE,W 23-16,,,,,,,0.0%,,0,0,0,,,0,0,0,26,38%,0,0%,6,18%,
65,2020,2021-01-03,16,17,28.076,NYJ,@,NWE,L 14-28,,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,27,43%,0,0%,2,8%,
66,2021,2021-09-12,1,1,,NYJ,@,CAR,L 14-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2021,2021-09-19,2,2,,NYJ,,NWE,L 6-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
68,2021,2021-09-26,3,3,,NYJ,@,DEN,L 0-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
69,2021,2021-10-03,4,4,,NYJ,,TEN,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
70,2021,2021-10-10,5,5,,NYJ,@,ATL,L 20-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
71,2021,2021-10-24,6,7,,NYJ,@,NWE,L 13-54,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
72,2021,2021-10-31,7,8,,NYJ,,CIN,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
73,2021,2021-11-04,8,9,,NYJ,@,IND,L 30-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
74,2021,2021-11-14,9,10,,NYJ,,BUF,L 17-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
75,2021,2021-11-21,10,11,29.033,NYJ,,MIA,L 17-24,,,,,,,0.0%,,0,0,,,,,,,8,13%,0,0%,4,14%,
76,2021,2021-11-28,11,12,,NYJ,@,HOU,W 21-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,2021,2021-12-05,12,13,,NYJ,,PHI,L 18-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,2021,2021-12-12,13,14,29.054,NYJ,,NOR,L 9-30,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,3,10%,
79,2021,2021-12-19,14,15,29.061,NYJ,@,MIA,L 24-31,*,,,,,,0.0%,,0,0,,,,,,,57,100%,0,0%,0,0%,
80,2021,2021-12-26,15,16,29.068,NYJ,,JAX,W 26-21,,1,1,1,1.00,1,100.0%,1.00,1,6,0,0,0,0,0,0,9,16%,0,0%,6,25%,
81,2021,2022-01-02,16,17,29.075,NYJ,,TAM,L 24-28,*,,,,,,0.0%,,0,0,,,,,,,14,23%,0,0%,0,0%,
82,2021,2022-01-09,17,18,29.082,NYJ,@,BUF,L 10-27,*,,,,,,0.0%,,0,0,,,,,,,46,100%,0,0%,0,0%,
83,2022,2022-09-11,1,1,,NYJ,,BAL,L 9-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,2022,2022-09-18,2,2,,NYJ,@,CLE,W 31-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
85,2022,2022-09-25,3,3,29.341,NYJ,,CIN,L 12-27,,,,,,,0.0%,,0,0,,,,,,,35,45%,0,0%,4,15%,
86,2022,2022-10-02,4,4,29.348,NYJ,@,PIT,W 24-20,,,,,,,0.0%,,0,0,,,,,,,41,59%,0,0%,4,15%,
87,2022,2022-10-09,5,5,29.355,NYJ,,MIA,W 40-17,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,6,21%,
88,2022,2022-10-16,6,6,29.362,NYJ,@,GNB,W 27-10,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,6,21%,
89,2022,2022-10-23,7,7,,NYJ,@,DEN,W 16-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
90,2022,2022-10-30,8,8,30.011,NYJ,,NWE,L 17-22,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,4,14%,
91,2022,2022-11-06,9,9,30.018,NYJ,,BUF,W 20-17,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,4,17%,
92,2022,2022-11-20,10,11,30.032,NYJ,@,NWE,L 3-10,,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,1,3%,
93,2022,2022-11-24,11,12,,NWE,@,MIN,L 26-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
94,2022,2022-12-01,12,13,30.043,NWE,,BUF,L 10-24,*,,,,,,0.0%,,0,0,,,,,,,54,100%,0,0%,3,13%,
95,2022,2022-12-12,13,14,30.054,NWE,@,ARI,W 27-13,*,,,,,,0.0%,,0,0,,,,,,,59,100%,0,0%,0,0%,
96,2022,2022-12-18,14,15,30.060,NWE,@,LVR,L 24-30,*,,,,,,0.0%,,0,0,,,,,,,65,100%,0,0%,4,13%,
97,2022,2022-12-24,15,16,30.066,NWE,,CIN,L 18-22,*,,,,,,0.0%,,0,0,,,,,,,56,100%,0,0%,2,8%,
98,2022,2023-01-01,16,17,30.074,NWE,,MIA,W 23-21,*,,,,,,0.0%,,0,0,,,,,,,60,100%,0,0%,4,15%,
99,2022,2023-01-08,17,18,30.081,NWE,@,BUF,L 23-35,*,,,,,,0.0%,,0,0,,,,,,,67,99%,0,0%,2,8%,
100,2023,2023-10-22,7,7,,NWE,,BUF,W 29-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
101,2023,2023-10-29,8,8,,NWE,@,MIA,L 17-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
102,2023,2023-11-05,9,9,31.017,NWE,,WAS,L 17-20,*,,,,,,0.0%,,0,0,,,,,,,64,100%,0,0%,3,11%,
103,2023,2023-11-12,10,10,31.024,NWE,,IND,L 6-10,*,,,,,,0.0%,,0,0,,,,,,,63,91%,0,0%,3,14%,
104,2023,2023-11-26,11,12,31.038,NWE,@,NYG,L 7-10,*,,,,,,0.0%,,0,0,,,,,,,16,24%,0,0%,0,0%,
105,2023,2023-12-03,12,13,31.045,NWE,,LAC,L 0-6,,,,,,,0.0%,,0,0,,,,,,,22,34%,0,0%,0,0%,
106,2023,2023-12-07,13,14,31.049,NWE,@,PIT,W 21-18,*,,,,,,0.0%,,0,0,,,,,,,23,40%,0,0%,0,0%,
107,2023,2023-12-17,14,15,31.059,NWE,,KAN,L 17-27,*,0,0,0,,0,0.0%,,0,0,0,0,0,1,7,0,40,75%,0,0%,3,10%,
108,2023,2023-12-24,15,16,,NWE,@,DEN,W 26-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
109,2023,2023-12-31,16,17,,NWE,@,BUF,L 21-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
110,2023,2024-01-07,17,18,,NWE,,NYJ,L 3-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
111,2024,2024-09-08,1,1,,LAR,@,DET,L 20-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
