Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
109,2022,2022-12-04,12,13,29.109,TEN,@,PHI,L 10-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,92%,0,0%,
110,2022,2022-12-11,13,14,29.116,TEN,,JAX,L 22-36,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,72,100%,0,0%,
111,2022,2022-12-18,14,15,29.123,TEN,@,LAC,L 14-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,2,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0%,71,100%,7,26%,
112,2022,2022-12-24,15,16,29.129,TEN,,HOU,L 14-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,6,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,6,25%,
113,2022,2022-12-29,16,17,29.134,TEN,,DAL,L 13-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,4,2,6,0,0,2,30,0,2,0,0,0,0,0,0,0,0%,74,93%,5,20%,
114,2022,2023-01-07,17,18,29.143,TEN,@,JAX,L 16-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,100%,3,13%,
115,2023,2023-09-10,1,1,30.024,TEN,@,NOR,L 15-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,100%,0,0%,
116,2023,2023-09-17,2,2,30.031,TEN,,LAC,W 27-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,2,7%,
117,2023,2023-09-24,3,3,30.038,TEN,@,CLE,L 3-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,93%,0,0%,
118,2023,2023-10-01,4,4,30.045,TEN,,CIN,W 27-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,53,100%,1,5%,
119,2023,2023-10-08,5,5,30.052,TEN,@,IND,L 16-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,5,23%,
120,2023,2023-10-15,6,6,30.059,TEN,,BAL,L 16-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,1,3%,
121,2023,2023-10-29,8,8,30.073,PHI,@,WAS,W 38-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,72,100%,0,0%,
122,2023,2023-11-05,9,9,30.080,PHI,,DAL,W 28-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,100%,0,0%,
123,2023,2023-11-20,10,11,30.095,PHI,@,KAN,W 21-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,8,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0%,79,100%,0,0%,
124,2023,2023-11-26,11,12,30.101,PHI,,BUF,W 37-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,95,100%,0,0%,
125,2023,2023-12-03,12,13,30.108,PHI,,SFO,L 19-42,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,0,0%,
126,2023,2023-12-10,13,14,30.115,PHI,@,DAL,L 13-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,82,100%,6,24%,
127,2023,2023-12-18,14,15,30.123,PHI,@,SEA,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,0,0%,
128,2023,2023-12-25,15,16,30.130,PHI,,NYG,W 33-25,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,0,0%,
129,2023,2023-12-31,16,17,30.136,PHI,,ARI,L 31-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,0,0%,
130,2023,2024-01-07,17,18,30.143,PHI,@,NYG,L 10-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,2,8%,
131,2024,2024-09-08,1,1,31.022,CHI,,TEN,W 24-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,0,0%,
132,2024,2024-09-15,2,2,31.029,CHI,@,HOU,L 13-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,7,4,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0%,62,100%,0,0%,
133,2024,2024-09-22,3,3,31.036,CHI,@,IND,L 16-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,100%,0,0%,
134,2024,2024-09-29,4,4,31.043,CHI,,LAR,W 24-18,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,0,0%,
135,2024,2024-10-06,5,5,31.050,CHI,,CAR,W 36-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,5,1,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,51,85%,0,0%,
136,2024,2024-10-13,6,6,31.057,CHI,,JAX,W 35-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,4,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,59,95%,0,0%,
137,2024,2024-10-27,7,8,31.071,CHI,@,WAS,L 15-18,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,74,100%,0,0%,
138,2024,2024-11-03,8,9,31.078,CHI,@,ARI,L 9-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,1.0,3,4,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0%,58,100%,0,0%,
139,2024,2024-11-10,9,10,31.085,CHI,,NWE,L 3-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,0.0,5,6,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,64,100%,0,0%,
