Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
13,2023,2023-12-10,13,14,22.313,CHI,,DET,W 28-13,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,10,42%,
14,2023,2023-12-17,14,15,22.320,CHI,@,CLE,L 17-20,,5,36,7.20,0,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,9,26%,
15,2023,2023-12-24,15,16,22.327,CHI,,ARI,W 27-16,,9,37,4.11,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,32,46%,0,0%,10,34%,
16,2023,2023-12-31,16,17,22.334,CHI,,ATL,W 37-17,,7,21,3.00,1,3,3,38,12.67,0,100.0%,12.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,12,38%,
17,2023,2024-01-07,17,18,22.341,CHI,@,GNB,L 9-17,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,50%,0,0%,8,44%,
18,2024,2024-09-08,1,1,,CHI,,TEN,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2024,2024-09-15,2,2,23.228,CHI,@,HOU,L 13-19,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,15,50%,
20,2024,2024-09-22,3,3,23.235,CHI,@,IND,L 16-21,,8,30,3.75,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,37%,0,0%,13,57%,
21,2024,2024-09-29,4,4,23.242,CHI,,LAR,W 24-18,,7,26,3.71,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,37%,0,0%,1,4%,
22,2024,2024-10-06,5,5,23.249,CHI,,CAR,W 36-10,,10,25,2.50,2,0,0,0,,0,0.0%,,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,23,31%,0,0%,13,50%,
23,2024,2024-10-13,6,6,23.256,CHI,,JAX,W 35-16,,5,8,1.60,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,27%,0,0%,3,13%,
24,2024,2024-10-27,7,8,23.270,CHI,@,WAS,L 15-18,,2,6,3.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,27%,0,0%,9,35%,
25,2024,2024-11-03,8,9,23.277,CHI,@,ARI,L 9-29,,3,13,4.33,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,38%,0,0%,12,43%,
26,2024,2024-11-10,9,10,23.284,CHI,,NWE,L 3-19,,1,-4,-4.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,33%,0,0%,9,33%,
