Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
90,2023,2023-10-29,8,8,26.198,CHI,@,LAC,L 13-30,*,6,4,55,13.75,0,66.7%,9.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,
91,2023,2023-11-05,9,9,26.205,CHI,@,NOR,L 17-24,*,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,66,97%,0,0%,0,0%,
92,2023,2023-11-09,10,10,26.209,CHI,,CAR,W 16-13,*,9,5,58,11.60,0,55.6%,6.44,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,93%,0,0%,0,0%,
93,2023,2023-11-19,11,11,26.219,CHI,@,DET,L 26-31,*,9,7,96,13.71,1,77.8%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,97%,0,0%,1,4%,
94,2023,2023-11-27,12,12,26.227,CHI,@,MIN,W 12-10,*,13,11,114,10.36,0,84.6%,8.77,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,
95,2023,2023-12-10,13,14,26.240,CHI,,DET,W 28-13,*,10,6,68,11.33,1,60.0%,6.80,3,20,6.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,65,92%,0,0%,0,0%,
96,2023,2023-12-17,14,15,26.247,CHI,@,CLE,L 17-20,*,8,4,52,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,
97,2023,2023-12-24,15,16,26.254,CHI,,ARI,W 27-16,*,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,74%,0,0%,0,0%,
98,2023,2023-12-31,16,17,26.261,CHI,,ATL,W 37-17,*,13,9,159,17.67,1,69.2%,12.23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,81%,0,0%,0,0%,
99,2023,2024-01-07,17,18,26.268,CHI,@,GNB,L 9-17,*,6,4,64,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,90%,0,0%,0,0%,
100,2024,2024-09-08,1,1,27.147,CHI,,TEN,W 24-17,*,8,5,36,7.20,0,62.5%,4.50,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,88%,0,0%,0,0%,
101,2024,2024-09-15,2,2,27.154,CHI,@,HOU,L 13-19,*,10,6,53,8.83,0,60.0%,5.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,0,0%,
102,2024,2024-09-22,3,3,27.161,CHI,@,IND,L 16-21,*,10,8,78,9.75,0,80.0%,7.80,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86,96%,0,0%,0,0%,
103,2024,2024-09-29,4,4,27.168,CHI,,LAR,W 24-18,*,6,3,22,7.33,1,50.0%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,
104,2024,2024-10-06,5,5,27.175,CHI,,CAR,W 36-10,*,8,5,105,21.00,2,62.5%,13.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,66,88%,0,0%,0,0%,
105,2024,2024-10-13,6,6,27.182,CHI,,JAX,W 35-16,*,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,85%,0,0%,1,4%,
106,2024,2024-10-27,7,8,27.196,CHI,@,WAS,L 15-18,*,4,2,27,13.50,0,50.0%,6.75,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,95%,0,0%,0,0%,
107,2024,2024-11-03,8,9,27.203,CHI,@,ARI,L 9-29,*,9,4,33,8.25,0,44.4%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,99%,0,0%,0,0%,
108,2024,2024-11-10,9,10,27.210,CHI,,NWE,L 3-19,*,6,3,24,8.00,0,50.0%,4.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,97%,0,0%,0,0%,
