Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
45,2023,2023-10-22,7,7,,DET,@,BAL,L 6-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,2023,2023-10-30,8,8,29.040,DET,,LVR,W 26-14,,,,,,,0.0%,,,,,,,,25,29%,0,0%,7,28%,
47,2023,2023-11-12,9,10,,DET,@,LAC,W 41-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,2023,2023-11-19,10,11,29.060,DET,,CHI,W 31-26,,,,,,,0.0%,,,,,,,,1,2%,0,0%,3,12%,
49,2023,2023-11-23,11,12,29.064,DET,,GNB,L 22-29,*,,,,,,0.0%,,,,,,,,9,11%,0,0%,1,4%,
50,2023,2023-12-03,12,13,29.074,DET,@,NOR,W 33-28,,,,,,,0.0%,,,,,,,,5,9%,0,0%,5,17%,
51,2023,2023-12-10,13,14,29.081,DET,@,CHI,L 13-28,,,,,,,0.0%,,,,,,,,6,9%,0,0%,2,8%,
52,2023,2023-12-16,14,15,29.087,DET,,DEN,W 42-17,,,,,,,0.0%,,,,,,,,8,12%,0,0%,6,21%,
53,2023,2023-12-24,15,16,29.095,DET,@,MIN,W 30-24,,,,,,,0.0%,,,,,,,,7,9%,0,0%,5,19%,
54,2023,2023-12-30,16,17,29.101,DET,@,DAL,L 19-20,,,,,,,0.0%,,,,,,,,2,3%,0,0%,3,12%,
55,2023,2024-01-07,17,18,29.109,DET,,MIN,W 30-20,,1,1,4,4.00,0,100.0%,4.00,0.0,0,0,0,0,0,18,32%,0,0%,5,18%,
56,2024,2024-09-08,1,1,29.354,DET,,LAR,W 26-20,,,,,,,0.0%,,,,,,,,2,3%,0,0%,4,15%,
57,2024,2024-09-15,2,2,29.361,DET,,TAM,L 16-20,,,,,,,0.0%,,,,,,,,1,1%,0,0%,4,15%,
58,2024,2024-09-22,3,3,30.002,DET,@,ARI,W 20-13,*,,,,,,0.0%,,,,,,,,15,22%,0,0%,3,13%,
59,2024,2024-09-30,4,4,30.010,DET,,SEA,W 42-29,,,,,,,0.0%,,,,,,,,4,8%,0,0%,6,21%,
60,2024,2024-10-13,5,6,30.023,DET,@,DAL,W 47-9,*,,,,,,0.0%,,,,,,,,11,16%,0,0%,9,32%,
61,2024,2024-10-20,6,7,30.030,DET,@,MIN,W 31-29,,,,,,,0.0%,,,,,,,,0,0%,0,0%,5,16%,
62,2024,2024-10-27,7,8,30.037,DET,,TEN,W 52-14,,,,,,,0.0%,,,,,,,,6,13%,0,0%,8,24%,
63,2024,2024-11-03,8,9,30.044,DET,@,GNB,W 24-14,,,,,,,0.0%,,,,,,,,4,7%,0,0%,4,18%,
64,2024,2024-11-10,9,10,30.051,DET,@,HOU,W 26-23,*,,,,,,0.0%,,,,,,,,65,100%,0,0%,4,13%,
65,2024,2024-11-17,10,11,30.058,DET,,JAX,W 52-6,,,,,,,0.0%,,,,,,,,16,20%,0,0%,8,31%,
66,2024,2024-11-24,11,12,30.065,DET,@,IND,W 24-6,,,,,,,0.0%,,,,,,,,15,21%,0,0%,4,17%,
