Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
49,2022,2023-01-08,17,18,24.352,MIN,@,CHI,W 29-13,*,0,0,,0,0.0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,49,96%,12,52%,
50,2023,2023-09-10,1,1,25.232,MIN,,TAM,L 17-20,*,0,0,,0,0.0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,57,84%,20,72%,
51,2023,2023-09-14,2,2,25.236,MIN,@,PHI,L 28-34,*,0,0,,0,0.0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,73%,15,52%,
52,2023,2023-09-24,3,3,25.246,MIN,,LAC,L 24-28,*,0,0,,0,0.0,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,63,95%,16,64%,
53,2023,2023-10-01,4,4,25.253,MIN,@,CAR,W 21-13,*,0,0,,0,0.0,2,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,95%,8,36%,
54,2023,2023-10-08,5,5,25.260,MIN,,KAN,L 20-27,*,0,0,,0,0.0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,56,85%,11,46%,
55,2023,2023-10-15,6,6,25.267,MIN,@,CHI,W 19-13,*,0,0,,0,1.0,5,3,8,2,3,0,0,0,0,0,0,1,0,0,0,0,0%,59,89%,11,42%,
56,2023,2023-10-23,7,7,25.275,MIN,,SFO,W 22-17,*,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,100%,7,32%,
57,2023,2023-10-29,8,8,25.281,MIN,@,GNB,W 24-10,*,0,0,,0,0.0,5,3,8,0,0,1,43,0,1,0,0,0,0,0,0,0,0%,67,99%,11,48%,
58,2023,2023-11-05,9,9,25.288,MIN,@,ATL,W 31-28,*,0,0,,0,0.0,3,2,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0%,68,99%,17,52%,
59,2023,2023-11-12,10,10,25.295,MIN,,NOR,W 27-19,*,0,0,,0,0.0,5,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,12,41%,
60,2023,2023-11-19,11,11,25.302,MIN,@,DEN,L 20-21,*,0,0,,0,0.0,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,55,100%,13,48%,
61,2023,2023-11-27,12,12,25.310,MIN,,CHI,L 10-12,*,0,0,,0,0.5,5,4,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0%,70,100%,8,40%,
62,2023,2023-12-10,13,14,25.323,MIN,@,LVR,W 3-0,*,0,0,,0,0.0,4,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,54,100%,9,41%,
63,2023,2023-12-16,14,15,25.329,MIN,@,CIN,L 24-27,*,0,0,,0,1.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,15,56%,
64,2023,2023-12-24,15,16,25.337,MIN,,DET,L 24-30,*,0,0,,0,0.0,8,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,79,100%,9,35%,
65,2023,2023-12-31,16,17,25.344,MIN,,GNB,L 10-33,*,0,0,,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,89%,5,21%,
66,2023,2024-01-07,17,18,25.351,MIN,@,DET,L 20-30,*,0,0,,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,57,100%,7,25%,
67,2024,2024-09-08,1,1,26.231,MIN,@,NYG,W 28-6,,0,0,,0,0.0,3,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,64,90%,11,46%,
68,2024,2024-09-15,2,2,26.238,MIN,,SFO,W 23-17,,0,0,,0,0.0,5,2,7,1,0,1,12,0,1,0,0,0,0,0,0,0,0%,50,71%,9,39%,
69,2024,2024-09-22,3,3,26.245,MIN,,HOU,W 34-7,*,0,0,,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,13,50%,
70,2024,2024-09-29,4,4,26.252,MIN,@,GNB,W 31-29,*,0,0,,0,0.0,2,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,76,100%,14,48%,
71,2024,2024-10-06,5,5,26.259,MIN,,NYJ,W 23-17,,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,82%,14,48%,
72,2024,2024-10-20,6,7,26.273,MIN,,DET,L 29-31,*,0,0,,0,0.0,4,4,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0%,55,96%,20,65%,
73,2024,2024-10-24,7,8,26.277,MIN,@,LAR,L 20-30,*,0,0,,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,85%,12,48%,
74,2024,2024-11-03,8,9,26.287,MIN,,IND,W 21-13,,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,81%,9,41%,
75,2024,2024-11-10,9,10,26.294,MIN,@,JAX,W 12-7,,0,0,,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,98%,10,53%,
76,2024,2024-11-17,10,11,26.301,MIN,@,TEN,W 23-13,,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,75%,10,38%,
77,2024,2024-11-24,11,12,26.308,MIN,@,CHI,W 30-27,*,0,0,,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,88%,15,48%,
