Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
15,2018,2018-12-23,15,16,23.102,DET,,MIN,L 9-27,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,20%,0,0%,11,38%,
16,2018,2018-12-30,16,17,23.109,DET,@,GNB,W 31-0,*,9,6,103,17.17,0,66.7%,11.44,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,64%,0,0%,1,4%,
17,2019,2019-11-10,,10,,ATL,@,NOR,W 26-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2019,2019-11-17,,11,,ATL,@,CAR,W 29-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2019,2019-11-24,,12,,ATL,,TAM,L 22-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2019,2019-11-28,,13,,ATL,,NOR,L 18-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2019,2019-12-08,,14,,ATL,,CAR,W 40-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2019,2019-12-15,,15,,ATL,@,SFO,W 29-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2019,2019-12-22,,16,,ATL,,JAX,W 24-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2019,2019-12-29,,17,,ATL,@,TAM,W 28-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2020,2020-09-13,1,1,25.001,ATL,,SEA,L 25-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,11,38%,
26,2020,2020-09-20,2,2,25.008,ATL,@,DAL,L 39-40,,0,0,0,,0,0.0%,,0,0,,0,3,62,20.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,27%,
27,2020,2020-09-27,3,3,25.015,ATL,,CHI,L 26-30,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,2,26,13.00,0,3,32,10.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,54%,0,0%,12,34%,
28,2020,2020-10-05,4,4,25.023,ATL,@,GNB,L 16-30,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,35%,
29,2020,2020-10-11,5,5,25.029,ATL,,CAR,L 16-23,,1,0,0,,0,0.0%,0.00,0,0,,0,2,47,23.50,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,9,35%,
30,2020,2020-10-18,6,6,25.036,ATL,@,MIN,W 40-23,,0,0,0,,0,0.0%,,0,0,,0,2,48,24.00,0,3,36,12.00,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,3,4%,0,0%,7,24%,
31,2020,2020-10-25,7,7,25.043,ATL,,DET,L 22-23,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,4,78,19.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,33%,0,0%,7,30%,
32,2020,2020-10-29,8,8,25.047,ATL,@,CAR,W 25-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,1%,0,0%,8,33%,
33,2020,2020-11-08,9,9,25.057,ATL,,DEN,W 34-27,,1,1,9,9.00,1,100.0%,9.00,1,4,4.00,0,0,0,,0,1,13,13.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,11,31%,
34,2020,2020-11-22,10,11,25.071,ATL,@,NOR,L 9-24,,0,0,0,,0,0.0%,,1,3,3.00,0,1,18,18.00,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,9,33%,
35,2020,2020-11-29,11,12,25.078,ATL,,LVR,W 43-6,,2,2,4,2.00,1,100.0%,2.00,0,0,,0,1,16,16.00,0,1,4,4.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,8,24%,
36,2020,2020-12-06,12,13,25.085,ATL,,NOR,L 16-21,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,9,35%,
37,2020,2020-12-13,13,14,25.092,ATL,@,LAC,L 17-20,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,22,22.00,0,3,40,13.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,49%,0,0%,7,33%,
38,2020,2020-12-20,14,15,25.099,ATL,,TAM,L 27-31,,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,43%,0,0%,11,33%,
39,2020,2020-12-27,15,16,25.106,ATL,@,KAN,L 14-17,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,13,19%,0,0%,0,0%,
40,2020,2021-01-03,16,17,,ATL,@,TAM,L 27-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2021,2021-09-12,1,1,,MIA,@,NWE,W 17-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,2021,2021-09-19,2,2,,MIA,,BUF,L 0-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
43,2021,2021-09-26,3,3,,MIA,@,LVR,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
44,2021,2021-10-03,4,4,,MIA,,IND,L 17-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,2021,2021-10-10,5,5,,MIA,@,TAM,L 17-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,2021,2021-11-07,9,9,,LAR,,TEN,L 16-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,2021,2021-11-15,10,10,,LAR,@,SFO,L 10-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,2021,2021-11-28,11,12,,LAR,@,GNB,L 28-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,2021,2021-12-05,12,13,26.084,LAR,,JAX,W 37-7,,0,0,0,,0,0.0%,,0,0,,0,2,81,40.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,4,15%,
50,2021,2021-12-13,13,14,26.092,LAR,@,ARI,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,37%,
51,2021,2021-12-21,14,15,26.100,LAR,,SEA,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,2,46,23.00,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,6,25%,
52,2021,2021-12-26,15,16,26.105,LAR,@,MIN,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,75,37.50,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,15,48%,
53,2021,2022-01-02,16,17,26.112,LAR,@,BAL,W 20-19,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,1,18,18.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,48%,
54,2021,2022-01-09,17,18,26.119,LAR,,SFO,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,2,36,18.00,0,2,40,20.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,46%,
55,2022,2022-09-08,1,1,26.361,LAR,,BUF,L 10-31,,1,1,10,10.00,0,100.0%,10.00,1,3,3.00,0,4,67,16.75,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,11,58%,
56,2022,2022-09-18,2,2,27.006,LAR,,ATL,W 31-27,,1,1,6,6.00,0,100.0%,6.00,1,-26,-26.00,0,1,15,15.00,0,1,-1,-1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,11,48%,
57,2022,2022-09-25,3,3,27.013,LAR,@,ARI,W 20-12,,3,3,27,9.00,0,100.0%,9.00,0,0,,0,1,31,31.00,0,3,43,14.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,13%,0,0%,13,52%,
58,2022,2022-10-03,4,4,27.021,LAR,@,SFO,L 9-24,,0,0,0,,0,0.0%,,1,11,11.00,0,3,58,19.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,14,56%,
59,2022,2022-10-09,5,5,27.027,LAR,,DAL,L 10-22,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,3,19,6.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,17,57%,
60,2022,2022-10-16,6,6,27.034,LAR,,CAR,W 24-10,*,5,4,27,6.75,0,80.0%,5.40,3,13,4.33,0,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,12,46%,
61,2022,2022-10-30,7,8,27.048,LAR,,SFO,L 14-31,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,14,58%,
62,2022,2022-11-06,8,9,27.055,LAR,@,TAM,L 13-16,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,3,63,21.00,0,2,12,6.00,0,0,0,0.0,0,0,0,0,0,1,0,0,2,0,0,5,9%,0,0%,17,52%,
63,2022,2022-11-13,9,10,27.062,LAR,,ARI,L 17-27,,1,0,0,,0,0.0%,0.00,1,7,7.00,0,2,32,16.00,0,3,30,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,16,57%,
64,2022,2022-11-20,10,11,27.069,LAR,@,NOR,L 20-27,,2,2,16,8.00,0,100.0%,8.00,1,-1,-1.00,0,1,34,34.00,0,2,9,4.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,31%,0,0%,16,52%,
65,2022,2022-11-27,11,12,27.076,LAR,@,KAN,L 10-26,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,3,78,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,48%,0,0%,14,59%,
66,2022,2022-12-04,12,13,27.083,LAR,,SEA,L 23-27,,4,4,39,9.75,0,100.0%,9.75,3,45,15.00,0,1,17,17.00,0,2,8,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,41%,0,0%,13,48%,
67,2022,2022-12-08,13,14,27.087,LAR,,LVR,W 17-16,,2,0,0,,0,0.0%,0.00,0,0,,0,4,73,18.25,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,22%,0,0%,12,48%,
68,2022,2022-12-19,14,15,27.098,LAR,@,GNB,L 12-24,*,2,1,4,4.00,0,50.0%,2.00,1,3,3.00,0,5,99,19.80,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,18%,0,0%,10,48%,
69,2022,2022-12-25,15,16,27.104,LAR,,DEN,W 51-14,*,3,3,12,4.00,0,100.0%,4.00,2,3,1.50,0,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,62%,0,0%,7,27%,
70,2022,2023-01-01,16,17,27.111,LAR,@,LAC,L 10-31,*,2,1,3,3.00,0,50.0%,1.50,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,76%,0,0%,15,60%,
71,2022,2023-01-08,17,18,27.118,LAR,@,SEA,L 16-19,*,3,1,2,2.00,0,33.3%,0.67,1,15,15.00,0,1,17,17.00,0,3,22,7.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,80%,0,0%,16,48%,
72,2023,2023-09-10,1,1,27.363,MIN,,TAM,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,18,4.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,21%,
73,2023,2023-09-14,2,2,28.002,MIN,@,PHI,L 28-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0%,0,0%,5,17%,
74,2023,2023-09-24,3,3,28.012,MIN,,LAC,L 24-28,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,5%,0,0%,3,12%,
75,2023,2023-10-01,4,4,28.019,MIN,@,CAR,W 21-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,9,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,5,23%,
76,2023,2023-10-08,5,5,28.026,MIN,,KAN,L 20-27,,6,4,43,10.75,0,66.7%,7.17,1,9,9.00,0,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,31%,0,0%,3,13%,
77,2023,2023-10-15,6,6,28.033,MIN,@,CHI,W 19-13,,4,3,20,6.67,0,75.0%,5.00,1,-1,-1.00,0,0,0,,0,3,32,10.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,60%,0,0%,4,15%,
78,2023,2023-10-23,7,7,28.041,MIN,,SFO,W 22-17,,5,4,64,16.00,0,80.0%,12.80,1,5,5.00,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,1,5%,
