Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
119,2024,2024-09-15,2,2,31.055,MIN,,SFO,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,19%,0,0%,15,65%,
120,2024,2024-09-22,3,3,31.062,MIN,,HOU,W 34-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,12,19%,0,0%,16,62%,
121,2024,2024-09-29,4,4,31.069,MIN,@,GNB,W 31-29,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,17,25%,0,0%,18,62%,
122,2024,2024-10-06,5,5,31.076,MIN,,NYJ,W 23-17,,0,0,0,,0,0.0%,,2,10,5.00,1,0,0,,0,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,23,32%,0,0%,18,62%,
123,2024,2024-10-20,6,7,31.090,MIN,,DET,L 29-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,10,17%,0,0%,20,65%,
124,2024,2024-10-24,7,8,31.094,MIN,@,LAR,L 20-30,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,8,16%,0,0%,17,68%,
125,2024,2024-11-03,8,9,31.104,MIN,,IND,W 21-13,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,13,18%,0,0%,12,55%,
126,2024,2024-11-10,9,10,31.111,MIN,@,JAX,W 12-7,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,19,23%,0,0%,13,68%,
127,2024,2024-11-17,10,11,31.118,MIN,@,TEN,W 23-13,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,22,30%,0,0%,19,73%,
128,2024,2024-11-24,11,12,31.125,MIN,@,CHI,W 30-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,27%,0,0%,20,65%,
