Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2019,2019-11-17,11,11,21.303,ARI,@,SFO,L 26-36,*,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,95%,0,0%,
12,2019,2019-12-01,12,13,21.317,ARI,,LAR,L 7-34,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,79,100%,10,36%,
13,2019,2019-12-08,13,14,21.324,ARI,,PIT,L 17-23,*,0,0,,0,0,0,0.0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,75%,1,4%,
14,2019,2019-12-15,14,15,21.331,ARI,,CLE,W 38-24,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,69,99%,2,7%,
15,2019,2019-12-22,15,16,21.338,ARI,@,SEA,W 27-13,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,98%,2,6%,
16,2019,2019-12-29,16,17,21.345,ARI,@,LAR,L 24-31,*,0,0,,0,0,0,0.0,4,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,82,100%,2,7%,
17,2020,2020-09-13,1,1,22.239,ARI,@,SFO,W 24-20,*,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,60,97%,5,18%,
18,2020,2020-09-20,2,2,22.246,ARI,,WAS,W 30-15,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,98%,2,7%,
19,2020,2020-09-27,3,3,22.253,ARI,,DET,L 23-26,,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,92%,1,4%,
20,2020,2020-10-04,4,4,22.260,ARI,@,CAR,L 21-31,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,86%,0,0%,
21,2020,2020-10-11,5,5,22.267,ARI,@,NYJ,W 30-10,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,78%,1,4%,
22,2020,2020-10-19,6,6,22.275,ARI,@,DAL,W 38-10,*,0,0,,0,0,0,0.0,7,1,8,1,0,0,0,0,2,0,0,0,1,3,0,0,0%,82,92%,3,11%,
23,2020,2020-10-25,7,7,22.281,ARI,,SEA,W 37-34,,0,0,,0,0,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,61%,3,9%,
24,2020,2020-11-08,8,9,,ARI,,MIA,L 31-34,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
25,2020,2020-11-15,9,10,22.302,ARI,,BUF,W 32-30,*,0,0,,0,0,0,0.0,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,66,90%,11,32%,
26,2020,2020-11-19,10,11,22.306,ARI,@,SEA,L 21-28,,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,59%,9,35%,
27,2020,2020-11-29,11,12,22.316,ARI,@,NWE,L 17-20,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,20,38%,7,32%,
28,2020,2020-12-06,12,13,22.323,ARI,,LAR,L 28-38,,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,39%,8,27%,
29,2020,2020-12-13,13,14,22.330,ARI,@,NYG,W 26-7,,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,30,61%,7,24%,
30,2020,2020-12-20,14,15,22.337,ARI,,PHI,W 33-26,,0,0,,0,0,0,1.0,4,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0%,62,74%,10,33%,
31,2020,2020-12-26,15,16,22.343,ARI,,SFO,L 12-20,*,0,0,,0,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,98%,10,42%,
32,2020,2021-01-03,16,17,22.351,ARI,@,LAR,L 7-18,,2,3,1.50,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,53,73%,9,36%,
33,2021,2021-09-12,1,1,23.237,ARI,@,TEN,W 38-13,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,58,91%,6,22%,
34,2021,2021-09-19,2,2,23.244,ARI,,MIN,W 34-33,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,11,31%,
35,2021,2021-09-26,3,3,23.251,ARI,@,JAX,W 31-19,*,0,0,,0,1,6,0.0,3,1,4,0,0,2,36,1,2,0,0,0,0,0,0,0,0%,68,100%,1,3%,
36,2021,2021-10-03,4,4,23.258,ARI,@,LAR,W 37-20,*,0,0,,0,0,0,0.0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,48,71%,1,4%,
37,2021,2021-10-10,5,5,,ARI,,SFO,W 17-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2021,2021-10-17,6,6,23.272,ARI,@,CLE,W 37-14,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,59,100%,1,4%,
39,2021,2021-10-24,7,7,23.279,ARI,,HOU,W 31-5,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,79%,2,8%,
40,2021,2021-10-28,8,8,23.283,ARI,,GNB,L 21-24,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,73,100%,0,0%,
41,2021,2021-11-07,9,9,23.293,ARI,@,SFO,W 31-17,*,0,0,,0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,59,100%,2,8%,
42,2021,2021-11-14,10,10,23.300,ARI,,CAR,L 10-34,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,72,96%,0,0%,
43,2021,2021-11-21,11,11,23.307,ARI,@,SEA,W 23-13,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,100%,5,19%,
44,2021,2021-12-05,12,13,23.321,ARI,@,CHI,W 33-22,*,0,0,,0,0,0,0.5,4,2,6,0,1,1,13,0,2,0,0,0,0,0,0,0,0%,61,80%,0,0%,
45,2021,2021-12-13,13,14,23.329,ARI,,LAR,L 23-30,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,58,100%,1,4%,
46,2021,2021-12-19,14,15,23.335,ARI,@,DET,L 12-30,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,65,100%,1,4%,
47,2021,2021-12-25,15,16,23.341,ARI,,IND,L 16-22,*,1,48,48.00,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,3,13%,
48,2021,2022-01-02,16,17,23.349,ARI,@,DAL,W 25-22,*,0,0,,0,0,0,0.0,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,64,100%,0,0%,
49,2021,2022-01-09,17,18,23.356,ARI,,SEA,L 30-38,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,7,22%,
50,2022,2022-09-11,1,1,24.236,ARI,,KAN,L 21-44,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,70,100%,7,26%,
51,2022,2022-09-18,2,2,24.243,ARI,@,LVR,W 29-23,*,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,59,1,0,0%,66,99%,1,5%,
52,2022,2022-09-25,3,3,24.250,ARI,,LAR,L 12-20,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,100%,0,0%,
53,2022,2022-10-02,4,4,24.257,ARI,@,CAR,W 26-16,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,100%,4,17%,
54,2022,2022-10-09,5,5,24.264,ARI,,PHI,L 17-20,*,0,0,,0,0,0,0.5,7,2,9,3,1,0,0,0,1,0,0,0,0,0,0,0,0%,73,100%,2,8%,
55,2022,2022-10-16,6,6,24.271,ARI,@,SEA,L 9-19,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,100%,3,12%,
56,2022,2022-10-20,7,7,24.275,ARI,,NOR,W 42-34,*,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,72,100%,3,9%,
57,2022,2022-10-30,8,8,24.285,ARI,@,MIN,L 26-34,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,71,100%,0,0%,
58,2022,2022-11-06,9,9,24.292,ARI,,SEA,L 21-31,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,73,100%,1,4%,
59,2022,2022-11-13,10,10,,ARI,@,LAR,W 27-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,2022,2022-11-21,11,11,,ARI,,SFO,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,2022,2022-11-27,12,12,,ARI,,LAC,L 24-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2022,2022-12-12,13,14,,ARI,,NWE,L 13-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,2022,2022-12-18,14,15,,ARI,@,DEN,L 15-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,2022,2022-12-25,15,16,,ARI,,TAM,L 16-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
65,2022,2023-01-01,16,17,,ARI,@,ATL,L 19-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,2022,2023-01-08,17,18,,ARI,@,SFO,L 13-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2023,2023-09-10,1,1,25.235,MIN,,TAM,L 17-20,*,0,0,,0,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,5,18%,
68,2023,2023-09-14,2,2,25.239,MIN,@,PHI,L 28-34,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,77,100%,7,24%,
69,2023,2023-09-24,3,3,25.249,MIN,,LAC,L 24-28,*,0,0,,0,0,0,0.0,9,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,62,94%,4,16%,
70,2023,2023-10-01,4,4,25.256,MIN,@,CAR,W 21-13,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,95%,3,14%,
71,2023,2023-10-08,5,5,25.263,MIN,,KAN,L 20-27,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,100%,5,21%,
72,2023,2023-10-15,6,6,25.270,MIN,@,CHI,W 19-13,*,0,0,,0,0,0,0.0,2,2,4,1,0,1,37,0,3,1,0,0,1,0,0,0,0%,65,98%,3,12%,
73,2023,2023-10-23,7,7,25.278,MIN,,SFO,W 22-17,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,100%,4,18%,
74,2023,2023-10-29,8,8,25.284,MIN,@,GNB,W 24-10,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,99%,3,13%,
75,2023,2023-11-05,9,9,25.291,MIN,@,ATL,W 31-28,*,0,0,,0,0,0,0.0,3,0,3,1,0,1,18,0,2,0,0,0,0,0,0,0,0%,67,97%,6,18%,
76,2023,2023-11-12,10,10,25.298,MIN,,NOR,W 27-19,*,0,0,,0,0,0,0.0,3,0,3,1,0,1,4,0,3,0,0,0,0,0,0,0,0%,67,100%,1,3%,
77,2023,2023-11-19,11,11,25.305,MIN,@,DEN,L 20-21,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,5,19%,
78,2023,2023-11-27,12,12,25.313,MIN,,CHI,L 10-12,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,70,100%,5,25%,
79,2023,2023-12-10,13,14,25.326,MIN,@,LVR,W 3-0,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,100%,0,0%,
80,2023,2023-12-16,14,15,25.332,MIN,@,CIN,L 24-27,*,0,0,,0,0,0,0.0,5,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0%,69,99%,5,19%,
81,2023,2023-12-24,15,16,,MIN,,DET,L 24-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,2023,2023-12-31,16,17,,MIN,,GNB,L 10-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
83,2023,2024-01-07,17,18,,MIN,@,DET,L 20-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,2024,2024-09-08,1,1,26.234,MIN,@,NYG,W 28-6,*,0,0,,0,0,0,0.0,8,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,79%,0,0%,
85,2024,2024-09-15,2,2,26.241,MIN,,SFO,W 23-17,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,79%,0,0%,
86,2024,2024-09-22,3,3,26.248,MIN,,HOU,W 34-7,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,90%,0,0%,
87,2024,2024-09-29,4,4,26.255,MIN,@,GNB,W 31-29,*,0,0,,0,0,0,0.0,5,2,7,0,0,1,0,0,2,0,0,1,0,0,0,0,0%,70,92%,0,0%,
88,2024,2024-10-06,5,5,26.262,MIN,,NYJ,W 23-17,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,94%,0,0%,
89,2024,2024-10-20,6,7,26.276,MIN,,DET,L 29-31,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,100%,0,0%,
90,2024,2024-10-24,7,8,26.280,MIN,@,LAR,L 20-30,*,0,0,,0,0,0,0.0,4,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0%,72,100%,0,0%,
91,2024,2024-11-03,8,9,26.290,MIN,,IND,W 21-13,*,0,0,,0,0,0,0.0,4,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,54,100%,0,0%,
92,2024,2024-11-10,9,10,26.297,MIN,@,JAX,W 12-7,*,0,0,,0,0,0,0.0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0%,44,100%,0,0%,
93,2024,2024-11-17,10,11,26.304,MIN,@,TEN,W 23-13,*,0,0,,0,0,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,95%,0,0%,
94,2024,2024-11-24,11,12,26.311,MIN,@,CHI,W 30-27,*,0,0,,0,0,0,0.0,5,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,99%,0,0%,
