Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
45,2021,2021-12-12,13,14,,TAM,,BUF,W 33-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,2021,2021-12-19,14,15,,TAM,,NOR,L 0-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,2021,2021-12-26,15,16,25.222,TAM,@,CAR,W 32-6,*,0,0,,0,0,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,0,0%,
48,2021,2022-01-02,16,17,25.229,TAM,@,NYJ,W 28-24,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,64%,3,12%,
49,2021,2022-01-09,17,18,25.236,TAM,,CAR,W 41-17,,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,26%,3,11%,
50,2022,2022-09-11,1,1,26.116,TAM,@,DAL,W 19-3,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,100%,2,8%,
51,2022,2022-09-18,2,2,26.123,TAM,@,NOR,W 20-10,*,0,0,,0,1,6,0.0,0,3,3,0,0,1,68,1,1,0,0,0,0,0,0,0,0%,68,100%,4,15%,
52,2022,2022-09-25,3,3,26.130,TAM,,GNB,L 12-14,*,0,0,,0,0,0,0.0,9,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,5,20%,
53,2022,2022-10-02,4,4,26.137,TAM,,KAN,L 31-41,*,0,0,,0,0,0,1.0,5,8,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,79,99%,10,33%,
54,2022,2022-10-09,5,5,26.144,TAM,,ATL,W 21-15,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,98%,3,14%,
55,2022,2022-10-16,6,6,,TAM,@,PIT,L 18-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,2022,2022-10-23,7,7,26.158,TAM,@,CAR,L 3-21,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,100%,1,4%,
57,2022,2022-10-27,8,8,26.162,TAM,,BAL,L 22-27,*,0,0,,0,0,0,0.0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,1,3%,
58,2022,2022-11-06,9,9,26.172,TAM,,LAR,W 16-13,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,100%,0,0%,
59,2022,2022-11-13,10,10,26.179,TAM,,SEA,W 21-16,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,100%,4,19%,
60,2022,2022-11-27,11,12,26.193,TAM,@,CLE,L 17-23,*,0,0,,0,0,0,0.0,2,4,6,0,0,1,-2,0,1,0,0,0,0,0,0,0,0%,67,85%,0,0%,
61,2022,2022-12-05,12,13,,TAM,,NOR,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2022,2022-12-11,13,14,,TAM,@,SFO,L 7-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,2022,2022-12-18,14,15,26.214,TAM,,CIN,L 23-34,,0,0,,0,0,0,0.0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,32,48%,3,12%,
64,2022,2022-12-25,15,16,26.221,TAM,@,ARI,W 19-16,*,0,0,,0,0,0,0.0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,74,97%,5,15%,
65,2022,2023-01-01,16,17,26.228,TAM,,CAR,W 30-24,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,95%,13,42%,
66,2022,2023-01-08,17,18,,TAM,@,ATL,L 17-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,2023,2023-09-07,1,1,27.112,KAN,,DET,L 20-21,,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,23%,10,37%,
68,2023,2023-09-17,2,2,27.122,KAN,@,JAX,W 17-9,,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,31%,8,36%,
69,2023,2023-09-24,3,3,27.129,KAN,,CHI,W 41-10,,0,0,,0,0,0,0.0,0,1,1,0,0,1,16,0,1,0,0,0,0,0,0,0,0%,21,41%,8,32%,
70,2023,2023-10-01,4,4,27.136,KAN,@,NYJ,W 23-20,,0,0,,0,0,0,1.0,4,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,26,44%,12,46%,
71,2023,2023-10-08,5,5,27.143,KAN,@,MIN,W 27-20,,0,0,,0,0,0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,39,54%,9,38%,
72,2023,2023-10-12,6,6,27.147,KAN,,DEN,W 19-8,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,21,40%,8,38%,
73,2023,2023-10-22,7,7,27.157,KAN,,LAC,W 31-17,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,31,49%,11,42%,
74,2023,2023-10-29,8,8,27.164,KAN,@,DEN,L 9-24,,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,68%,7,32%,
75,2023,2023-11-05,9,9,27.171,KAN,,MIA,W 21-14,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0%,29,46%,12,48%,
76,2023,2023-11-20,10,11,27.186,KAN,,PHI,L 17-21,,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,52%,9,35%,
77,2023,2023-11-26,11,12,27.192,KAN,@,LVR,W 31-17,,0,0,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,22,38%,15,58%,
78,2023,2023-12-03,12,13,27.199,KAN,@,GNB,L 19-27,,0,0,,0,0,0,0.0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,81%,7,32%,
79,2023,2023-12-10,13,14,27.206,KAN,,BUF,L 17-20,*,0,0,,0,0,0,0.0,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,97%,0,0%,
80,2023,2023-12-17,14,15,27.213,KAN,@,NWE,W 27-17,*,0,0,,0,0,0,0.0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,100%,0,0%,
81,2023,2023-12-25,15,16,27.221,KAN,,LVR,L 14-20,*,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,69%,0,0%,
82,2023,2023-12-31,16,17,27.227,KAN,,CIN,W 25-17,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,74,100%,0,0%,
83,2023,2024-01-07,17,18,27.234,KAN,@,LAC,W 13-12,*,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,0,0%,26,31%,2,7%,
84,2024,2024-09-08,1,1,28.113,BUF,,ARI,W 34-28,,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,9,33%,
85,2024,2024-09-08,1,1,,BUF,,ARI,W 34-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
86,2024,2024-09-12,2,2,28.117,BUF,@,MIA,W 31-10,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,6,8%,4,19%,
87,2024,2024-09-23,3,3,,BUF,,JAX,W 47-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
88,2024,2024-09-29,4,4,,BUF,@,BAL,L 10-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
89,2024,2024-10-06,5,5,28.141,BUF,@,HOU,L 20-23,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,1%,0,0%,
90,2024,2024-10-14,6,6,,BUF,@,NYJ,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
91,2024,2024-10-20,7,7,,BUF,,TEN,W 34-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
92,2024,2024-10-27,8,8,,BUF,@,SEA,W 31-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
93,2024,2024-11-03,9,9,,BUF,,MIA,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2024,2024-11-10,9,10,,TEN,@,LAC,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
95,2024,2024-11-24,11,12,28.190,TAM,@,NYG,W 30-7,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,25,42%,3,15%,
