Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2022,2022-11-27,11,12,23.319,TAM,@,CLE,L 17-23,*,14,64,4.57,0,9,9,45,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,62,90%,0,0%,9,29%,
12,2022,2022-12-05,12,13,23.327,TAM,,NOR,W 17-16,*,9,28,3.11,0,8,6,41,6.83,1,75.0%,5.13,0,0,,0,1,6,0.0,0,1,1,0,0,1,1,0,0,0,0,33,41%,0,0%,5,19%,
13,2022,2022-12-11,13,14,23.333,TAM,@,SFO,L 7-35,*,13,56,4.31,0,5,5,21,4.20,0,100.0%,4.20,0,0,,0,0,0,0.0,2,0,2,0,0,1,1,0,0,0,0,40,53%,0,0%,3,14%,
14,2022,2022-12-18,14,15,23.340,TAM,,CIN,L 23-34,*,11,38,3.45,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,39%,0,0%,1,4%,
15,2022,2022-12-25,15,16,23.347,TAM,@,ARI,W 19-16,*,7,36,5.14,0,4,4,17,4.25,1,100.0%,4.25,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,36%,0,0%,0,0%,
16,2022,2023-01-01,16,17,23.354,TAM,,CAR,W 30-24,*,11,22,2.00,0,5,5,26,5.20,0,100.0%,5.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,50%,0,0%,1,3%,
17,2022,2023-01-08,17,18,23.361,TAM,@,ATL,L 17-30,*,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,18%,0,0%,0,0%,
18,2023,2023-09-10,1,1,24.241,TAM,@,MIN,W 20-17,*,17,39,2.29,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,0,0%,
19,2023,2023-09-17,2,2,24.248,TAM,,CHI,W 27-17,*,17,73,4.29,1,5,5,30,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,72%,0,0%,0,0%,
20,2023,2023-09-25,3,3,24.256,TAM,,PHI,L 11-25,*,14,38,2.71,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,43,91%,0,0%,0,0%,
21,2023,2023-10-01,4,4,24.262,TAM,@,NOR,W 26-9,*,15,56,3.73,0,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,70%,0,0%,0,0%,
22,2023,2023-10-15,5,6,24.276,TAM,,DET,L 6-20,*,7,26,3.71,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,79%,0,0%,0,0%,
23,2023,2023-10-22,6,7,24.283,TAM,,ATL,L 13-16,*,13,34,2.62,0,6,6,65,10.83,0,100.0%,10.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,75%,0,0%,0,0%,
24,2023,2023-10-26,7,8,24.287,TAM,@,BUF,L 18-24,*,9,39,4.33,0,7,7,70,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,82%,0,0%,0,0%,
25,2023,2023-11-05,8,9,24.297,TAM,@,HOU,L 37-39,*,20,73,3.65,2,4,4,46,11.50,0,100.0%,11.50,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,80%,0,0%,0,0%,
26,2023,2023-11-12,9,10,24.304,TAM,,TEN,W 20-6,*,20,51,2.55,0,3,2,47,23.50,1,66.7%,15.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,71%,0,0%,0,0%,
27,2023,2023-11-19,10,11,24.311,TAM,@,SFO,L 14-27,*,9,30,3.33,1,7,6,28,4.67,0,85.7%,4.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,
28,2023,2023-11-26,11,12,24.318,TAM,@,IND,L 20-27,*,15,100,6.67,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,52,87%,0,0%,0,0%,
29,2023,2023-12-03,12,13,24.325,TAM,,CAR,W 21-18,*,20,84,4.20,1,5,3,22,7.33,0,60.0%,4.40,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,87%,0,0%,0,0%,
30,2023,2023-12-10,13,14,24.332,TAM,@,ATL,W 29-25,*,25,102,4.08,0,2,2,33,16.50,1,100.0%,16.50,0,0,,0,1,6,0.0,0,0,0,0,0,1,0,0,2,3,0,57,84%,0,0%,0,0%,
31,2023,2023-12-17,14,15,24.339,TAM,@,GNB,W 34-20,*,21,89,4.24,0,2,2,50,25.00,1,100.0%,25.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,81%,0,0%,0,0%,
32,2023,2023-12-24,15,16,24.346,TAM,,JAX,W 30-12,*,20,39,1.95,1,7,6,38,6.33,0,85.7%,5.43,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,68%,0,0%,0,0%,
33,2023,2023-12-31,16,17,24.353,TAM,,NOR,L 13-23,*,11,42,3.82,0,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,41,73%,0,0%,0,0%,
34,2023,2024-01-07,17,18,24.360,TAM,@,CAR,W 9-0,*,19,75,3.95,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,74%,0,0%,0,0%,
35,2024,2024-09-08,1,1,25.240,TAM,,WAS,W 37-20,*,15,31,2.07,0,6,6,75,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,70%,0,0%,0,0%,
36,2024,2024-09-15,2,2,25.247,TAM,@,DET,W 20-16,*,10,18,1.80,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,71%,0,0%,0,0%,
37,2024,2024-09-22,3,3,25.254,TAM,,DEN,L 7-26,*,6,17,2.83,0,6,5,18,3.60,0,83.3%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,74%,0,0%,0,0%,
38,2024,2024-09-29,4,4,25.261,TAM,,PHI,W 33-16,*,10,49,4.90,0,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,
39,2024,2024-10-03,5,5,25.265,TAM,@,ATL,L 30-36,*,10,72,7.20,0,3,3,-6,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,64%,0,0%,0,0%,
40,2024,2024-10-13,6,6,,TAM,@,NOR,W 51-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2024,2024-10-21,7,7,25.283,TAM,,BAL,L 31-41,*,10,40,4.00,0,6,6,71,11.83,2,100.0%,11.83,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,39,48%,0,0%,0,0%,
42,2024,2024-10-27,8,8,25.289,TAM,,ATL,L 26-31,*,6,29,4.83,0,6,5,38,7.60,1,83.3%,6.33,0,0,,0,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,41,56%,0,0%,0,0%,
43,2024,2024-11-04,9,9,25.297,TAM,@,KAN,L 24-30,*,3,19,6.33,1,3,3,16,5.33,0,100.0%,5.33,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,62%,0,0%,0,0%,
44,2024,2024-11-10,10,10,25.303,TAM,,SFO,L 20-23,*,10,31,3.10,0,7,6,39,6.50,1,85.7%,5.57,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,61%,0,0%,0,0%,
45,2024,2024-11-24,11,12,25.317,TAM,@,NYG,W 30-7,*,12,37,3.08,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,49%,0,0%,0,0%,
