Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2022,2022-11-27,11,12,23.226,TAM,@,CLE,L 17-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,36,52%,0,0%,9,29%,
12,2022,2022-12-05,12,13,23.234,TAM,,NOR,W 17-16,*,10,6,28,4.67,1,60.0%,2.80,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,83%,0,0%,5,19%,
13,2022,2022-12-11,13,14,23.240,TAM,@,SFO,L 7-35,*,5,4,28,7.00,0,80.0%,5.60,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,45,59%,0,0%,3,14%,
14,2022,2022-12-18,14,15,23.247,TAM,,CIN,L 23-34,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,65%,0,0%,3,12%,
15,2022,2022-12-25,15,16,23.254,TAM,@,ARI,W 19-16,*,7,2,12,6.00,0,28.6%,1.71,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,68,84%,0,0%,5,15%,
16,2022,2023-01-01,16,17,23.261,TAM,,CAR,W 30-24,*,6,2,17,8.50,0,33.3%,2.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,87%,0,0%,7,23%,
17,2022,2023-01-08,17,18,23.268,TAM,@,ATL,L 17-30,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,35%,0,0%,5,18%,
18,2023,2023-09-10,1,1,24.148,TAM,@,MIN,W 20-17,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,
19,2023,2023-09-17,2,2,24.155,TAM,,CHI,W 27-17,*,6,6,41,6.83,0,100.0%,6.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,97%,0,0%,0,0%,
20,2023,2023-09-25,3,3,24.163,TAM,,PHI,L 11-25,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,91%,0,0%,0,0%,
21,2023,2023-10-01,4,4,24.169,TAM,@,NOR,W 26-9,*,4,3,13,4.33,1,75.0%,3.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,
22,2023,2023-10-15,5,6,24.183,TAM,,DET,L 6-20,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,96%,0,0%,2,8%,
23,2023,2023-10-22,6,7,24.190,TAM,,ATL,L 13-16,*,6,5,43,8.60,0,83.3%,7.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,96%,0,0%,0,0%,
24,2023,2023-10-26,7,8,24.194,TAM,@,BUF,L 18-24,*,6,4,27,6.75,0,66.7%,4.50,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,
25,2023,2023-11-05,8,9,24.204,TAM,@,HOU,L 37-39,*,9,6,70,11.67,2,66.7%,7.78,0,0,,0,,2,12,0.0,0,0,0,0,0,1,1,0,0,0,0,66,100%,0,0%,0,0%,
26,2023,2023-11-12,9,10,24.211,TAM,,TEN,W 20-6,*,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,95%,0,0%,0,0%,
27,2023,2023-11-19,10,11,24.218,TAM,@,SFO,L 14-27,*,5,4,49,12.25,0,80.0%,9.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,96%,0,0%,0,0%,
28,2023,2023-11-26,11,12,24.225,TAM,@,IND,L 20-27,*,4,4,45,11.25,0,100.0%,11.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,
29,2023,2023-12-03,12,13,24.232,TAM,,CAR,W 21-18,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,98%,0,0%,0,0%,
30,2023,2023-12-10,13,14,24.239,TAM,@,ATL,W 29-25,*,5,2,16,8.00,1,40.0%,3.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,
31,2023,2023-12-17,14,15,24.246,TAM,@,GNB,W 34-20,*,2,2,44,22.00,0,100.0%,22.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,90%,0,0%,0,0%,
32,2023,2023-12-24,15,16,24.253,TAM,,JAX,W 30-12,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,97%,0,0%,1,5%,
33,2023,2023-12-31,16,17,24.260,TAM,,NOR,L 13-23,*,6,2,10,5.00,0,33.3%,1.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,95%,0,0%,1,4%,
34,2023,2024-01-07,17,18,24.267,TAM,@,CAR,W 9-0,*,3,2,30,15.00,0,66.7%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,
35,2024,2024-09-08,1,1,25.146,TAM,,WAS,W 37-20,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,86%,0,0%,1,4%,
36,2024,2024-09-15,2,2,25.153,TAM,@,DET,W 20-16,*,2,0,0,,0,0.0%,0.00,1,-4,-4.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,100%,0,0%,0,0%,
37,2024,2024-09-22,3,3,25.160,TAM,,DEN,L 7-26,*,8,7,47,6.71,0,87.5%,5.88,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,52,91%,0,0%,0,0%,
38,2024,2024-09-29,4,4,25.167,TAM,,PHI,W 33-16,*,9,6,52,8.67,0,66.7%,5.78,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,95%,0,0%,0,0%,
39,2024,2024-10-03,5,5,25.171,TAM,@,ATL,L 30-36,*,4,3,44,14.67,0,75.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,
40,2024,2024-10-13,6,6,25.181,TAM,@,NOR,W 51-27,*,6,2,15,7.50,1,33.3%,2.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,62,81%,0,0%,0,0%,
41,2024,2024-10-21,7,7,25.189,TAM,,BAL,L 31-41,*,10,8,100,12.50,0,80.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,80,98%,0,0%,0,0%,
42,2024,2024-10-27,8,8,25.195,TAM,,ATL,L 26-31,*,10,9,81,9.00,2,90.0%,8.10,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,68,93%,0,0%,0,0%,
43,2024,2024-11-04,9,9,25.203,TAM,@,KAN,L 24-30,*,11,8,77,9.63,1,72.7%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,98%,0,0%,0,0%,
44,2024,2024-11-10,10,10,25.209,TAM,,SFO,L 20-23,*,8,5,35,7.00,0,62.5%,4.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,
45,2024,2024-11-24,11,12,25.223,TAM,@,NYG,W 30-7,*,3,1,30,30.00,0,33.3%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,
