Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
17,2023,2024-01-07,17,18,,TAM,@,CAR,W 9-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2024,2024-09-08,1,1,22.319,TAM,,WAS,W 37-20,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,8,30%,
19,2024,2024-09-15,2,2,22.326,TAM,@,DET,W 20-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,42%,
20,2024,2024-09-22,3,3,22.333,TAM,,DEN,L 7-26,,1,4,4.00,0,0,0,0,,0,0.0%,,1,27,27.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2%,0,0%,13,59%,
21,2024,2024-09-29,4,4,22.340,TAM,,PHI,W 33-16,,1,3,3.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,12,45%,
22,2024,2024-10-03,5,5,22.344,TAM,@,ATL,L 30-36,,0,0,,0,0,0,0,,0,0.0%,,2,86,43.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,25%,
23,2024,2024-10-13,6,6,22.354,TAM,@,NOR,W 51-27,,14,136,9.71,1,3,3,56,18.67,1,100.0%,18.67,2,55,27.50,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,38%,0,0%,11,30%,
24,2024,2024-10-21,7,7,22.362,TAM,,BAL,L 31-41,,5,29,5.80,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,20%,0,0%,12,41%,
25,2024,2024-10-27,8,8,23.002,TAM,,ATL,L 26-31,,2,3,1.50,0,1,1,12,12.00,0,100.0%,12.00,1,20,20.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,9,33%,
26,2024,2024-11-04,9,9,23.010,TAM,@,KAN,L 24-30,,3,11,3.67,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,13%,0,0%,12,43%,
27,2024,2024-11-10,10,10,23.016,TAM,,SFO,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,38%,
28,2024,2024-11-24,11,12,23.030,TAM,@,NYG,W 30-7,,4,3,0.75,1,1,1,7,7.00,0,100.0%,7.00,1,6,6.00,0,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,5,8%,0,0%,7,35%,
