Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
24,2018,2018-11-05,8,9,23.066,DAL,,TEN,L 14-28,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,6,30%,
25,2018,2018-11-11,9,10,23.072,DAL,@,PHI,W 27-20,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3%,7,11%,5,18%,
26,2018,2018-11-18,10,11,23.079,DAL,@,ATL,W 22-19,,1,5,5.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,2%,1,2%,6,23%,
27,2018,2018-11-22,11,12,23.083,DAL,,WAS,W 31-23,,0,0,,0,1,19,19.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,4,13%,
28,2018,2018-11-29,12,13,23.090,DAL,,NOR,W 13-10,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,1,7,0,1,0,0,0,0,0,0,2,3%,8,15%,3,15%,
29,2018,2018-12-09,13,14,23.100,DAL,,PHI,W 29-23,,0,0,,0,1,19,19.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,1%,6,12%,5,17%,
30,2018,2018-12-16,14,15,23.107,DAL,@,IND,L 0-23,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,33%,
31,2018,2018-12-23,15,16,23.114,DAL,,TAM,W 27-20,*,0,0,,0,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,81%,0,0%,
32,2018,2018-12-30,16,17,23.121,DAL,@,NYG,W 36-35,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,9,13%,0,0%,
33,2019,2019-09-08,1,1,24.008,DAL,,NYG,W 35-17,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,37,54%,12,46%,
34,2019,2019-09-15,2,2,24.015,DAL,@,WAS,W 31-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,11,19%,11,46%,
35,2019,2019-09-22,3,3,24.022,DAL,,MIA,W 31-6,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,37%,15,54%,
36,2019,2019-09-29,4,4,24.029,DAL,@,NOR,L 10-12,,,,,,,,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,10,14%,9,43%,
37,2019,2019-10-06,5,5,24.036,DAL,,GNB,L 24-34,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,53%,
38,2019,2019-10-13,6,6,24.043,DAL,@,NYJ,L 22-24,,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,1,20,0,1,0,0,0,0,0,0,0,0%,36,60%,12,46%,
39,2019,2019-10-20,7,7,24.050,DAL,,PHI,W 37-10,,0,0,,0,0,0,,0,0,0,1.0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,70%,3,12%,
40,2019,2019-11-04,8,9,24.065,DAL,@,NYG,W 37-18,*,0,0,,0,0,0,,0,1,6,0.0,3,3,6,0,0,0,0,0,0,0,0,0,1,63,1,0,0%,50,70%,2,6%,
41,2019,2019-11-10,9,10,24.071,DAL,,MIN,L 24-28,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,19,26%,8,32%,
42,2019,2019-11-17,10,11,24.078,DAL,@,DET,W 35-27,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,47%,10,32%,
43,2019,2019-11-24,11,12,24.085,DAL,@,NWE,L 9-13,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,78%,4,14%,
44,2019,2019-11-28,12,13,24.089,DAL,,BUF,L 15-26,*,0,0,,0,0,0,,0,0,0,2.0,4,2,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0%,54,82%,3,13%,
45,2019,2019-12-05,13,14,24.096,DAL,@,CHI,L 24-31,*,0,0,,0,0,0,,0,0,0,0.0,2,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,53,76%,6,20%,
46,2019,2019-12-15,14,15,24.106,DAL,,LAR,W 44-21,,0,0,,0,0,0,,0,0,0,1.0,6,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,59,80%,6,19%,
47,2019,2019-12-22,15,16,24.113,DAL,@,PHI,L 9-17,,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,70%,4,14%,
48,2019,2019-12-29,16,17,24.120,DAL,,WAS,W 47-16,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,95%,7,21%,
49,2020,2020-09-13,1,1,,DAL,@,LAR,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,2020,2020-09-20,2,2,25.020,DAL,,ATL,W 40-39,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,77%,0,0%,
51,2020,2020-09-27,3,3,25.027,DAL,@,SEA,L 31-38,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0%,75,99%,0,0%,
52,2020,2020-10-04,4,4,25.034,DAL,,CLE,L 38-49,*,,,,,,,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,22,29%,0,0%,
53,2020,2020-10-11,5,5,25.041,DAL,,NYG,W 37-34,,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,79%,0,0%,
54,2020,2020-10-19,6,6,25.049,DAL,,ARI,L 10-38,*,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,90%,0,0%,
55,2020,2020-10-25,7,7,25.055,DAL,@,WAS,L 3-25,*,0,0,,0,0,0,,0,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,70%,0,0%,
56,2020,2020-11-01,8,8,25.062,DAL,@,PHI,L 9-23,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,98%,0,0%,
57,2020,2020-11-08,9,9,25.069,DAL,,PIT,L 19-24,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,96%,0,0%,
58,2020,2020-11-22,10,11,25.083,DAL,@,MIN,W 31-28,*,0,0,,0,0,0,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,42%,0,0%,
59,2020,2020-11-26,11,12,25.087,DAL,,WAS,L 16-41,*,0,0,,0,0,0,,0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,90%,0,0%,
60,2020,2020-12-08,12,13,25.099,DAL,@,BAL,L 17-34,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,75%,0,0%,
61,2020,2020-12-13,13,14,25.104,DAL,@,CIN,W 30-7,,0,0,,0,0,0,,0,0,0,0.0,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,68,94%,0,0%,
62,2020,2020-12-20,14,15,25.111,DAL,,SFO,W 41-33,*,0,0,,0,0,0,,0,0,0,1.0,5,1,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0%,65,77%,0,0%,
63,2020,2020-12-27,15,16,25.118,DAL,,PHI,W 37-17,*,0,0,,0,0,0,,0,0,0,1.0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,0,0%,
64,2020,2021-01-03,16,17,25.125,DAL,@,NYG,L 19-23,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,67%,0,0%,
65,2021,2021-09-09,1,1,26.009,DAL,@,TAM,L 29-31,*,0,0,,0,0,0,,0,0,0,0.0,0,2,2,0,0,1,66,0,2,0,0,0,1,10,0,0,0%,49,75%,0,0%,
66,2021,2021-09-19,2,2,26.019,DAL,@,LAC,W 20-17,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,72%,0,0%,
67,2021,2021-09-27,3,3,26.027,DAL,,PHI,W 41-21,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,79%,0,0%,
68,2021,2021-10-03,4,4,26.033,DAL,,CAR,W 36-28,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,86%,0,0%,
69,2021,2021-10-10,5,5,26.040,DAL,,NYG,W 44-20,,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,70%,0,0%,
70,2021,2021-10-17,6,6,26.047,DAL,@,NWE,W 35-29,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,28,52%,0,0%,
71,2021,2021-10-31,7,8,26.061,DAL,@,MIN,W 20-16,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,61%,0,0%,
72,2021,2021-11-07,8,9,26.068,DAL,,DEN,L 16-30,*,0,0,,0,0,0,,0,0,0,0.5,5,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,49,63%,0,0%,
73,2021,2021-11-14,9,10,26.075,DAL,,ATL,W 43-3,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,1,4,0,3,0,0,0,0,0,0,0,0%,36,67%,0,0%,
74,2021,2021-11-21,10,11,26.082,DAL,@,KAN,L 9-19,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,79%,0,0%,
75,2021,2021-11-25,11,12,26.086,DAL,,LVR,L 33-36,*,0,0,,0,0,0,,0,0,0,1.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,82%,0,0%,
76,2021,2021-12-02,12,13,26.093,DAL,@,NOR,W 27-17,*,0,0,,0,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,58,83%,0,0%,
77,2021,2021-12-12,13,14,26.103,DAL,@,WAS,W 27-20,*,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0%,62,91%,0,0%,
78,2021,2021-12-19,14,15,26.110,DAL,@,NYG,W 21-6,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,1,18,0,4,0,0,0,0,0,0,0,0%,51,81%,0,0%,
79,2021,2021-12-26,15,16,,DAL,,WAS,W 56-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
80,2021,2022-01-02,16,17,26.124,DAL,,ARI,L 22-25,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,65%,0,0%,
81,2021,2022-01-08,17,18,26.130,DAL,@,PHI,W 51-26,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,66%,0,0%,
82,2022,2022-09-11,1,1,27.011,DAL,,TAM,L 3-19,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,79%,0,0%,
83,2022,2022-09-18,2,2,27.018,DAL,,CIN,W 20-17,,0,0,,0,0,0,,0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,86%,0,0%,
84,2022,2022-09-26,3,3,27.026,DAL,@,NYG,W 23-16,*,0,0,,0,0,0,,0,0,0,0.0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,81%,0,0%,
85,2022,2022-10-02,4,4,,DAL,,WAS,W 25-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
86,2022,2022-10-09,5,5,27.039,DAL,@,LAR,W 22-10,*,0,0,,0,0,0,,0,0,0,1.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,100%,0,0%,
87,2022,2022-10-16,6,6,27.046,DAL,@,PHI,L 17-26,*,0,0,,0,0,0,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,73%,0,0%,
88,2022,2022-10-23,7,7,27.053,DAL,,DET,W 24-6,,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,32,54%,0,0%,
89,2022,2022-10-30,8,8,,DAL,,CHI,W 49-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
90,2022,2022-11-13,9,10,,DAL,@,GNB,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
91,2022,2022-11-20,10,11,,DAL,@,MIN,W 40-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
92,2022,2022-11-24,11,12,,DAL,,NYG,W 28-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
93,2022,2022-12-04,12,13,,DAL,,IND,W 54-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
94,2022,2022-12-11,13,14,,DAL,,HOU,W 27-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
95,2022,2022-12-18,14,15,,DAL,@,JAX,L 34-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
96,2022,2022-12-24,15,16,,DAL,,PHI,W 40-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
97,2022,2022-12-29,16,17,,DAL,@,TEN,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
98,2022,2023-01-08,17,18,,DAL,@,WAS,L 6-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
99,2023,2023-09-10,1,1,,DAL,@,NYG,W 40-0,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
100,2023,2023-09-17,2,2,28.017,DAL,,NYJ,W 30-10,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,21%,0,0%,
101,2023,2023-09-24,3,3,28.024,DAL,@,ARI,L 16-28,,0,0,,0,0,0,,0,0,0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,56%,0,0%,
102,2023,2023-10-01,4,4,28.031,DAL,,NWE,W 38-3,,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,56%,0,0%,
103,2023,2023-10-08,5,5,28.038,DAL,@,SFO,L 10-42,,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0%,30,42%,0,0%,
104,2023,2023-10-16,6,6,28.046,DAL,@,LAC,W 20-17,,0,0,,0,0,0,,0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,89%,0,0%,
105,2023,2023-10-29,7,8,28.059,DAL,,LAR,W 43-20,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
106,2023,2023-11-05,8,9,28.066,DAL,@,PHI,L 23-28,*,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,73%,0,0%,
107,2023,2023-11-12,9,10,28.073,DAL,,NYG,W 49-17,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,61%,0,0%,
