Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
15,2022,2022-12-24,15,16,23.340,DAL,,PHI,W 40-34,,1,1,24,24.00,0,100.0%,24.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,8,26%,
16,2022,2022-12-29,16,17,23.345,DAL,@,TEN,W 27-13,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,29%,0,0%,6,24%,
17,2022,2023-01-08,17,18,23.355,DAL,@,WAS,L 6-26,*,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,21%,0,0%,17,50%,
18,2023,2023-09-10,1,1,24.235,DAL,@,NYG,W 40-0,*,7,2,11,5.50,0,28.6%,1.57,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,72%,0,0%,0,0%,
19,2023,2023-09-17,2,2,24.242,DAL,,NYJ,W 30-10,*,4,3,11,3.67,1,75.0%,2.75,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,60%,0,0%,0,0%,
20,2023,2023-09-24,3,3,24.249,DAL,@,ARI,L 16-28,*,7,5,48,9.60,0,71.4%,6.86,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,69%,0,0%,0,0%,
21,2023,2023-10-01,4,4,24.256,DAL,,NWE,W 38-3,*,7,7,77,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,56%,0,0%,0,0%,
22,2023,2023-10-08,5,5,24.263,DAL,@,SFO,L 10-42,,3,3,28,9.33,0,100.0%,9.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,69%,0,0%,0,0%,
23,2023,2023-10-16,6,6,24.271,DAL,@,LAC,W 20-17,*,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,86%,0,0%,0,0%,
24,2023,2023-10-29,7,8,24.284,DAL,,LAR,W 43-20,*,4,4,47,11.75,1,100.0%,11.75,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,
25,2023,2023-11-05,8,9,24.291,DAL,@,PHI,L 23-28,*,10,7,91,13.00,1,70.0%,9.10,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,89%,0,0%,0,0%,
26,2023,2023-11-12,9,10,24.298,DAL,,NYG,W 49-17,*,7,4,26,6.50,1,57.1%,3.71,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,67%,0,0%,0,0%,
27,2023,2023-11-19,10,11,24.305,DAL,@,CAR,W 33-10,*,5,3,32,10.67,0,60.0%,6.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,0,0%,
28,2023,2023-11-23,11,12,24.309,DAL,,WAS,W 45-10,*,3,1,35,35.00,0,33.3%,11.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,72%,0,0%,0,0%,
29,2023,2023-11-30,12,13,24.316,DAL,,SEA,W 41-35,*,8,6,77,12.83,1,75.0%,9.63,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,74%,0,0%,0,0%,
30,2023,2023-12-10,13,14,24.326,DAL,,PHI,W 33-13,*,8,5,72,14.40,0,62.5%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,73%,0,0%,0,0%,
31,2023,2023-12-17,14,15,24.333,DAL,@,BUF,L 10-31,*,8,6,44,7.33,0,75.0%,5.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,86%,0,0%,0,0%,
32,2023,2023-12-24,15,16,24.340,DAL,@,MIA,L 20-22,*,8,4,45,11.25,0,50.0%,5.63,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,83%,0,0%,0,0%,
33,2023,2023-12-30,16,17,24.346,DAL,,DET,W 20-19,*,6,4,33,8.25,0,66.7%,5.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,1,4%,
34,2023,2024-01-07,17,18,24.354,DAL,@,WAS,W 38-10,*,6,6,69,11.50,0,100.0%,11.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,0,0%,
35,2024,2024-09-08,1,1,25.234,DAL,@,CLE,W 33-17,*,5,3,15,5.00,0,60.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,62%,0,0%,0,0%,
36,2024,2024-09-15,2,2,,DAL,,NOR,L 19-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2024,2024-09-22,3,3,25.248,DAL,,BAL,L 25-28,*,11,6,95,15.83,0,54.5%,8.64,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,66%,0,0%,0,0%,
38,2024,2024-09-26,4,4,25.252,DAL,@,NYG,W 20-15,*,7,7,49,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,41,73%,0,0%,0,0%,
39,2024,2024-10-06,5,5,25.262,DAL,@,PIT,W 20-17,*,7,6,70,11.67,0,85.7%,10.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,75%,0,0%,0,0%,
40,2024,2024-10-13,6,6,25.269,DAL,,DET,L 9-47,*,4,3,11,3.67,0,75.0%,2.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,67%,0,0%,0,0%,
41,2024,2024-10-27,7,8,25.283,DAL,@,SFO,L 24-30,*,8,6,23,3.83,0,75.0%,2.88,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,52,84%,0,0%,0,0%,
42,2024,2024-11-03,8,9,25.290,DAL,@,ATL,L 21-27,*,10,7,71,10.14,0,70.0%,7.10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,82%,0,0%,0,0%,
43,2024,2024-11-10,9,10,25.297,DAL,,PHI,L 6-34,*,5,4,24,6.00,0,80.0%,4.80,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,45,75%,0,0%,0,0%,
44,2024,2024-11-18,10,11,25.305,DAL,,HOU,L 10-34,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,8%,0,0%,0,0%,
