Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct
49,2020,2020-09-13,1,1,27.247,NOR,,TAM,W 34-23,,,,,,,,0,0%,0,0%,12,36%
50,2020,2020-09-21,2,2,27.255,NOR,@,LVR,L 24-34,,,,,,,,0,0%,0,0%,8,30%
51,2020,2020-09-27,3,3,27.261,NOR,,GNB,L 30-37,,,,,,,,0,0%,0,0%,9,28%
52,2020,2020-10-04,4,4,27.268,NOR,@,DET,W 35-29,,,,,,,,0,0%,0,0%,7,28%
53,2020,2020-10-12,5,5,27.276,NOR,,LAC,W 30-27,,,,,,,,0,0%,0,0%,12,32%
54,2020,2020-10-25,6,7,27.289,NOR,,CAR,W 27-24,,,,,,,,0,0%,0,0%,5,23%
55,2020,2020-11-01,7,8,27.296,NOR,@,CHI,W 26-23,,,,,,,,0,0%,0,0%,12,34%
56,2020,2020-11-08,8,9,27.303,NOR,@,TAM,W 38-3,,,,,,,,0,0%,0,0%,7,33%
57,2020,2020-11-15,9,10,27.310,NOR,,SFO,W 27-13,,,,,,,,0,0%,0,0%,10,36%
58,2020,2020-11-22,10,11,27.317,NOR,,ATL,W 24-9,,,,,,,,0,0%,0,0%,9,33%
59,2020,2020-11-29,11,12,27.324,NOR,@,DEN,W 31-3,,,,,,,,0,0%,0,0%,12,44%
60,2020,2020-12-06,12,13,27.331,NOR,@,ATL,W 21-16,,,,,,,,0,0%,0,0%,9,35%
61,2020,2020-12-13,13,14,27.338,NOR,@,PHI,L 21-24,,,,,,,,0,0%,0,0%,9,35%
62,2020,2020-12-20,14,15,27.345,NOR,,KAN,L 29-32,,,,,,,,0,0%,0,0%,12,35%
63,2020,2020-12-25,15,16,27.350,NOR,,MIN,W 52-33,,,,,,,,0,0%,0,0%,8,26%
64,2020,2021-01-03,16,17,27.359,NOR,@,CAR,W 33-7,,,,,,,,0,0%,0,0%,11,48%
65,2021,2021-09-12,1,1,28.245,NOR,,GNB,W 38-3,,,,,,,,0,0%,0,0%,9,41%
66,2021,2021-09-19,2,2,28.252,NOR,@,CAR,L 7-26,,,,,,,,0,0%,0,0%,7,28%
67,2021,2021-09-26,3,3,28.259,NOR,@,NWE,W 28-13,,,,,,,,0,0%,0,0%,11,38%
68,2021,2021-10-03,4,4,28.266,NOR,,NYG,L 21-27,,,,,,,,0,0%,0,0%,7,28%
69,2021,2021-10-10,5,5,28.273,NOR,@,WAS,W 33-22,,,,,,,,0,0%,0,0%,10,34%
70,2021,2021-10-25,6,7,28.288,NOR,@,SEA,W 13-10,,,,,,,,0,0%,0,0%,9,36%
71,2021,2021-10-31,7,8,28.294,NOR,,TAM,W 36-27,,,,,,,,0,0%,0,0%,10,34%
72,2021,2021-11-07,8,9,28.301,NOR,,ATL,L 25-27,,,,,,,,0,0%,0,0%,6,22%
73,2021,2021-11-14,9,10,28.308,NOR,@,TEN,L 21-23,,,,,,,,0,0%,0,0%,8,28%
74,2021,2021-11-21,10,11,28.315,NOR,@,PHI,L 29-40,,,,,,,,0,0%,0,0%,10,26%
75,2021,2021-11-25,11,12,28.319,NOR,,BUF,L 6-31,,,,,,,,0,0%,0,0%,6,27%
76,2021,2021-12-02,12,13,28.326,NOR,,DAL,L 17-27,,,,,,,,0,0%,0,0%,10,31%
77,2021,2021-12-12,13,14,28.336,NOR,@,NYJ,W 30-9,,,,,,,,0,0%,0,0%,11,37%
78,2021,2021-12-19,14,15,28.343,NOR,@,TAM,W 9-0,,,,,,,,0,0%,0,0%,13,48%
79,2021,2021-12-27,15,16,28.351,NOR,,MIA,L 3-20,,,,,,,,0,0%,0,0%,8,31%
80,2021,2022-01-02,16,17,28.357,NOR,,CAR,W 18-10,,,,,,,,0,0%,0,0%,11,41%
81,2021,2022-01-09,17,18,28.364,NOR,@,ATL,W 30-20,,,,,,,,0,0%,0,0%,9,33%
82,2022,2022-09-11,1,1,29.244,NOR,@,ATL,W 27-26,,,,,,,,0,0%,0,0%,9,28%
83,2022,2022-09-18,2,2,29.251,NOR,,TAM,L 10-20,,,,,,,,0,0%,0,0%,7,27%
84,2022,2022-09-25,3,3,29.258,NOR,@,CAR,L 14-22,,0.0,0,1,1,0,0,0,0%,0,0%,10,34%
85,2022,2022-10-02,4,4,29.265,NOR,,MIN,L 25-28,,,,,,,,0,0%,0,0%,8,26%
86,2022,2022-10-09,5,5,29.272,NOR,,SEA,W 39-32,,,,,,,,0,0%,0,0%,9,26%
87,2022,2022-10-16,6,6,29.279,NOR,,CIN,L 26-30,,,,,,,,0,0%,0,0%,9,31%
88,2022,2022-10-20,7,7,29.283,NOR,@,ARI,L 34-42,,,,,,,,0,0%,0,0%,8,25%
89,2022,2022-10-30,8,8,29.293,NOR,,LVR,W 24-0,,,,,,,,0,0%,0,0%,7,37%
90,2022,2022-11-07,9,9,29.301,NOR,,BAL,L 13-27,,,,,,,,0,0%,0,0%,8,31%
91,2022,2022-11-13,10,10,29.307,NOR,@,PIT,L 10-20,,,,,,,,0,0%,0,0%,7,29%
92,2022,2022-11-20,11,11,29.314,NOR,,LAR,W 27-20,,,,,,,,0,0%,0,0%,10,32%
93,2022,2022-11-27,12,12,29.321,NOR,@,SFO,L 0-13,,,,,,,,0,0%,0,0%,5,29%
94,2022,2022-12-05,13,13,29.329,NOR,@,TAM,L 16-17,,0.0,1,1,2,0,0,0,0%,0,0%,10,37%
95,2022,2022-12-18,14,15,29.342,NOR,,ATL,W 21-18,,,,,,,,0,0%,0,0%,7,32%
96,2022,2022-12-24,15,16,29.348,NOR,@,CLE,W 17-10,,,,,,,,0,0%,0,0%,9,41%
97,2022,2023-01-01,16,17,29.356,NOR,@,PHI,W 20-10,,,,,,,,0,0%,0,0%,10,38%
98,2022,2023-01-08,17,18,29.363,NOR,,CAR,L 7-10,,0.0,1,0,1,0,0,0,0%,0,0%,8,40%
99,2023,2023-09-10,1,1,30.243,NOR,,TEN,W 16-15,,0.0,0,1,1,0,0,0,0%,0,0%,9,32%
100,2023,2023-09-18,2,2,30.251,NOR,@,CAR,W 20-17,,,,,,,,0,0%,0,0%,9,33%
101,2023,2023-09-24,3,3,30.257,NOR,@,GNB,L 17-18,,,,,,,,0,0%,0,0%,11,44%
102,2023,2023-10-01,4,4,30.264,NOR,,TAM,L 9-26,,0.0,0,1,1,0,0,0,0%,0,0%,7,27%
103,2023,2023-10-08,5,5,30.271,NOR,@,NWE,W 34-0,,,,,,,,0,0%,0,0%,14,45%
104,2023,2023-10-15,6,6,30.278,NOR,@,HOU,L 13-20,,,,,,,,0,0%,0,0%,8,31%
105,2023,2023-10-19,7,7,30.282,NOR,,JAX,L 24-31,,,,,,,,0,0%,0,0%,9,28%
106,2023,2023-10-29,8,8,30.292,NOR,@,IND,W 38-27,,,,,,,,0,0%,0,0%,10,29%
107,2023,2023-11-05,9,9,30.299,NOR,,CHI,W 24-17,,,,,,,,0,0%,0,0%,9,38%
108,2023,2023-11-12,10,10,30.306,NOR,@,MIN,L 19-27,,,,,,,,0,0%,0,0%,7,24%
109,2023,2023-11-26,11,12,30.320,NOR,@,ATL,L 15-24,,,,,,,,0,0%,0,0%,7,29%
110,2023,2023-12-03,12,13,30.327,NOR,,DET,L 28-33,,,,,,,,0,0%,0,0%,8,27%
111,2023,2023-12-10,13,14,30.334,NOR,,CAR,W 28-6,,,,,,,,0,0%,0,0%,10,42%
112,2023,2023-12-17,14,15,30.341,NOR,,NYG,W 24-6,,,,,,,,0,0%,0,0%,8,35%
113,2023,2023-12-21,15,16,30.345,NOR,@,LAR,L 22-30,,,,,,,,0,0%,0,0%,4,17%
114,2023,2023-12-31,16,17,30.355,NOR,@,TAM,W 23-13,,,,,,,,0,0%,0,0%,11,42%
115,2023,2024-01-07,17,18,30.362,NOR,,ATL,W 48-17,,,,,,,,0,0%,0,0%,12,38%
116,2024,2024-09-08,1,1,31.242,NOR,,CAR,W 47-10,,,,,,,,0,0%,0,0%,11,37%
117,2024,2024-09-15,2,2,31.249,NOR,@,DAL,W 44-19,,,,,,,,0,0%,0,0%,8,30%
118,2024,2024-09-22,3,3,31.256,NOR,,PHI,L 12-15,,,,,,,,0,0%,0,0%,6,35%
119,2024,2024-09-29,4,4,31.263,NOR,@,ATL,L 24-26,,,,,,,,0,0%,0,0%,7,25%
120,2024,2024-10-07,5,5,31.271,NOR,@,KAN,L 13-26,,,,,,,,0,0%,0,0%,6,25%
121,2024,2024-10-13,6,6,31.277,NOR,,TAM,L 27-51,,0.0,0,1,1,0,0,0,0%,0,0%,11,30%
122,2024,2024-10-17,7,7,31.281,NOR,,DEN,L 10-33,,,,,,,,0,0%,0,0%,8,28%
123,2024,2024-10-27,8,8,31.291,NOR,@,LAC,L 8-26,,,,,,,,0,0%,0,0%,12,35%
124,2024,2024-11-03,9,9,31.298,NOR,@,CAR,L 22-23,,0.0,1,0,1,0,0,0,0%,0,0%,9,31%
125,2024,2024-11-10,10,10,31.305,NOR,,ATL,W 20-17,,,,,,,,0,0%,0,0%,9,33%
126,2024,2024-11-17,11,11,31.312,NOR,,CLE,W 35-14,,,,,,,,0,0%,0,0%,8,32%
