Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
47,2015,2015-12-27,,16,,ARI,,GNB,W 38-8,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
48,2015,2016-01-03,,17,,ARI,,SEA,L 6-36,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
49,2016,2016-09-11,1,1,24.121,ARI,,NWE,L 21-23,*,0,0,,0,0,0,,0,0,0,0.0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,0,0%,
50,2016,2016-09-18,2,2,24.128,ARI,,TAM,W 40-7,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,67%,1,3%,
51,2016,2016-09-25,3,3,24.135,ARI,@,BUF,L 18-33,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,52,81%,0,0%,
52,2016,2016-10-02,4,4,24.142,ARI,,LAR,L 13-17,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,8,33%,
53,2016,2016-10-06,5,5,24.146,ARI,@,SFO,W 33-21,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,78,100%,10,27%,
54,2016,2016-10-17,6,6,24.157,ARI,,NYJ,W 28-3,*,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,1,4,0,2,0,0,0,0,0,0,0,0%,54,100%,7,29%,
55,2016,2016-10-23,7,7,24.163,ARI,,SEA,T 6-6,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,6,20%,
56,2016,2016-10-30,8,8,24.170,ARI,@,CAR,L 20-30,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,24%,2,7%,
57,2016,2016-11-13,,10,,ARI,,SFO,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,2016,2016-11-20,,11,,ARI,@,MIN,L 24-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,2016,2016-11-27,11,12,24.198,ARI,@,ATL,L 19-38,*,0,0,,0,0,0,,0,0,0,1.0,2,0,2,1,1,0,5,0,1,0,0,0,0,0,0,0,0%,47,67%,2,7%,
60,2016,2016-12-04,,13,,ARI,,WAS,W 31-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,2016,2016-12-11,,14,,ARI,@,MIA,L 23-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2016,2016-12-18,14,15,24.219,ARI,,NOR,L 41-48,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,78%,1,3%,
63,2016,2016-12-24,,16,,ARI,@,SEA,W 34-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
64,2016,2017-01-01,,17,,ARI,@,LAR,W 44-6,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
65,2017,2017-09-10,1,1,25.120,ARI,@,DET,L 23-35,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,15,50%,
66,2017,2017-09-17,2,2,25.127,ARI,@,IND,W 16-13,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,1,0,1,15,0,2,0,0,0,0,0,0,0,0%,71,100%,17,55%,
67,2017,2017-09-25,3,3,25.135,ARI,,DAL,L 17-28,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,100%,15,48%,
68,2017,2017-10-01,4,4,25.141,ARI,,SFO,W 18-15,*,0,0,,0,0,0,,0,0,0,1.0,12,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,84,100%,18,51%,
69,2017,2017-10-08,5,5,25.148,ARI,@,PHI,L 7-34,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,99%,11,39%,
70,2017,2017-10-15,6,6,25.155,ARI,,TAM,W 38-33,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,69,99%,12,46%,
71,2017,2017-10-22,7,7,25.162,ARI,@,LAR,L 0-33,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,77,96%,10,42%,
72,2017,2017-11-05,8,9,25.176,ARI,@,SFO,W 20-10,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0%,74,99%,15,52%,
73,2017,2017-11-09,9,10,25.180,ARI,,SEA,L 16-22,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,17,57%,
74,2017,2017-11-19,10,11,25.190,ARI,@,HOU,L 21-31,*,0,0,,0,0,0,,0,0,0,0.0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,12,40%,
75,2017,2017-11-26,11,12,25.197,ARI,,JAX,W 27-24,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,1,0,1,1,0,3,0,0,0,0,0,0,0,0%,63,100%,19,54%,
76,2017,2017-12-03,12,13,25.204,ARI,,LAR,L 16-32,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,15,48%,
77,2017,2017-12-10,13,14,25.211,ARI,,TEN,W 12-7,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,60,100%,12,44%,
78,2017,2017-12-17,14,15,25.218,ARI,@,WAS,L 15-20,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,100%,8,26%,
79,2017,2017-12-24,15,16,25.225,ARI,,NYG,W 23-0,*,0,0,,0,0,0,,0,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,5,21%,
80,2017,2017-12-31,16,17,25.232,ARI,@,SEA,W 26-24,*,0,0,,0,0,0,,0,0,0,0.0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,7,19%,
81,2018,2018-09-09,1,1,26.119,HOU,@,NWE,L 20-27,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0%,71,95%,0,0%,
82,2018,2018-09-16,2,2,26.126,HOU,@,TEN,L 17-20,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,0,0%,
83,2018,2018-09-23,3,3,26.133,HOU,,NYG,L 22-27,*,0,0,,0,0,0,,0,0,0,0.0,7,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,100%,0,0%,
84,2018,2018-09-30,4,4,26.140,HOU,@,IND,W 37-34,*,0,0,,0,0,0,,0,0,0,0.0,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,91,100%,0,0%,
85,2018,2018-10-07,5,5,26.147,HOU,,DAL,W 19-16,*,0,0,,0,0,0,,0,0,0,0.0,6,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,95%,0,0%,
86,2018,2018-10-14,6,6,26.154,HOU,,BUF,W 20-13,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,100%,0,0%,
87,2018,2018-10-21,7,7,26.161,HOU,@,JAX,W 20-7,*,0,0,,0,0,0,,0,0,0,1.0,4,1,5,1,1,1,6,0,1,0,0,0,0,0,0,0,0%,68,100%,0,0%,
88,2018,2018-10-25,8,8,26.165,HOU,,MIA,W 42-23,*,0,0,,0,0,0,,0,0,0,1.0,6,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
89,2018,2018-11-04,9,9,26.175,HOU,@,DEN,W 19-17,*,0,0,,0,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
90,2018,2018-11-18,10,11,26.189,HOU,@,WAS,W 23-21,*,0,0,,0,0,0,,0,0,0,1.0,8,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,73,97%,0,0%,
91,2018,2018-11-26,11,12,26.197,HOU,,TEN,W 34-17,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,87%,0,0%,
92,2018,2018-12-02,12,13,26.203,HOU,,CLE,W 29-13,*,0,0,,0,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0%,50,88%,0,0%,
93,2018,2018-12-09,13,14,26.210,HOU,,IND,L 21-24,*,0,0,,0,1,6,6.00,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,67,100%,3,10%,
94,2018,2018-12-15,14,15,26.216,HOU,@,NYJ,W 29-22,*,0,0,,0,0,0,,0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,100%,0,0%,
95,2018,2018-12-23,15,16,26.224,HOU,@,PHI,L 30-32,*,0,0,,0,0,0,,0,0,0,0.0,3,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,82,100%,0,0%,
96,2018,2018-12-30,16,17,26.231,HOU,,JAX,W 20-3,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,98%,0,0%,
97,2019,2019-09-08,1,1,27.118,KAN,@,JAX,W 40-26,*,0,0,,0,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,98%,0,0%,
98,2019,2019-09-15,2,2,27.125,KAN,@,OAK,W 28-10,*,0,0,,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
99,2019,2019-09-22,3,3,27.132,KAN,,BAL,W 33-28,*,0,0,,0,0,0,,0,0,0,0.0,2,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,82,100%,0,0%,
100,2019,2019-09-29,4,4,27.139,KAN,@,DET,W 34-30,*,0,0,,0,0,0,,0,0,0,1.0,5,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,0,0%,
101,2019,2019-10-06,5,5,27.146,KAN,,IND,L 13-19,*,0,0,,0,0,0,,0,0,0,0.0,4,0,4,1,0,1,30,0,1,0,0,0,0,0,0,0,0%,81,100%,0,0%,
102,2019,2019-10-13,6,6,27.153,KAN,,HOU,L 24-31,*,0,0,,0,0,0,,0,0,0,0.0,10,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,89,100%,0,0%,
103,2019,2019-10-17,7,7,27.157,KAN,@,DEN,W 30-6,*,0,0,,0,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,96%,0,0%,
104,2019,2019-10-27,8,8,27.167,KAN,,GNB,L 24-31,*,0,0,,0,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,0,0%,
105,2019,2019-11-03,9,9,27.174,KAN,,MIN,W 26-23,*,0,0,,0,0,0,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,0,0%,
106,2019,2019-11-10,10,10,27.181,KAN,@,TEN,L 32-35,*,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,100%,0,0%,
107,2019,2019-11-18,11,11,27.189,KAN,@,LAC,W 24-17,*,0,0,,0,0,0,,0,0,0,0.0,4,4,8,0,0,1,35,0,1,0,0,0,0,0,0,0,0%,76,96%,0,0%,
108,2019,2019-12-01,12,13,27.202,KAN,,OAK,W 40-9,*,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0%,49,83%,0,0%,
109,2019,2019-12-08,13,14,27.209,KAN,@,NWE,W 23-16,*,0,0,,0,0,0,,0,0,0,0.0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,98%,0,0%,
110,2019,2019-12-15,14,15,27.216,KAN,,DEN,W 23-3,*,0,0,,0,0,0,,0,0,0,1.0,5,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0%,59,100%,0,0%,
