Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
18,2019,2019-09-15,2,2,24.340,GNB,,MIN,W 21-16,*,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,0,0%,
19,2019,2019-09-22,3,3,24.347,GNB,,DEN,W 27-16,*,10,6,99,16.50,1,60.0%,9.90,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,87%,0,0%,0,0%,
20,2019,2019-09-26,4,4,24.351,GNB,,PHI,L 27-34,*,7,3,47,15.67,0,42.9%,6.71,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,
21,2019,2019-10-06,5,5,24.361,GNB,@,DAL,W 34-24,*,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,94%,0,0%,0,0%,
22,2019,2019-10-14,6,6,25.004,GNB,,DET,W 23-22,*,2,2,48,24.00,0,100.0%,24.00,1,9,9.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,77%,0,0%,0,0%,
23,2019,2019-10-20,7,7,25.010,GNB,,OAK,W 42-24,,3,2,133,66.50,1,66.7%,44.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,20,35%,0,0%,0,0%,
24,2019,2019-10-27,8,8,25.017,GNB,@,KAN,W 31-24,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,
25,2019,2019-11-03,9,9,25.024,GNB,@,LAC,L 11-26,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,66%,0,0%,0,0%,
26,2019,2019-11-10,10,10,25.031,GNB,,CAR,W 24-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,0,0%,
27,2019,2019-11-24,11,12,25.045,GNB,@,SFO,L 8-37,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,37%,0,0%,0,0%,
28,2019,2019-12-01,12,13,25.052,GNB,@,NYG,W 31-13,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,
29,2019,2019-12-08,13,14,25.059,GNB,,WAS,W 20-15,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,10,17%,0,0%,0,0%,
30,2019,2019-12-15,14,15,25.066,GNB,,CHI,W 21-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,12%,0,0%,0,0%,
31,2019,2019-12-23,15,16,25.074,GNB,@,MIN,W 23-10,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,14%,0,0%,2,7%,
32,2019,2019-12-29,16,17,25.080,GNB,@,DET,W 23-20,*,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,23%,0,0%,0,0%,
33,2020,2020-09-13,1,1,25.339,GNB,@,MIN,W 43-34,,6,4,96,24.00,1,66.7%,16.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,54%,0,0%,0,0%,
34,2020,2020-09-20,2,2,25.346,GNB,,DET,W 42-21,,7,3,64,21.33,0,42.9%,9.14,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,63%,0,0%,0,0%,
35,2020,2020-09-27,3,3,25.353,GNB,@,NOR,W 37-30,*,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,
36,2020,2020-10-05,4,4,25.361,GNB,,ATL,W 30-16,*,8,4,45,11.25,0,50.0%,5.63,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,97%,0,0%,0,0%,
37,2020,2020-10-18,5,6,26.008,GNB,@,TAM,L 10-38,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,
38,2020,2020-10-25,6,7,26.015,GNB,@,HOU,W 35-20,*,4,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,82%,0,0%,0,0%,
39,2020,2020-11-01,7,8,26.022,GNB,,MIN,L 22-28,*,1,1,19,19.00,0,100.0%,19.00,1,4,4.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,
40,2020,2020-11-05,8,9,26.026,GNB,@,SFO,W 34-17,*,4,2,53,26.50,2,50.0%,13.25,0,0,,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,59,89%,0,0%,0,0%,
41,2020,2020-11-15,9,10,26.036,GNB,,JAX,W 24-20,*,6,4,149,37.25,1,66.7%,24.83,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,92%,0,0%,0,0%,
42,2020,2020-11-22,10,11,26.043,GNB,@,IND,L 31-34,*,6,3,55,18.33,0,50.0%,9.17,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,51,85%,0,0%,0,0%,
43,2020,2020-11-29,11,12,26.050,GNB,,CHI,W 41-25,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,56,79%,0,0%,0,0%,
44,2020,2020-12-06,12,13,26.057,GNB,,PHI,W 30-16,*,2,0,0,,0,0.0%,0.00,1,-4,-4.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,
45,2020,2020-12-13,13,14,26.064,GNB,@,DET,W 31-24,*,6,6,85,14.17,1,100.0%,14.17,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,70%,0,0%,0,0%,
46,2020,2020-12-19,14,15,26.070,GNB,,CAR,W 24-16,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,65%,0,0%,0,0%,
47,2020,2020-12-27,15,16,26.078,GNB,,TEN,W 40-14,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,41,62%,0,0%,0,0%,
48,2020,2021-01-03,16,17,26.085,GNB,@,CHI,W 35-16,,3,2,87,43.50,1,66.7%,29.00,1,4,4.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,48%,0,0%,0,0%,
49,2021,2021-09-12,1,1,26.337,GNB,@,NOR,L 3-38,*,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,63%,0,0%,0,0%,
50,2021,2021-09-20,2,2,26.345,GNB,,DET,W 35-17,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,
51,2021,2021-09-26,3,3,26.351,GNB,@,SFO,W 30-28,*,4,3,59,19.67,1,75.0%,14.75,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,
52,2021,2021-10-03,4,4,,GNB,,PIT,W 27-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
53,2021,2021-10-10,5,5,,GNB,@,CIN,W 25-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
54,2021,2021-10-17,6,6,,GNB,@,CHI,W 24-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
55,2021,2021-10-24,7,7,,GNB,,WAS,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
56,2021,2021-10-28,8,8,,GNB,@,ARI,W 24-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,2021,2021-11-07,9,9,27.028,GNB,@,KAN,L 7-13,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,54%,0,0%,0,0%,
58,2021,2021-11-14,10,10,27.035,GNB,,SEA,W 17-0,,2,1,41,41.00,0,50.0%,20.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,66%,0,0%,0,0%,
59,2021,2021-11-21,11,11,27.042,GNB,@,MIN,L 31-34,*,10,4,123,30.75,1,40.0%,12.30,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,81%,0,0%,0,0%,
60,2021,2021-11-28,12,12,27.049,GNB,,LAR,W 36-28,*,9,4,50,12.50,0,44.4%,5.56,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,70%,0,0%,0,0%,
61,2021,2021-12-12,13,14,27.063,GNB,,CHI,W 45-30,*,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,1,3%,
62,2021,2021-12-19,14,15,27.070,GNB,@,BAL,W 31-30,,7,5,98,19.60,1,71.4%,14.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,66%,0,0%,0,0%,
63,2021,2021-12-25,15,16,,GNB,,CLE,W 24-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,2021,2022-01-02,16,17,27.084,GNB,,MIN,W 37-10,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,65%,0,0%,0,0%,
65,2021,2022-01-09,17,18,27.091,GNB,@,DET,L 30-37,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,0,0%,
66,2022,2022-09-11,1,1,27.336,KAN,@,ARI,W 44-21,*,4,4,44,11.00,0,100.0%,11.00,1,-3,-3.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,73%,0,0%,0,0%,
67,2022,2022-09-15,2,2,27.340,KAN,,LAC,W 27-24,*,7,2,13,6.50,0,28.6%,1.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,79%,0,0%,0,0%,
68,2022,2022-09-25,3,3,27.350,KAN,@,IND,L 17-20,*,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,78%,0,0%,0,0%,
69,2022,2022-10-02,4,4,27.357,KAN,@,TAM,W 41-31,,5,3,63,21.00,0,60.0%,12.60,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,69%,0,0%,0,0%,
70,2022,2022-10-10,5,5,28.000,KAN,,LVR,W 30-29,*,8,6,90,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,81%,0,0%,0,0%,
71,2022,2022-10-16,6,6,28.006,KAN,,BUF,L 20-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,82%,0,0%,0,0%,
72,2022,2022-10-23,7,7,28.013,KAN,@,SFO,W 44-23,,4,3,111,37.00,0,75.0%,27.75,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,35,55%,0,0%,0,0%,
73,2022,2022-11-06,8,9,28.027,KAN,,TEN,W 20-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,71%,0,0%,0,0%,
74,2022,2022-11-13,9,10,28.034,KAN,,JAX,W 27-17,*,4,3,60,20.00,1,75.0%,15.00,0,0,,0,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,
75,2022,2022-11-20,10,11,28.041,KAN,@,LAC,W 30-27,,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,71%,0,0%,0,0%,
76,2022,2022-11-27,11,12,28.048,KAN,,LAR,W 26-10,,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,58%,0,0%,0,0%,
77,2022,2022-12-04,12,13,28.055,KAN,@,CIN,L 24-27,*,6,2,71,35.50,0,33.3%,11.83,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,56%,0,0%,0,0%,
78,2022,2022-12-11,13,14,28.062,KAN,@,DEN,W 34-28,*,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,51%,0,0%,0,0%,
79,2022,2022-12-18,14,15,28.069,KAN,@,HOU,W 30-24,*,5,3,26,8.67,1,60.0%,5.20,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,53%,0,0%,0,0%,
80,2022,2022-12-24,15,16,28.075,KAN,,SEA,W 24-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,43%,0,0%,0,0%,
81,2022,2023-01-01,16,17,28.083,KAN,,DEN,W 27-24,*,7,2,28,14.00,0,28.6%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,
82,2022,2023-01-07,17,18,28.089,KAN,@,LVR,W 31-13,*,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,59%,0,0%,0,0%,
83,2023,2023-09-07,1,1,28.332,KAN,,DET,L 20-21,*,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,63%,0,0%,0,0%,
84,2023,2023-09-17,2,2,28.342,KAN,@,JAX,W 17-9,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,82%,0,0%,0,0%,
85,2023,2023-09-24,3,3,28.349,KAN,,CHI,W 41-10,*,2,1,37,37.00,0,50.0%,18.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,53%,0,0%,0,0%,
86,2023,2023-10-01,4,4,28.356,KAN,@,NYJ,W 23-20,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,54%,0,0%,0,0%,
87,2023,2023-10-08,5,5,28.363,KAN,@,MIN,W 27-20,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,65%,0,0%,0,0%,
88,2023,2023-10-12,6,6,29.002,KAN,,DEN,W 19-8,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,56%,0,0%,0,0%,
89,2023,2023-10-22,7,7,29.012,KAN,,LAC,W 31-17,*,5,3,84,28.00,1,60.0%,16.80,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,69%,0,0%,0,0%,
90,2023,2023-10-29,8,8,29.019,KAN,@,DEN,L 9-24,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,35,57%,0,0%,0,0%,
91,2023,2023-11-05,9,9,29.026,KAN,,MIA,W 21-14,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,55%,0,0%,0,0%,
92,2023,2023-11-20,10,11,29.041,KAN,,PHI,L 17-21,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,47%,0,0%,0,0%,
93,2023,2023-11-26,11,12,29.047,KAN,@,LVR,W 31-17,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,53%,0,0%,0,0%,
94,2023,2023-12-03,12,13,29.054,KAN,@,GNB,L 19-27,,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,
95,2023,2023-12-10,13,14,29.061,KAN,,BUF,L 17-20,,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,0,0%,
96,2023,2023-12-17,14,15,29.068,KAN,@,NWE,W 27-17,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,
97,2023,2023-12-25,15,16,29.076,KAN,,LVR,L 14-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,80%,0,0%,0,0%,
98,2023,2023-12-31,16,17,29.082,KAN,,CIN,W 25-17,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,70%,0,0%,0,0%,
99,2023,2024-01-07,17,18,,KAN,@,LAC,W 13-12,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
100,2024,2024-09-08,1,1,29.334,BUF,,ARI,W 34-28,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,0,0%,
101,2024,2024-09-12,2,2,29.338,BUF,@,MIA,W 31-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,9%,0,0%,0,0%,
102,2024,2024-09-23,3,3,29.349,BUF,,JAX,W 47-10,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,77%,0,0%,0,0%,
103,2024,2024-09-29,4,4,29.355,BUF,@,BAL,L 10-35,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,
104,2024,2024-10-06,5,5,29.362,BUF,@,HOU,L 20-23,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,46%,0,0%,0,0%,
105,2024,2024-10-14,6,6,30.004,BUF,@,NYJ,W 23-20,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,22,32%,0,0%,0,0%,
