Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
27,2020,2020-11-29,11,12,23.207,LVR,@,ATL,L 6-43,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,8,13%,0,0%,20,61%,
28,2020,2020-12-06,12,13,23.214,LVR,@,NYJ,W 31-28,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,20,26%,0,0%,17,65%,
29,2020,2020-12-13,13,14,23.221,LVR,,IND,L 27-44,,2,1,47,47.00,1,50.0%,23.50,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,19%,0,0%,14,48%,
30,2020,2020-12-17,14,15,23.225,LVR,,LAC,L 27-30,*,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,26%,0,0%,16,57%,
31,2020,2020-12-26,15,16,23.234,LVR,,MIA,L 25-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,3%,0,0%,22,61%,
32,2020,2021-01-03,16,17,23.242,LVR,@,DEN,W 32-31,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,18,53%,
33,2021,2021-09-13,1,1,24.130,LVR,,BAL,W 33-27,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,46,53%,0,0%,22,69%,
34,2021,2021-09-19,2,2,24.136,LVR,@,PIT,W 26-17,*,3,2,34,17.00,1,66.7%,11.33,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,18,64%,
35,2021,2021-09-26,3,3,24.143,LVR,,MIA,W 31-28,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,47,57%,0,0%,19,58%,
36,2021,2021-10-04,4,4,24.151,LVR,@,LAC,L 14-28,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,17,30%,0,0%,16,59%,
37,2021,2021-10-10,5,5,24.157,LVR,,CHI,L 9-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,15,68%,
38,2021,2021-10-17,6,6,24.164,LVR,@,DEN,W 34-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,45%,0,0%,20,65%,
39,2021,2021-10-24,7,7,24.171,LVR,,PHI,W 33-22,*,6,6,60,10.00,1,100.0%,10.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,10,42%,
40,2021,2021-11-07,8,9,24.185,LVR,@,NYG,L 16-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,22,32%,0,0%,16,62%,
41,2021,2021-11-14,9,10,24.192,LVR,,KAN,L 14-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,21,39%,0,0%,17,61%,
42,2021,2021-11-21,10,11,24.199,LVR,,CIN,L 13-32,,2,1,19,19.00,1,50.0%,9.50,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,1,0,0,0,17,36%,0,0%,17,61%,
43,2021,2021-11-25,11,12,24.203,LVR,@,DAL,W 36-33,*,5,1,3,3.00,0,20.0%,0.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,89%,0,0%,27,65%,
44,2021,2021-12-05,12,13,24.213,LVR,,WAS,L 15-17,*,3,1,34,34.00,0,33.3%,11.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,85%,0,0%,7,30%,
45,2021,2021-12-12,13,14,24.220,LVR,@,KAN,L 9-48,*,6,3,13,4.33,0,50.0%,2.17,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,62,98%,0,0%,9,35%,
46,2021,2021-12-20,14,15,24.228,LVR,@,CLE,W 16-14,*,9,7,65,9.29,0,77.8%,7.22,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,100%,0,0%,9,35%,
47,2021,2021-12-26,15,16,24.234,LVR,,DEN,W 17-13,*,4,4,67,16.75,0,100.0%,16.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,94%,0,0%,7,32%,
48,2021,2022-01-02,16,17,24.241,LVR,@,IND,W 23-20,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,11,42%,
49,2021,2022-01-09,17,18,24.248,LVR,,LAC,W 35-32,*,2,2,50,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,49,61%,0,0%,20,61%,
50,2022,2022-09-11,1,1,25.128,LVR,@,LAC,L 19-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,31%,0,0%,5,21%,
51,2022,2022-09-18,2,2,25.135,LVR,,ARI,L 23-29,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,41,61%,0,0%,8,38%,
52,2022,2022-09-25,3,3,25.142,LVR,@,TEN,L 22-24,*,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,50%,0,0%,7,29%,
53,2022,2022-10-02,4,4,,LVR,,DEN,W 32-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,2022,2022-10-10,5,5,,LVR,@,KAN,L 29-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,2022,2022-10-23,6,7,25.170,LVR,,HOU,W 38-20,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,96%,0,0%,6,22%,
56,2022,2022-10-30,7,8,25.177,LVR,@,NOR,L 0-24,*,9,6,31,5.17,0,66.7%,3.44,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,1,5%,
57,2022,2022-11-06,8,9,25.184,LVR,@,JAX,L 20-27,*,5,2,42,21.00,0,40.0%,8.40,0,2,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,57,97%,0,0%,4,15%,
58,2022,2022-11-13,9,10,25.191,LVR,,IND,L 20-25,*,4,3,43,14.33,1,75.0%,10.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,96%,0,0%,1,4%,
59,2022,2022-11-20,10,11,25.198,LVR,@,DEN,W 22-16,*,3,1,33,33.00,0,33.3%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,5,17%,
60,2022,2022-11-27,11,12,25.205,LVR,@,SEA,W 40-34,*,7,3,33,11.00,1,42.9%,4.71,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,7,21%,
61,2022,2022-12-04,12,13,25.212,LVR,,LAC,W 27-20,*,3,1,32,32.00,0,33.3%,10.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,90%,0,0%,6,20%,
62,2022,2022-12-08,13,14,25.216,LVR,@,LAR,L 16-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,5,20%,
63,2022,2022-12-18,14,15,25.226,LVR,,NWE,W 30-24,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,56%,0,0%,8,25%,
64,2022,2022-12-24,15,16,25.232,LVR,@,PIT,L 10-13,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,68%,0,0%,6,27%,
65,2022,2023-01-01,16,17,25.240,LVR,,SFO,L 34-37,*,3,3,55,18.33,0,100.0%,18.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,79%,0,0%,16,48%,
66,2022,2023-01-07,17,18,25.246,LVR,,KAN,L 13-31,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,40%,0,0%,10,43%,
67,2023,2023-09-10,1,1,26.127,NOR,,TEN,W 16-15,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,32,49%,0,0%,9,32%,
68,2023,2023-09-18,2,2,26.135,NOR,@,CAR,W 20-17,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,47%,0,0%,14,52%,
69,2023,2023-09-24,3,3,,NOR,@,GNB,L 17-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,2023,2023-10-01,4,4,,NOR,,TAM,L 9-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,2023,2023-10-08,5,5,26.155,NOR,@,NWE,W 34-0,*,1,1,6,6.00,1,100.0%,6.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,67%,0,0%,9,29%,
72,2023,2023-10-15,6,6,26.162,NOR,@,HOU,L 13-20,,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,48%,0,0%,10,38%,
73,2023,2023-10-19,7,7,26.166,NOR,,JAX,L 24-31,*,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,50%,0,0%,9,28%,
74,2023,2023-10-29,8,8,26.176,NOR,@,IND,W 38-27,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,46,70%,0,0%,10,29%,
75,2023,2023-11-05,9,9,26.183,NOR,,CHI,W 24-17,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,49%,0,0%,9,38%,
76,2023,2023-11-12,10,10,26.190,NOR,@,MIN,L 19-27,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,21,31%,0,0%,7,24%,
77,2023,2023-11-26,11,12,26.204,NOR,@,ATL,L 15-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,31,43%,0,0%,7,29%,
78,2023,2023-12-03,12,13,26.211,NOR,,DET,L 28-33,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,60%,0,0%,11,37%,
79,2023,2023-12-10,13,14,26.218,NOR,,CAR,W 28-6,*,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,63%,0,0%,13,54%,
80,2023,2023-12-17,14,15,26.225,NOR,,NYG,W 24-6,*,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,73%,0,0%,9,39%,
81,2023,2023-12-21,15,16,26.229,NOR,@,LAR,L 22-30,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,40%,0,0%,4,17%,
82,2023,2023-12-31,16,17,26.239,NOR,@,TAM,W 23-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,54%,0,0%,13,50%,
83,2023,2024-01-07,17,18,26.246,NOR,,ATL,W 48-17,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,60%,0,0%,15,47%,
84,2024,2024-09-08,1,1,27.125,NOR,,CAR,W 47-10,*,4,4,43,10.75,1,100.0%,10.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,77%,0,0%,8,27%,
85,2024,2024-09-15,2,2,27.132,NOR,@,DAL,W 44-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,80%,0,0%,7,26%,
86,2024,2024-09-22,3,3,27.139,NOR,,PHI,L 12-15,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,71%,0,0%,2,12%,
87,2024,2024-09-29,4,4,27.146,NOR,@,ATL,L 24-26,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,42,57%,0,0%,4,14%,
88,2024,2024-10-07,5,5,27.154,NOR,@,KAN,L 13-26,*,2,2,13,6.50,1,100.0%,6.50,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,28,53%,0,0%,2,8%,
89,2024,2024-10-13,6,6,27.160,NOR,,TAM,L 27-51,*,2,2,54,27.00,0,100.0%,27.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,49%,0,0%,5,14%,
90,2024,2024-10-17,7,7,27.164,NOR,,DEN,L 10-33,*,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,60%,0,0%,2,7%,
91,2024,2024-10-27,8,8,27.174,NOR,@,LAC,L 8-26,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,78%,0,0%,3,9%,
92,2024,2024-11-03,9,9,27.181,NOR,@,CAR,L 22-23,*,2,1,17,17.00,1,50.0%,8.50,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,80%,0,0%,4,14%,
93,2024,2024-11-10,10,10,27.188,NOR,,ATL,W 20-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,83%,0,0%,9,33%,
94,2024,2024-11-17,11,11,27.195,NOR,,CLE,W 35-14,*,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,85%,0,0%,4,16%,
