Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
19,2023,2023-09-17,2,2,23.299,ARI,,NYG,L 28-31,*,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,51%,0,0%,5,18%,
20,2023,2023-09-24,3,3,23.306,ARI,,DAL,W 28-16,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,49%,0,0%,8,32%,
21,2023,2023-10-01,4,4,23.313,ARI,@,SFO,L 16-35,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,19,27%,0,0%,6,27%,
22,2023,2023-10-08,5,5,23.320,ARI,,CIN,L 20-34,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,33%,0,0%,7,26%,
23,2023,2023-10-15,6,6,23.327,ARI,@,LAR,L 9-26,,5,4,62,15.50,0,80.0%,12.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,58%,0,0%,6,22%,
24,2023,2023-10-22,7,7,23.334,ARI,@,SEA,L 10-20,,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,53%,0,0%,9,38%,
25,2023,2023-10-29,8,8,23.341,ARI,,BAL,L 24-31,*,14,10,95,9.50,1,71.4%,6.79,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,82%,0,0%,2,7%,
26,2023,2023-11-05,9,9,23.348,ARI,@,CLE,L 0-27,*,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,
27,2023,2023-11-12,10,10,23.355,ARI,,ATL,W 25-23,*,9,8,131,16.38,0,88.9%,14.56,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,77%,0,0%,5,19%,
28,2023,2023-11-19,11,11,23.362,ARI,@,HOU,L 16-21,*,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,2,11%,
29,2023,2023-11-26,12,12,24.004,ARI,,LAR,L 14-37,*,9,7,60,8.57,0,77.8%,6.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,3,11%,
30,2023,2023-12-03,13,13,24.011,ARI,@,PIT,W 24-10,*,9,8,89,11.13,1,88.9%,9.89,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,96%,0,0%,5,21%,
31,2023,2023-12-17,14,15,24.025,ARI,,SFO,L 29-45,*,11,10,102,10.20,0,90.9%,9.27,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,53,72%,0,0%,5,16%,
32,2023,2023-12-24,15,16,24.032,ARI,@,CHI,L 16-27,*,8,6,31,5.17,0,75.0%,3.88,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,97%,0,0%,2,7%,
33,2023,2023-12-31,16,17,24.039,ARI,@,PHI,W 35-31,*,7,6,48,8.00,0,85.7%,6.86,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,88%,0,0%,5,20%,
34,2023,2024-01-07,17,18,24.046,ARI,,SEA,L 20-21,*,6,3,34,11.33,1,50.0%,5.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,68,97%,0,0%,6,23%,
35,2024,2024-09-08,1,1,24.291,ARI,@,BUF,L 28-34,*,9,5,30,6.00,0,55.6%,3.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,85%,0,0%,0,0%,
36,2024,2024-09-15,2,2,24.298,ARI,,LAR,W 41-10,*,6,6,67,11.17,0,100.0%,11.17,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,1,0,1,55,83%,0,0%,0,0%,
37,2024,2024-09-22,3,3,24.305,ARI,,DET,L 13-20,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,85%,0,0%,2,9%,
38,2024,2024-09-29,4,4,,ARI,,WAS,L 14-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,2024,2024-10-06,5,5,24.319,ARI,@,SFO,W 24-23,*,9,6,53,8.83,0,66.7%,5.89,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,88%,0,0%,5,21%,
40,2024,2024-10-13,6,6,24.326,ARI,@,GNB,L 13-34,*,8,8,96,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,93%,0,0%,0,0%,
41,2024,2024-10-21,7,7,24.334,ARI,,LAC,W 17-15,*,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,54,95%,0,0%,0,0%,
42,2024,2024-10-27,8,8,24.340,ARI,@,MIA,W 28-27,*,11,9,124,13.78,0,81.8%,11.27,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,97%,0,0%,0,0%,
43,2024,2024-11-03,9,9,24.347,ARI,,CHI,W 29-9,*,4,3,35,11.67,0,75.0%,8.75,1,2,2.00,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,90%,0,0%,1,4%,
44,2024,2024-11-10,10,10,24.354,ARI,,NYJ,W 31-6,*,5,4,71,17.75,0,80.0%,14.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,5,28%,
45,2024,2024-11-24,11,12,25.002,ARI,@,SEA,L 6-16,*,15,12,133,11.08,0,80.0%,8.87,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,97%,0,0%,0,0%,
