Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
17,2018,2018-09-09,1,1,23.127,PIT,@,CLE,T 21-21,*,31,135,4.35,2,6,5,57,11.40,0,83.3%,9.50,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,77,92%,0,0%,0,0%,
18,2018,2018-09-16,2,2,23.134,PIT,,KAN,L 37-42,*,8,17,2.13,1,5,5,48,9.60,0,100.0%,9.60,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,72,88%,0,0%,0,0%,
19,2018,2018-09-24,3,3,23.142,PIT,@,TAM,W 30-27,,15,61,4.07,0,6,5,34,6.80,0,83.3%,5.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,85%,0,0%,0,0%,
20,2018,2018-09-30,4,4,23.148,PIT,,BAL,L 14-26,*,9,19,2.11,0,7,3,25,8.33,0,42.9%,3.57,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,49,79%,0,0%,0,0%,
21,2018,2018-10-07,5,5,23.155,PIT,,ATL,W 41-17,*,21,110,5.24,2,4,4,75,18.75,0,100.0%,18.75,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,45,74%,0,0%,0,0%,
22,2018,2018-10-14,6,6,23.162,PIT,@,CIN,W 28-21,*,19,111,5.84,2,7,4,18,4.50,0,57.1%,2.57,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,66,90%,0,0%,0,0%,
23,2018,2018-10-28,7,8,23.176,PIT,,CLE,W 33-18,*,24,146,6.08,2,6,5,66,13.20,0,83.3%,11.00,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,56,79%,0,0%,1,3%,
24,2018,2018-11-04,8,9,23.183,PIT,@,BAL,W 23-16,*,24,107,4.46,0,9,7,56,8.00,1,77.8%,6.22,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,84%,0,0%,0,0%,
25,2018,2018-11-08,9,10,23.187,PIT,,CAR,W 52-21,*,13,65,5.00,1,1,1,8,8.00,0,100.0%,8.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,40%,0,0%,0,0%,
26,2018,2018-11-18,10,11,23.197,PIT,@,JAX,W 20-16,*,9,25,2.78,0,9,6,24,4.00,0,66.7%,2.67,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,0,0%,
27,2018,2018-11-25,11,12,23.204,PIT,@,DEN,L 17-24,*,13,53,4.08,0,4,4,42,10.50,0,100.0%,10.50,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,67,86%,0,0%,0,0%,
28,2018,2018-12-02,12,13,23.211,PIT,,LAC,L 30-33,*,15,60,4.00,2,4,3,14,4.67,0,75.0%,3.50,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,49,72%,0,0%,0,0%,
29,2018,2018-12-09,,14,,PIT,@,OAK,L 21-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2018,2018-12-16,,15,,PIT,,NWE,W 17-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,2018,2018-12-23,,16,,PIT,@,NOR,L 28-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,2018,2018-12-30,16,17,23.239,PIT,,CIN,W 16-13,*,14,64,4.57,0,3,3,30,10.00,0,100.0%,10.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,47%,0,0%,0,0%,
33,2019,2019-09-08,1,1,24.126,PIT,@,NWE,L 3-33,*,10,21,2.10,0,4,4,44,11.00,0,100.0%,11.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,46%,0,0%,0,0%,
34,2019,2019-09-15,2,2,24.133,PIT,,SEA,L 26-28,*,11,33,3.00,1,4,3,12,4.00,0,75.0%,3.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,55%,0,0%,0,0%,
35,2019,2019-09-22,3,3,24.140,PIT,@,SFO,L 20-24,*,13,43,3.31,0,4,4,14,3.50,0,100.0%,3.50,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,36,68%,0,0%,0,0%,
36,2019,2019-09-30,4,4,24.148,PIT,,CIN,W 27-3,*,10,42,4.20,0,8,8,83,10.38,1,100.0%,10.38,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,66%,0,0%,0,0%,
37,2019,2019-10-06,5,5,24.154,PIT,,BAL,L 23-26,*,14,55,3.93,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,79%,0,0%,0,0%,
38,2019,2019-10-13,6,6,24.161,PIT,@,LAC,W 24-17,*,16,41,2.56,1,7,7,78,11.14,1,100.0%,11.14,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,49%,0,0%,0,0%,
39,2019,2019-10-28,7,8,24.176,PIT,,MIA,W 27-14,*,23,145,6.30,1,4,3,5,1.67,0,75.0%,1.25,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,
40,2019,2019-11-03,,9,,PIT,,IND,W 26-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2019,2019-11-10,,10,,PIT,,LAR,W 17-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,2019,2019-11-14,10,11,24.193,PIT,@,CLE,L 7-21,*,5,10,2.00,0,2,1,6,6.00,0,50.0%,3.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,18%,0,0%,0,0%,
43,2019,2019-11-24,,12,,PIT,@,CIN,W 16-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,2019,2019-12-01,,13,,PIT,,CLE,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,2019,2019-12-08,,14,,PIT,@,ARI,W 23-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,2019,2019-12-15,14,15,24.224,PIT,,BUF,L 10-17,*,8,42,5.25,0,5,4,9,2.25,1,80.0%,1.80,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,34,58%,0,0%,0,0%,
47,2019,2019-12-22,15,16,24.231,PIT,@,NYJ,L 10-16,*,6,32,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,
48,2019,2019-12-29,,17,,PIT,@,BAL,L 10-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,2020,2020-09-14,1,1,25.132,PIT,@,NYG,W 26-16,*,6,9,1.50,0,4,2,8,4.00,0,50.0%,2.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,15,23%,0,0%,0,0%,
50,2020,2020-09-20,2,2,25.138,PIT,,DEN,W 26-21,*,16,106,6.63,1,2,2,15,7.50,0,100.0%,7.50,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,77%,0,0%,0,0%,
51,2020,2020-09-27,3,3,25.145,PIT,,HOU,W 28-21,*,18,109,6.06,1,5,4,40,10.00,0,80.0%,8.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,66%,0,0%,0,0%,
52,2020,2020-10-11,4,5,25.159,PIT,,PHI,W 38-29,,15,44,2.93,1,3,3,19,6.33,0,100.0%,6.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,62%,0,0%,0,0%,
53,2020,2020-10-18,5,6,25.166,PIT,,CLE,W 38-7,*,20,101,5.05,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,
54,2020,2020-10-25,6,7,25.173,PIT,@,TEN,W 27-24,*,20,82,4.10,0,5,3,29,9.67,0,60.0%,5.80,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,66,84%,0,0%,0,0%,
55,2020,2020-11-01,7,8,25.180,PIT,@,BAL,W 28-24,*,15,47,3.13,1,3,3,13,4.33,0,100.0%,4.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,57%,0,0%,0,0%,
56,2020,2020-11-08,8,9,25.187,PIT,@,DAL,W 24-19,*,9,22,2.44,0,2,2,-2,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,
57,2020,2020-11-15,9,10,25.194,PIT,,CIN,W 36-10,*,13,36,2.77,0,2,2,12,6.00,0,100.0%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,
58,2020,2020-11-22,10,11,25.201,PIT,@,JAX,W 27-3,*,13,89,6.85,0,3,3,10,3.33,0,100.0%,3.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,
59,2020,2020-12-02,11,12,,PIT,,BAL,W 19-14,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
60,2020,2020-12-07,12,13,,PIT,,WAS,L 17-23,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
61,2020,2020-12-13,13,14,25.222,PIT,@,BUF,L 15-26,*,10,18,1.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,23,40%,0,0%,0,0%,
62,2020,2020-12-21,14,15,,PIT,@,CIN,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,2020,2020-12-27,15,16,25.236,PIT,,IND,W 28-24,,5,21,4.20,1,5,5,45,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,62%,0,0%,0,0%,
64,2020,2021-01-03,16,17,25.243,PIT,@,CLE,L 22-24,*,9,37,4.11,0,8,5,25,5.00,0,62.5%,3.13,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,
65,2021,2021-09-12,1,1,26.130,ARI,@,TEN,W 38-13,,16,53,3.31,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,49%,0,0%,0,0%,
66,2021,2021-09-19,2,2,26.137,ARI,,MIN,W 34-33,,8,26,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,0,0%,
67,2021,2021-09-26,3,3,26.144,ARI,@,JAX,W 31-19,,11,43,3.91,2,1,1,10,10.00,0,100.0%,10.00,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,
68,2021,2021-10-03,4,4,26.151,ARI,@,LAR,W 37-20,,18,50,2.78,2,2,2,16,8.00,0,100.0%,8.00,,2,12,0.0,0,0,0,0,0,1,0,0,0,0,0,33,42%,0,0%,0,0%,
69,2021,2021-10-10,5,5,26.158,ARI,,SFO,W 17-10,,10,29,2.90,1,1,1,8,8.00,0,100.0%,8.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,1,5%,
70,2021,2021-10-17,6,6,26.165,ARI,@,CLE,W 37-14,,16,71,4.44,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,55%,0,0%,2,9%,
71,2021,2021-10-24,7,7,26.172,ARI,,HOU,W 31-5,,10,64,6.40,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,0,0%,
72,2021,2021-10-28,8,8,26.176,ARI,,GNB,L 21-24,,5,22,4.40,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,22,37%,0,0%,1,5%,
73,2021,2021-11-07,9,9,26.186,ARI,@,SFO,W 31-17,,21,96,4.57,2,5,5,77,15.40,1,100.0%,15.40,,3,18,0.0,0,0,0,0,0,1,0,0,1,0,0,54,77%,0,0%,1,4%,
74,2021,2021-11-14,10,10,26.193,ARI,,CAR,L 10-34,*,10,39,3.90,1,4,3,25,8.33,0,75.0%,6.25,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,82%,0,0%,0,0%,
75,2021,2021-11-21,11,11,26.200,ARI,@,SEA,W 23-13,*,21,62,2.95,1,6,5,37,7.40,0,83.3%,6.17,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,68,82%,0,0%,0,0%,
76,2021,2021-12-05,12,13,26.214,ARI,@,CHI,W 33-22,*,20,75,3.75,0,2,2,36,18.00,1,100.0%,18.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,91%,0,0%,1,4%,
77,2021,2021-12-13,13,14,26.222,ARI,,LAR,L 23-30,*,13,31,2.38,2,9,9,94,10.44,0,100.0%,10.44,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,75,96%,0,0%,0,0%,
78,2021,2021-12-19,14,15,26.228,ARI,@,DET,L 12-30,*,8,39,4.88,0,2,2,31,15.50,0,100.0%,15.50,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,44%,0,0%,0,0%,
79,2021,2021-12-25,15,16,,ARI,,IND,L 16-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,2021,2022-01-02,16,17,,ARI,@,DAL,W 25-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,2021,2022-01-09,17,18,26.249,ARI,,SEA,L 30-38,*,15,52,3.47,1,6,6,41,6.83,1,100.0%,6.83,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,
82,2022,2022-09-11,1,1,27.129,ARI,,KAN,L 21-44,*,10,26,2.60,1,6,5,29,5.80,0,83.3%,4.83,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,47,72%,0,0%,0,0%,
83,2022,2022-09-18,2,2,27.136,ARI,@,LVR,W 29-23,*,7,25,3.57,0,4,2,26,13.00,0,50.0%,6.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,21%,0,0%,0,0%,
84,2022,2022-09-25,3,3,27.143,ARI,,LAR,L 12-20,*,13,39,3.00,0,5,3,18,6.00,0,60.0%,3.60,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,60%,0,0%,0,0%,
85,2022,2022-10-02,4,4,27.150,ARI,@,CAR,W 26-16,*,15,55,3.67,0,3,3,22,7.33,0,100.0%,7.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,66%,0,0%,0,0%,
86,2022,2022-10-09,5,5,27.157,ARI,,PHI,L 17-20,*,9,55,6.11,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,
87,2022,2022-10-16,6,6,,ARI,@,SEA,L 9-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
88,2022,2022-10-20,7,7,,ARI,,NOR,W 42-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
89,2022,2022-10-30,8,8,,ARI,@,MIN,L 26-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
90,2022,2022-11-06,9,9,27.185,ARI,,SEA,L 21-31,*,7,45,6.43,0,5,5,19,3.80,0,100.0%,3.80,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,45,71%,0,0%,0,0%,
91,2022,2022-11-13,10,10,27.192,ARI,@,LAR,W 27-17,*,21,69,3.29,2,3,3,17,5.67,0,100.0%,5.67,,2,12,0.0,0,0,0,0,0,0,0,0,1,0,0,65,96%,0,0%,0,0%,
92,2022,2022-11-21,11,11,27.200,ARI,,SFO,L 10-38,*,14,42,3.00,1,5,2,12,6.00,0,40.0%,2.40,,1,6,0.0,1,0,1,0,0,1,0,0,0,0,0,55,77%,0,0%,0,0%,
93,2022,2022-11-27,12,12,27.206,ARI,,LAC,L 24-25,*,25,120,4.80,0,3,3,20,6.67,1,100.0%,6.67,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,64,97%,0,0%,0,0%,
94,2022,2022-12-12,13,14,27.221,ARI,,NWE,L 13-27,*,15,85,5.67,1,7,6,29,4.83,0,85.7%,4.14,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,71,95%,0,0%,0,0%,
95,2022,2022-12-18,14,15,27.227,ARI,@,DEN,L 15-24,*,16,63,3.94,1,5,3,28,9.33,0,60.0%,5.60,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,
96,2022,2022-12-25,15,16,27.234,ARI,,TAM,L 16-19,*,15,79,5.27,1,8,7,41,5.86,0,87.5%,5.13,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,74,97%,0,0%,0,0%,
97,2022,2023-01-01,16,17,27.241,ARI,@,ATL,L 19-20,*,16,79,4.94,0,3,3,31,10.33,0,100.0%,10.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,55%,0,0%,0,0%,
98,2022,2023-01-08,17,18,,ARI,@,SFO,L 13-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
99,2023,2023-09-10,1,1,28.128,ARI,@,WAS,L 16-20,*,14,62,4.43,0,5,5,8,1.60,0,100.0%,1.60,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,
100,2023,2023-09-17,2,2,28.135,ARI,,NYG,L 28-31,*,23,106,4.61,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,72%,0,0%,0,0%,
101,2023,2023-09-24,3,3,28.142,ARI,,DAL,W 28-16,*,14,98,7.00,1,2,2,18,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,64%,0,0%,0,0%,
