Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
16,2020,2021-01-03,16,17,,SEA,@,SFO,W 26-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2021,2021-09-12,1,1,22.361,SEA,@,IND,W 28-16,,1,5,5.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,6%,0,0%,17,71%,
18,2021,2021-09-19,2,2,23.003,SEA,,TEN,L 30-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,30,10.00,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,0,0%,22,61%,
19,2021,2021-09-26,3,3,23.010,SEA,@,MIN,L 17-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,60%,
20,2021,2021-10-03,4,4,23.017,SEA,@,SFO,W 28-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,51,25.50,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,1,0,0,0,1,2%,0,0%,21,68%,
21,2021,2021-10-07,5,5,23.021,SEA,,LAR,L 17-26,,4,7,1.75,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,2,46,23.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,14,22%,0,0%,17,61%,
22,2021,2021-10-17,6,6,23.031,SEA,@,PIT,L 20-23,,4,17,4.25,0,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,,0,0,,,3,97,32.33,0,0,0,,0,0,0,0.0,1,2,3,0,0,1,0,0,1,0,0,22,34%,0,0%,24,71%,
23,2021,2021-10-25,7,7,23.039,SEA,,NOR,L 10-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,53,17.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,17,68%,
24,2021,2021-10-31,8,8,23.045,SEA,,JAX,W 31-7,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,17,74%,
25,2021,2021-11-14,9,10,23.059,SEA,@,GNB,L 0-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,79,26.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,14,78%,
26,2021,2021-11-21,10,11,23.066,SEA,,ARI,L 13-23,,4,25,6.25,1,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,18,37%,0,0%,15,56%,
27,2021,2021-11-29,11,12,23.074,SEA,@,WAS,L 15-17,,3,4,1.33,0,5,5,27,5.40,0,100.0%,5.40,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,60%,0,0%,14,58%,
28,2021,2021-12-05,12,13,23.080,SEA,,SFO,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,129,25.80,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,19,66%,
29,2021,2021-12-12,13,14,23.087,SEA,@,HOU,W 33-13,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,41,20.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,18%,0,0%,19,68%,
30,2021,2021-12-21,14,15,23.096,SEA,@,LAR,L 10-20,,8,41,5.13,1,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,58%,0,0%,16,67%,
31,2021,2021-12-26,15,16,23.101,SEA,,CHI,L 24-25,,4,15,3.75,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,0,0,,,3,79,26.33,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,22,39%,0,0%,17,68%,
32,2021,2022-01-02,16,17,23.108,SEA,,DET,W 51-29,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,48,24.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,6,19%,
33,2021,2022-01-09,17,18,23.115,SEA,@,ARI,W 38-30,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,20,63%,
34,2022,2022-09-12,1,1,23.361,SEA,,DEN,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,77,25.67,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,5%,0,0%,11,58%,
35,2022,2022-09-18,2,2,24.002,SEA,@,SFO,L 7-27,,0,0,,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,3,46,15.33,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,4%,0,0%,16,70%,
36,2022,2022-09-25,3,3,24.009,SEA,,ATL,L 23-27,,3,21,7.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,15,60%,
37,2022,2022-10-02,4,4,24.016,SEA,@,DET,W 48-45,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,4%,0,0%,19,58%,
38,2022,2022-10-09,5,5,24.023,SEA,@,NOR,L 32-39,,1,4,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,1,0,0,0,10,19%,0,0%,24,71%,
39,2022,2022-10-16,6,6,24.030,SEA,,ARI,W 19-9,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,34%,0,0%,15,58%,
40,2022,2022-10-23,7,7,24.037,SEA,@,LAC,W 37-23,,6,35,5.83,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,27%,0,0%,16,56%,
41,2022,2022-10-30,8,8,24.044,SEA,,NYG,W 27-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,5,8%,0,0%,18,60%,
42,2022,2022-11-06,9,9,24.051,SEA,@,ARI,W 31-21,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,3,23,7.67,0,0,0,0.0,1,1,2,0,0,1,0,0,1,47,0,2,3%,0,0%,12,44%,
43,2022,2022-11-13,10,10,24.058,SEA,@,TAM,L 16-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,62%,
44,2022,2022-11-27,11,12,24.072,SEA,,LVR,L 34-40,,1,2,2.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,2,52,26.00,0,1,11,11.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,14%,0,0%,21,62%,
45,2022,2022-12-04,12,13,24.079,SEA,@,LAR,W 27-23,,10,37,3.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,9,33%,
46,2022,2022-12-11,13,14,,SEA,,CAR,L 24-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2022,2022-12-15,14,15,,SEA,,SFO,L 13-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,2022,2022-12-24,15,16,24.099,SEA,@,KAN,L 10-24,,2,10,5.00,0,6,6,32,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,46%,0,0%,8,33%,
49,2022,2023-01-01,16,17,24.107,SEA,,NYJ,W 23-6,,7,43,6.14,0,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,38%,0,0%,14,56%,
50,2022,2023-01-08,17,18,24.114,SEA,,LAR,W 19-16,,2,29,14.50,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,24,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,16,49%,
51,2023,2023-09-10,1,1,24.359,SEA,,LAR,L 13-30,,2,4,2.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,1,34,34.00,0,1,18,18.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,22%,0,0%,15,54%,
52,2023,2023-09-17,2,2,25.001,SEA,@,DET,W 37-31,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,67,22.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,16,57%,
53,2023,2023-09-24,3,3,25.008,SEA,,CAR,W 37-27,,2,7,3.50,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,2,55,27.50,0,3,41,13.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,13%,0,0%,21,60%,
54,2023,2023-10-02,4,4,25.016,SEA,@,NYG,W 24-3,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,1,23,23.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7%,0,0%,17,74%,
55,2023,2023-10-15,5,6,25.029,SEA,@,CIN,L 13-17,,0,0,,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,1,21,21.00,0,3,34,11.33,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,4,5%,0,0%,17,74%,
56,2023,2023-10-22,6,7,25.036,SEA,,ARI,W 20-10,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,,,1,24,24.00,0,4,47,11.75,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,14,23%,0,0%,10,42%,
57,2023,2023-10-29,7,8,25.043,SEA,,CLE,W 24-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,65%,
58,2023,2023-11-05,8,9,25.050,SEA,@,BAL,L 3-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,18,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,48%,
59,2023,2023-11-12,9,10,25.057,SEA,,WAS,W 29-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,14,7.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,22,64%,
60,2023,2023-11-19,10,11,25.064,SEA,@,LAR,L 16-17,,1,4,4.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,25,12.50,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,7,11%,0,0%,15,58%,
61,2023,2023-11-23,11,12,25.068,SEA,,SFO,L 13-31,,2,10,5.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,7,13%,0,0%,20,69%,
62,2023,2023-11-30,12,13,25.075,SEA,@,DAL,L 35-41,,1,6,6.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,1,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,41%,0,0%,15,54%,
63,2023,2023-12-10,13,14,25.085,SEA,@,SFO,L 16-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,53,26.50,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,21,78%,
64,2023,2023-12-18,14,15,25.093,SEA,,PHI,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,20,74%,
65,2023,2023-12-24,15,16,25.099,SEA,@,TEN,W 20-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,74,24.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,13,59%,
66,2023,2023-12-31,16,17,25.106,SEA,,PIT,L 23-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,82,27.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,61%,
67,2023,2024-01-07,17,18,25.113,SEA,@,ARI,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,15,15.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,17,65%,
68,2024,2024-09-08,1,1,25.358,ARI,@,BUF,L 28-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,123,41.00,1,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,16,59%,
69,2024,2024-09-15,2,2,25.365,ARI,,LAR,W 41-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,15,60%,
70,2024,2024-09-22,3,3,26.006,ARI,,DET,L 13-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,16,70%,
71,2024,2024-09-29,4,4,26.013,ARI,,WAS,L 14-42,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,114,28.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0%,0,0%,15,65%,
72,2024,2024-10-06,5,5,26.020,ARI,@,SFO,W 24-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,39,39.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,14,59%,
73,2024,2024-10-13,6,6,26.027,ARI,@,GNB,L 13-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,79,26.33,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,17,63%,
74,2024,2024-10-21,7,7,26.035,ARI,,LAC,W 17-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,14,64%,
75,2024,2024-10-27,8,8,26.041,ARI,@,MIA,W 28-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,17,66%,
76,2024,2024-11-03,9,9,26.048,ARI,,CHI,W 29-9,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,19,68%,
77,2024,2024-11-10,10,10,26.055,ARI,,NYJ,W 31-6,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7%,0,0%,11,61%,
78,2024,2024-11-24,11,12,26.069,ARI,@,SEA,L 6-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,60,30.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,16,67%,
