Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2022,2022-11-24,11,12,,NYG,@,DAL,L 20-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2022,2022-12-04,12,13,22.073,NYG,,WAS,T 20-20,*,5,5,24,4.80,0,100.0%,4.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,97%,0,0%,0,0%,
13,2022,2022-12-11,13,14,22.080,NYG,,PHI,L 22-48,*,3,3,19,6.33,0,100.0%,6.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,61%,0,0%,1,3%,
14,2022,2022-12-18,14,15,22.087,NYG,@,WAS,W 20-12,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,
15,2022,2022-12-24,15,16,22.093,NYG,@,MIN,L 24-27,*,2,2,27,13.50,0,100.0%,13.50,0,0,,0,1,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,68,99%,0,0%,0,0%,
16,2022,2023-01-01,16,17,22.101,NYG,,IND,W 38-10,*,3,3,42,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,89%,0,0%,0,0%,
17,2022,2023-01-08,17,18,,NYG,@,PHI,L 16-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2023,2023-09-10,1,1,22.353,NYG,,DAL,L 0-40,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,63%,0,0%,13,54%,
19,2023,2023-09-17,2,2,22.360,NYG,@,ARI,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,28,41%,0,0%,14,50%,
20,2023,2023-09-21,3,3,22.364,NYG,@,SFO,L 12-30,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,60%,0,0%,15,54%,
21,2023,2023-10-02,4,4,23.010,NYG,,SEA,L 3-24,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,1,4%,
22,2023,2023-10-08,5,5,23.016,NYG,@,MIA,L 16-31,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,38%,0,0%,4,15%,
23,2023,2023-10-15,6,6,23.023,NYG,@,BUF,L 9-14,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,41,53%,0,0%,10,48%,
24,2023,2023-10-22,7,7,23.030,NYG,,WAS,W 14-7,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,36,53%,0,0%,18,62%,
25,2023,2023-10-29,8,8,23.037,NYG,,NYJ,L 10-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,89%,0,0%,20,54%,
26,2023,2023-11-05,9,9,23.044,NYG,@,LVR,L 6-30,*,3,3,43,14.33,0,100.0%,14.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,86%,0,0%,4,17%,
27,2023,2023-11-12,10,10,23.051,NYG,@,DAL,L 17-49,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,46,81%,0,0%,10,32%,
28,2023,2023-11-19,11,11,23.058,NYG,@,WAS,W 31-19,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,93%,0,0%,12,42%,
29,2023,2023-11-26,12,12,23.065,NYG,,NWE,W 10-7,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,90%,0,0%,10,43%,
30,2023,2023-12-11,13,14,23.080,NYG,,GNB,W 24-22,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,89%,0,0%,9,33%,
31,2023,2023-12-17,14,15,23.086,NYG,@,NOR,L 6-24,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,35,56%,0,0%,8,35%,
32,2023,2023-12-25,15,16,23.094,NYG,@,PHI,L 25-33,,5,4,43,10.75,0,80.0%,8.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,15,52%,
33,2023,2023-12-31,16,17,23.100,NYG,,LAR,L 25-26,,4,4,39,9.75,0,100.0%,9.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,43%,0,0%,16,53%,
34,2023,2024-01-07,17,18,23.107,NYG,,PHI,W 27-10,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,54,81%,0,0%,14,54%,
35,2024,2024-09-08,1,1,23.352,NYG,,MIN,L 6-28,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,23%,0,0%,13,54%,
36,2024,2024-09-15,2,2,23.359,NYG,@,WAS,L 18-21,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,4,7%,0,0%,10,48%,
37,2024,2024-09-22,3,3,24.000,NYG,@,CLE,W 21-15,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,26,36%,0,0%,18,69%,
38,2024,2024-09-26,4,4,24.004,NYG,,DAL,L 15-20,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,13,19%,0,0%,11,44%,
39,2024,2024-10-06,5,5,24.014,NYG,@,SEA,W 29-20,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,14,19%,0,0%,9,30%,
40,2024,2024-10-13,6,6,24.021,NYG,,CIN,L 7-17,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,18%,0,0%,11,50%,
41,2024,2024-10-20,7,7,24.028,NYG,,PHI,L 3-28,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,7,12%,0,0%,14,44%,
42,2024,2024-10-28,8,8,24.036,NYG,@,PIT,L 18-26,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,1,1%,0,0%,11,37%,
43,2024,2024-11-03,9,9,24.042,NYG,,WAS,L 22-27,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,14,22%,0,0%,3,14%,
44,2024,2024-11-10,10,10,24.049,NYG,@,CAR,L 17-20,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,8,11%,0,0%,11,37%,
45,2024,2024-11-24,11,12,24.063,NYG,,TAM,L 7-30,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,17,29%,0,0%,10,50%,
