Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
55,2022,2022-10-16,6,6,26.079,IND,,JAX,W 34-27,*,0,0,,0,0,0,0.0,8,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,89%,6,24%,
56,2022,2022-10-23,7,7,26.086,IND,@,TEN,L 10-19,*,0,0,,0,0,0,0.0,6,4,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0%,59,100%,10,42%,
57,2022,2022-10-30,8,8,26.093,IND,,WAS,L 16-17,*,0,0,,0,0,0,0.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,61%,10,38%,
58,2022,2022-11-06,9,9,26.100,IND,@,NWE,L 3-26,*,0,0,,0,0,0,0.0,4,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0%,29,46%,22,67%,
59,2022,2022-11-13,10,10,26.107,IND,@,LVR,W 25-20,*,0,0,,0,0,0,0.0,6,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,70,100%,5,22%,
60,2022,2022-11-20,11,11,26.114,IND,,PHI,L 16-17,*,0,0,,0,0,0,0.0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,7,28%,
61,2022,2022-11-28,12,12,26.122,IND,,PIT,L 17-24,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,80%,7,27%,
62,2022,2022-12-04,13,13,26.128,IND,@,DAL,L 19-54,*,0,0,,0,0,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,84%,11,35%,
63,2022,2022-12-17,14,15,26.141,IND,@,MIN,L 36-39,*,0,0,,0,0,0,0.0,6,6,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,86,96%,12,28%,
64,2022,2022-12-26,15,16,26.150,IND,,LAC,L 3-20,*,0,0,,0,0,0,0.0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,74%,7,39%,
65,2022,2023-01-01,16,17,26.156,IND,@,NYG,L 10-38,*,0,0,,0,0,0,0.0,13,4,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0%,61,97%,11,46%,
66,2022,2023-01-08,17,18,26.163,IND,,HOU,L 31-32,*,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,57%,6,22%,
67,2023,2023-09-10,1,1,27.043,NYG,,DAL,L 0-40,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,58,100%,0,0%,
68,2023,2023-09-17,2,2,27.050,NYG,@,ARI,W 31-28,*,0,0,,0,0,0,0.0,5,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,100%,0,0%,
69,2023,2023-09-21,3,3,27.054,NYG,@,SFO,L 12-30,*,0,0,,0,0,0,0.0,6,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,83,100%,0,0%,
70,2023,2023-10-02,4,4,27.065,NYG,,SEA,L 3-24,*,0,0,,0,0,0,0.0,6,4,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0%,55,100%,0,0%,
71,2023,2023-10-08,5,5,27.071,NYG,@,MIA,L 16-31,*,0,0,,0,0,0,0.0,4,6,10,0,0,1,7,0,2,0,0,0,0,0,0,0,0%,54,100%,0,0%,
72,2023,2023-10-15,6,6,27.078,NYG,@,BUF,L 9-14,*,0,0,,0,0,0,0.0,8,3,11,2,0,0,0,0,2,0,0,1,0,0,0,0,0%,61,100%,0,0%,
73,2023,2023-10-22,7,7,27.085,NYG,,WAS,W 14-7,*,0,0,,0,0,0,0.0,7,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,100%,0,0%,
74,2023,2023-10-29,8,8,27.092,NYG,,NYJ,L 10-13,*,0,0,,0,0,0,0.0,7,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,0,0%,
75,2023,2023-11-05,9,9,27.099,NYG,@,LVR,L 6-30,*,0,0,,0,0,0,0.0,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,0,0%,
76,2023,2023-11-12,10,10,27.106,NYG,@,DAL,L 17-49,*,0,0,,0,0,0,0.0,7,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,78,100%,0,0%,
77,2023,2023-11-19,11,11,27.113,NYG,@,WAS,W 31-19,*,0,0,,0,0,0,0.0,6,8,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0%,81,100%,0,0%,
78,2023,2023-11-26,12,12,27.120,NYG,,NWE,W 10-7,*,0,0,,0,0,0,0.0,7,1,8,0,0,1,55,0,2,0,0,0,0,0,0,0,0%,68,100%,0,0%,
79,2023,2023-12-11,13,14,27.135,NYG,,GNB,W 24-22,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,0,0%,
80,2023,2023-12-17,14,15,27.141,NYG,@,NOR,L 6-24,*,0,0,,0,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
81,2023,2023-12-25,15,16,27.149,NYG,@,PHI,L 25-33,*,0,0,,0,0,0,0.0,8,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,75,100%,0,0%,
82,2023,2023-12-31,16,17,27.155,NYG,,LAR,L 25-26,*,0,0,,0,0,0,1.5,2,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,0,0%,
83,2023,2024-01-07,17,18,27.162,NYG,,PHI,W 27-10,*,0,0,,0,0,0,1.0,5,3,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,65,100%,0,0%,
84,2024,2024-09-08,1,1,28.041,NYG,,MIN,L 6-28,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0%,55,100%,4,17%,
85,2024,2024-09-15,2,2,28.048,NYG,@,WAS,L 18-21,*,0,0,,0,0,0,1.0,4,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,72,100%,7,33%,
86,2024,2024-09-22,3,3,28.055,NYG,@,CLE,W 21-15,*,0,0,,0,0,0,0.5,1,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,2,8%,
87,2024,2024-09-26,4,4,28.059,NYG,,DAL,L 15-20,*,0,0,,0,0,0,0.0,5,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,100%,5,20%,
88,2024,2024-10-06,5,5,28.069,NYG,@,SEA,W 29-20,*,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,5,17%,
89,2024,2024-10-13,6,6,28.076,NYG,,CIN,L 7-17,*,0,0,,0,0,0,0.0,2,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0%,53,100%,3,14%,
90,2024,2024-10-20,7,7,28.083,NYG,,PHI,L 3-28,*,0,0,,0,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,86%,4,13%,
91,2024,2024-10-28,8,8,28.091,NYG,@,PIT,L 18-26,*,0,0,,0,0,0,0.5,7,7,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0%,66,100%,6,20%,
92,2024,2024-11-03,9,9,28.097,NYG,,WAS,L 22-27,*,0,0,,0,0,0,0.0,5,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,98%,5,23%,
93,2024,2024-11-10,10,10,28.104,NYG,@,CAR,L 17-20,*,0,0,,0,0,0,0.0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,95%,4,13%,
94,2024,2024-11-24,11,12,28.118,NYG,,TAM,L 7-30,*,0,0,,0,0,0,0.0,5,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,60,92%,5,25%,
