Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
47,2020,2020-12-27,15,16,24.204,CAR,@,WAS,W 20-13,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,39,58%,0,0%,3,14%,
48,2020,2021-01-03,16,17,24.211,CAR,,NOR,L 7-33,*,3,1,-1,-1.00,0,33.3%,-0.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,66%,0,0%,6,26%,
49,2021,2021-09-12,1,1,25.098,CAR,,NYJ,W 19-14,*,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,55%,0,0%,4,14%,
50,2021,2021-09-19,2,2,25.105,CAR,,NOR,W 26-7,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,68%,0,0%,6,24%,
51,2021,2021-09-23,3,3,25.109,CAR,@,HOU,W 24-9,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,37,51%,0,0%,0,0%,
52,2021,2021-10-03,4,4,25.119,CAR,@,DAL,L 28-36,,3,3,15,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,63%,0,0%,0,0%,
53,2021,2021-10-10,5,5,25.126,CAR,,PHI,L 18-21,,5,4,40,10.00,0,80.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,63%,0,0%,0,0%,
54,2021,2021-10-17,6,6,25.133,CAR,,MIN,L 28-34,*,2,1,41,41.00,0,50.0%,20.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,54%,0,0%,0,0%,
55,2021,2021-10-24,7,7,25.140,CAR,@,NYG,L 3-25,*,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,70%,0,0%,6,22%,
56,2021,2021-10-31,8,8,25.147,CAR,@,ATL,W 19-13,*,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,62%,0,0%,1,4%,
57,2021,2021-11-07,9,9,25.154,CAR,,NWE,L 6-24,*,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0,0,0,0,0,0,0,1,9,0,38,64%,0,0%,0,0%,
58,2021,2021-11-14,10,10,25.161,CAR,@,ARI,W 34-10,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,57,76%,0,0%,2,8%,
59,2021,2021-11-21,11,11,25.168,CAR,,WAS,L 21-27,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,63%,0,0%,0,0%,
60,2021,2021-11-28,12,12,25.175,CAR,@,MIA,L 10-33,*,3,0,0,,0,0.0%,0.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,40,73%,0,0%,7,25%,
61,2021,2021-12-12,13,14,25.189,CAR,,ATL,L 21-29,*,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,55%,0,0%,0,0%,
62,2021,2021-12-19,14,15,25.196,CAR,@,BUF,L 14-31,*,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,55%,0,0%,5,23%,
63,2021,2021-12-26,15,16,25.203,CAR,,TAM,L 6-32,*,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,34%,0,0%,8,30%,
64,2021,2022-01-02,16,17,25.210,CAR,@,NOR,L 10-18,*,3,3,33,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,89%,0,0%,9,33%,
65,2021,2022-01-09,17,18,25.217,CAR,@,TAM,L 17-41,,,,,,,0.0%,,0,0,,,,,,,,,,,,,37,51%,0,0%,0,0%,
66,2022,2022-09-11,1,1,26.097,CAR,,CLE,L 24-26,*,3,2,53,26.50,0,66.7%,17.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,66%,0,0%,12,38%,
67,2022,2022-09-18,2,2,26.104,CAR,@,NYG,L 16-19,*,3,1,13,13.00,0,33.3%,4.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,74%,0,0%,10,33%,
68,2022,2022-09-25,3,3,26.111,CAR,,NOR,W 22-14,*,3,2,13,6.50,0,66.7%,4.33,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,38,62%,0,0%,12,41%,
69,2022,2022-10-02,4,4,26.118,CAR,,ARI,L 16-26,*,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,29%,0,0%,13,57%,
70,2022,2022-10-09,5,5,26.125,CAR,,SFO,L 15-37,*,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,39%,0,0%,11,39%,
71,2022,2022-10-16,6,6,26.132,CAR,@,LAR,L 10-24,*,2,2,22,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,52%,0,0%,10,38%,
72,2022,2022-10-23,7,7,26.139,CAR,,TAM,W 21-3,*,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,62%,0,0%,8,33%,
73,2022,2022-10-30,8,8,26.146,CAR,@,ATL,L 34-37,*,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,55%,0,0%,13,37%,
74,2022,2022-11-06,9,9,26.153,CAR,@,CIN,L 21-42,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,18,37%,0,0%,10,35%,
75,2022,2022-11-10,10,10,26.157,CAR,,ATL,W 25-15,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,33,50%,0,0%,9,31%,
76,2022,2022-11-20,11,11,26.167,CAR,@,BAL,L 3-13,*,4,3,24,8.00,0,75.0%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,54%,0,0%,7,30%,
77,2022,2022-11-27,12,12,26.174,CAR,,DEN,W 23-10,*,2,2,21,10.50,0,100.0%,10.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,8,27%,
78,2022,2022-12-11,13,14,26.188,CAR,@,SEA,W 30-24,*,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,64%,0,0%,11,39%,
79,2022,2022-12-18,14,15,26.195,CAR,,PIT,L 16-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,46%,0,0%,9,36%,
80,2022,2022-12-24,15,16,26.201,CAR,,DET,W 37-23,*,3,1,12,12.00,0,33.3%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,63%,0,0%,12,42%,
81,2022,2023-01-01,16,17,26.209,CAR,@,TAM,L 24-30,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,55%,0,0%,10,32%,
82,2022,2023-01-08,17,18,26.216,CAR,@,NOR,W 10-7,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,34,58%,0,0%,4,20%,
83,2023,2023-09-10,1,1,27.096,CAR,@,ATL,L 10-24,,,,,,,0.0%,,0,0,,,,,,,,,,,,,15,19%,0,0%,7,27%,
84,2023,2023-09-18,2,2,27.104,CAR,,NOR,L 17-20,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,19,32%,0,0%,8,30%,
85,2023,2023-09-24,3,3,27.110,CAR,@,SEA,L 27-37,*,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,16%,0,0%,10,29%,
86,2023,2023-10-01,4,4,27.117,CAR,,MIN,L 13-21,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,35%,0,0%,4,18%,
87,2023,2023-10-08,5,5,27.124,CAR,@,DET,L 24-42,,2,1,28,28.00,0,50.0%,14.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,11,41%,
88,2023,2023-10-15,6,6,,CAR,@,MIA,L 21-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
89,2023,2023-10-29,7,8,,CAR,,HOU,W 15-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
90,2023,2023-11-05,8,9,,CAR,,IND,L 13-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
91,2023,2023-11-09,9,10,,CAR,@,CHI,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
92,2023,2023-11-19,10,11,27.166,CAR,,DAL,L 10-33,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,16,27%,0,0%,15,56%,
93,2023,2023-11-26,11,12,27.173,CAR,@,TEN,L 10-17,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,25,34%,0,0%,11,46%,
94,2023,2023-12-03,12,13,27.180,CAR,@,TAM,L 18-21,*,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,67%,0,0%,12,41%,
95,2023,2023-12-10,13,14,27.187,CAR,@,NOR,L 6-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,3,4%,0,0%,7,29%,
96,2023,2023-12-17,14,15,,CAR,,ATL,W 9-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
97,2023,2023-12-24,15,16,27.201,CAR,,GNB,L 30-33,,,,,,,0.0%,,0,0,,,,,,,,,,,,,12,18%,0,0%,6,20%,
98,2023,2023-12-31,16,17,27.208,CAR,@,JAX,L 0-26,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,11%,0,0%,7,30%,
99,2023,2024-01-07,17,18,27.215,CAR,,TAM,L 0-9,,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,37%,0,0%,7,35%,
100,2024,2024-09-08,1,1,,CAR,@,NOR,L 10-47,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
101,2024,2024-09-15,2,2,,CAR,,LAC,L 3-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
102,2024,2024-09-22,3,3,,CAR,@,LVR,W 36-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
103,2024,2024-09-29,4,4,,CAR,,CIN,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
104,2024,2024-10-06,5,5,,CAR,@,CHI,L 10-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
105,2024,2024-10-13,6,6,28.129,CAR,,ATL,L 20-38,,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,0,0%,
106,2024,2024-10-20,7,7,28.136,CAR,@,WAS,L 7-40,,2,2,4,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,49%,0,0%,0,0%,
107,2024,2024-10-27,8,8,28.143,CAR,@,DEN,L 14-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,17,28%,0,0%,7,29%,
108,2024,2024-11-03,9,9,28.150,CAR,,NOR,W 23-22,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,21,40%,0,0%,2,7%,
109,2024,2024-11-10,10,10,28.157,CAR,,NYG,W 20-17,*,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,
110,2024,2024-11-24,11,12,,CAR,,KAN,L 27-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
