Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
48,2016,2017-01-01,16,17,26.132,MIN,,CHI,W 38-10,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,97%,0,0%,2,9%,
49,2017,2017-09-11,1,1,27.020,MIN,,NOR,W 29-19,*,10,9,157,17.44,0,90.0%,15.70,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,1,3%,
50,2017,2017-09-17,2,2,27.026,MIN,@,PIT,L 9-26,*,6,5,44,8.80,0,83.3%,7.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,62,95%,0,0%,0,0%,
51,2017,2017-09-24,3,3,27.033,MIN,,TAM,W 34-17,*,8,5,98,19.60,0,62.5%,12.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,85%,0,0%,0,0%,
52,2017,2017-10-01,4,4,27.040,MIN,,DET,L 7-14,*,8,5,59,11.80,0,62.5%,7.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,55,98%,0,0%,0,0%,
53,2017,2017-10-09,5,5,27.048,MIN,@,CHI,W 20-17,*,8,5,34,6.80,0,62.5%,4.25,1,11,11.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,97%,0,0%,0,0%,
54,2017,2017-10-15,6,6,27.054,MIN,,GNB,W 23-10,*,13,9,96,10.67,0,69.2%,7.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,72,94%,0,0%,0,0%,
55,2017,2017-10-22,7,7,27.061,MIN,,BAL,W 24-16,*,12,5,41,8.20,0,41.7%,3.42,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,98%,0,0%,0,0%,
56,2017,2017-10-29,8,8,27.068,MIN,@,CLE,W 33-16,*,10,5,98,19.60,1,50.0%,9.80,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,78,92%,0,0%,0,0%,
57,2017,2017-11-12,9,10,27.082,MIN,@,WAS,W 38-30,*,12,8,166,20.75,1,66.7%,13.83,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,90%,0,0%,1,3%,
58,2017,2017-11-19,10,11,27.089,MIN,,LAR,W 24-7,*,9,6,123,20.50,1,66.7%,13.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,73,94%,0,0%,0,0%,
59,2017,2017-11-23,11,12,27.093,MIN,@,DET,W 30-23,*,11,8,89,11.13,0,72.7%,8.09,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,91%,0,0%,0,0%,
60,2017,2017-12-03,12,13,27.103,MIN,@,ATL,W 14-9,*,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,91%,0,0%,0,0%,
61,2017,2017-12-10,13,14,27.110,MIN,@,CAR,L 24-31,*,12,6,105,17.50,1,50.0%,8.75,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,93%,0,0%,0,0%,
62,2017,2017-12-17,14,15,27.117,MIN,,CIN,W 34-7,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,83%,0,0%,1,3%,
63,2017,2017-12-23,15,16,27.123,MIN,@,GNB,W 16-0,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,92%,0,0%,0,0%,
64,2017,2017-12-31,16,17,27.131,MIN,,CHI,W 23-10,*,7,6,61,10.17,0,85.7%,8.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,88%,0,0%,1,3%,
65,2018,2018-09-09,1,1,28.018,MIN,,SFO,W 24-16,*,12,6,102,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,96%,0,0%,0,0%,
66,2018,2018-09-16,2,2,28.025,MIN,@,GNB,T 29-29,*,13,12,131,10.92,1,92.3%,10.08,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,70,96%,0,0%,0,0%,
67,2018,2018-09-23,3,3,28.032,MIN,,BUF,L 6-27,*,19,14,105,7.50,0,73.7%,5.53,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,
68,2018,2018-09-27,4,4,28.036,MIN,@,LAR,L 31-38,*,12,8,135,16.88,1,66.7%,11.25,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,73,99%,0,0%,2,6%,
69,2018,2018-10-07,5,5,28.046,MIN,@,PHI,W 23-21,*,10,7,116,16.57,1,70.0%,11.60,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,60,97%,0,0%,2,7%,
70,2018,2018-10-14,6,6,28.053,MIN,,ARI,W 27-17,*,13,11,123,11.18,1,84.6%,9.46,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,69,97%,0,0%,0,0%,
71,2018,2018-10-21,7,7,28.060,MIN,@,NYJ,W 37-17,*,10,9,110,12.22,1,90.0%,11.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,96%,0,0%,0,0%,
72,2018,2018-10-28,8,8,28.067,MIN,,NOR,L 20-30,*,7,7,103,14.71,1,100.0%,14.71,1,15,15.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,69,95%,0,0%,0,0%,
73,2018,2018-11-04,9,9,28.074,MIN,,DET,W 24-9,*,7,4,22,5.50,1,57.1%,3.14,1,5,5.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,92%,0,0%,1,4%,
74,2018,2018-11-18,10,11,28.088,MIN,@,CHI,L 20-25,*,12,7,66,9.43,0,58.3%,5.50,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,
75,2018,2018-11-25,11,12,28.095,MIN,,GNB,W 24-17,*,9,8,125,15.63,1,88.9%,13.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,97%,0,0%,1,4%,
76,2018,2018-12-02,12,13,28.102,MIN,@,NWE,L 10-24,*,10,5,28,5.60,1,50.0%,2.80,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,
77,2018,2018-12-10,13,14,28.110,MIN,@,SEA,L 7-21,*,7,5,70,14.00,0,71.4%,10.00,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,97%,0,0%,0,0%,
78,2018,2018-12-16,14,15,28.116,MIN,,MIA,W 41-17,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,91%,0,0%,0,0%,
79,2018,2018-12-23,15,16,28.123,MIN,@,DET,W 27-9,*,6,5,80,16.00,0,83.3%,13.33,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,93%,0,0%,0,0%,
80,2018,2018-12-30,16,17,28.130,MIN,,CHI,L 10-24,*,4,3,38,12.67,0,75.0%,9.50,1,-1,-1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,93%,0,0%,0,0%,
81,2019,2019-09-08,1,1,29.017,MIN,,ATL,W 28-12,*,3,3,43,14.33,1,100.0%,14.33,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,87%,0,0%,2,9%,
82,2019,2019-09-15,2,2,29.024,MIN,@,GNB,L 16-21,*,8,5,75,15.00,0,62.5%,9.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,98%,0,0%,0,0%,
83,2019,2019-09-22,3,3,29.031,MIN,,OAK,W 34-14,*,5,3,55,18.33,1,60.0%,11.00,1,1,1.00,1,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,54,87%,0,0%,1,4%,
84,2019,2019-09-29,4,4,29.038,MIN,@,CHI,L 6-16,*,6,2,6,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,
85,2019,2019-10-06,5,5,29.045,MIN,@,NYG,W 28-10,*,8,7,130,18.57,2,87.5%,16.25,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,57,85%,0,0%,0,0%,
86,2019,2019-10-13,6,6,29.052,MIN,,PHI,W 38-20,*,8,6,57,9.50,1,75.0%,7.13,1,0,0.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,0,0%,
87,2019,2019-10-20,7,7,29.059,MIN,@,DET,W 42-30,*,2,1,25,25.00,1,50.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,
88,2019,2019-10-24,,8,,MIN,,WAS,W 19-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
89,2019,2019-11-03,9,9,29.073,MIN,@,KAN,L 23-26,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,
90,2019,2019-11-10,,10,,MIN,@,DAL,W 28-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
91,2019,2019-11-17,,11,,MIN,,DEN,W 27-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
92,2019,2019-12-02,,13,,MIN,@,SEA,L 30-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
93,2019,2019-12-08,,14,,MIN,,DET,W 20-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2019,2019-12-15,14,15,29.115,MIN,@,LAC,W 39-10,*,3,3,27,9.00,0,100.0%,9.00,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,51%,0,0%,0,0%,
95,2019,2019-12-23,15,16,29.123,MIN,,GNB,L 10-23,*,4,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,
96,2019,2019-12-29,,17,,MIN,,CHI,L 19-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
97,2020,2020-09-13,1,1,30.022,MIN,,GNB,L 34-43,*,8,6,110,18.33,2,75.0%,13.75,0,0,,0,0,0,,0,0,0,,0,1,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,50,96%,0,0%,0,0%,
98,2020,2020-09-20,2,2,30.029,MIN,@,IND,L 11-28,*,8,3,31,10.33,0,37.5%,3.88,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,89%,0,0%,0,0%,
99,2020,2020-09-27,3,3,30.036,MIN,,TEN,L 30-31,*,5,3,29,9.67,1,60.0%,5.80,1,4,4.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,
100,2020,2020-10-04,4,4,30.043,MIN,@,HOU,W 31-23,*,10,8,114,14.25,1,80.0%,11.40,1,8,8.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,
101,2020,2020-10-11,5,5,30.050,MIN,@,SEA,L 26-27,*,13,9,80,8.89,2,69.2%,6.15,1,3,3.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,81,93%,0,0%,0,0%,
102,2020,2020-10-18,6,6,30.057,MIN,,ATL,L 23-40,*,5,3,51,17.00,1,60.0%,10.20,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,93%,0,0%,0,0%,
103,2020,2020-11-01,7,8,30.071,MIN,@,GNB,W 28-22,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,90%,0,0%,1,5%,
