Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
20,2010,2010-10-03,4,4,24.256,CAR,@,NOR,L 14-16,,0.0,,,,,,0,0,,0,0,0,,,,,,
21,2010,2010-10-10,5,5,24.263,CAR,,CHI,L 6-23,,0.0,,,,,,0,0,,0,0,0,,,,,,
22,2010,2010-10-24,6,7,24.277,CAR,,SFO,W 23-20,,0.0,,,,,,0,0,,0,0,0,,,,,,
23,2010,2010-10-31,7,8,24.284,CAR,@,STL,L 10-20,,0.0,,,,,,0,0,,0,0,0,,,,,,
24,2010,2010-11-07,8,9,24.291,CAR,,NOR,L 3-34,,0.0,,,,,,0,0,,0,0,0,,,,,,
25,2010,2010-11-14,9,10,24.298,CAR,@,TAM,L 16-31,,0.0,,,,,,0,0,,0,0,0,,,,,,
26,2010,2010-11-21,10,11,24.305,CAR,,BAL,L 13-37,,0.0,,,,,,0,0,,0,0,0,,,,,,
27,2010,2010-11-28,11,12,24.312,CAR,@,CLE,L 23-24,,0.0,0,1,1,0,0,0,0,0,0,0,0,,,,,,
28,2010,2010-12-05,12,13,24.319,CAR,@,SEA,L 14-31,,0.0,,,,,,0,0,,0,0,0,,,,,,
29,2010,2010-12-12,13,14,24.326,CAR,,ATL,L 10-31,,0.0,,,,,,0,0,,0,0,0,,,,,,
30,2010,2010-12-19,14,15,24.333,CAR,,ARI,W 19-12,,0.0,,,,,,0,0,,0,0,0,,,,,,
31,2010,2010-12-23,15,16,24.337,CAR,@,PIT,L 3-27,,0.0,,,,,,0,0,,0,0,0,,,,,,
32,2010,2011-01-02,16,17,24.347,CAR,@,ATL,L 10-31,,0.0,0,1,1,0,0,0,0,0,0,0,0,,,,,,
33,2011,2011-09-11,1,1,25.234,CAR,@,ARI,L 21-28,,0.0,,,,,,0,,,0,0,0,,,,,,
34,2011,2011-09-18,2,2,25.241,CAR,,GNB,L 23-30,,0.0,,,,,,0,,,0,0,0,,,,,,
35,2011,2011-09-25,3,3,25.248,CAR,,JAX,W 16-10,,0.0,,,,,,0,,,0,0,0,,,,,,
36,2011,2011-10-02,4,4,25.255,CAR,@,CHI,L 29-34,,0.0,,,,,,0,,,0,0,0,,,,,,
37,2011,2011-10-09,5,5,25.262,CAR,,NOR,L 27-30,,0.0,,,,,,0,,,0,0,0,,,,,,
38,2011,2011-10-16,6,6,25.269,CAR,@,ATL,L 17-31,,0.0,,,,,,0,,,0,0,0,,,,,,
39,2011,2011-10-23,7,7,25.276,CAR,,WAS,W 33-20,,0.0,,,,,,0,,,0,0,0,,,,,,
40,2011,2011-10-30,8,8,25.283,CAR,,MIN,L 21-24,,0.0,,,,,,0,,,0,0,0,,,,,,
41,2011,2011-11-13,9,10,25.297,CAR,,TEN,L 3-30,,0.0,,,,,,0,,,0,0,0,,,,,,
42,2011,2011-11-20,10,11,25.304,CAR,@,DET,L 35-49,,0.0,,,,,,0,,,0,0,0,,,,,,
43,2011,2011-11-27,11,12,25.311,CAR,@,IND,W 27-19,,0.0,,,,,,0,,,0,0,0,,,,,,
44,2011,2011-12-04,12,13,25.318,CAR,@,TAM,W 38-19,,0.0,,,,,,0,,,0,0,0,,,,,,
45,2011,2011-12-11,13,14,25.325,CAR,,ATL,L 23-31,,0.0,,,,,,0,,,0,0,0,,,,,,
46,2011,2011-12-18,14,15,25.332,CAR,@,HOU,W 28-13,,0.0,,,,,,0,,,0,0,0,,,,,,
47,2011,2011-12-24,15,16,25.338,CAR,,TAM,W 48-16,,0.0,,,,,,0,,,0,0,0,,,,,,
48,2011,2012-01-01,16,17,25.346,CAR,@,NOR,L 17-45,,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,
49,2012,2012-09-09,1,1,26.233,CAR,@,TAM,L 10-16,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,32%
50,2012,2012-09-16,2,2,26.240,CAR,,NOR,W 35-27,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,33%
51,2012,2012-09-20,3,3,26.244,CAR,,NYG,L 7-36,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,4,16%
52,2012,2012-09-30,4,4,26.254,CAR,@,ATL,L 28-30,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,30%
53,2012,2012-10-07,5,5,26.261,CAR,,SEA,L 12-16,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,37%
54,2012,2012-10-21,6,7,26.275,CAR,,DAL,L 14-19,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,31%
55,2012,2012-10-28,7,8,26.282,CAR,@,CHI,L 22-23,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,32%
56,2012,2012-11-04,8,9,26.289,CAR,@,WAS,W 21-13,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,39%
57,2012,2012-11-11,9,10,26.296,CAR,,DEN,L 14-36,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,12,33%
58,2012,2012-11-18,10,11,26.303,CAR,,TAM,L 21-27,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,37%
59,2012,2012-11-26,11,12,26.311,CAR,@,PHI,W 30-22,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,36%
60,2012,2012-12-02,12,13,26.317,CAR,@,KAN,L 21-27,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,7,29%
61,2012,2012-12-09,13,14,26.324,CAR,,ATL,W 30-20,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,33%
62,2012,2012-12-16,14,15,26.331,CAR,@,SDG,W 31-7,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,40%
63,2012,2012-12-23,15,16,26.338,CAR,,OAK,W 17-6,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,36%
64,2012,2012-12-30,16,17,26.345,CAR,@,NOR,W 44-38,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,29%
65,2013,2013-09-08,1,1,27.231,CAR,,SEA,L 7-12,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,0,0%,7,37%
66,2013,2013-09-15,2,2,27.238,CAR,@,BUF,L 23-24,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,35%
67,2013,2013-09-22,3,3,27.245,CAR,,NYG,W 38-0,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,36%
68,2013,2013-10-06,4,5,27.259,CAR,@,ARI,L 6-22,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,7,30%
69,2013,2013-10-13,5,6,27.266,CAR,@,MIN,W 35-10,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,35%
70,2013,2013-10-20,6,7,27.273,CAR,,STL,W 30-15,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,32%
71,2013,2013-10-24,7,8,27.277,CAR,@,TAM,W 31-13,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,34%
72,2013,2013-11-03,8,9,27.287,CAR,,ATL,W 34-10,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,35%
73,2013,2013-11-10,9,10,27.294,CAR,@,SFO,W 10-9,,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,10,37%
74,2013,2013-11-18,10,11,27.302,CAR,,NWE,W 24-20,,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,6,29%
75,2013,2013-11-24,11,12,27.308,CAR,@,MIA,W 20-16,,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,12,38%
76,2013,2013-12-01,12,13,27.315,CAR,,TAM,W 27-6,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,33%
77,2013,2013-12-08,13,14,27.322,CAR,@,NOR,L 13-31,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,32%
78,2013,2013-12-15,14,15,27.329,CAR,,NYJ,W 30-20,,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,8,29%
79,2013,2013-12-22,15,16,27.336,CAR,,NOR,W 17-13,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,35%
80,2013,2013-12-29,16,17,27.343,CAR,@,ATL,W 21-20,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,33%
81,2014,2014-09-07,1,1,28.230,CAR,@,TAM,W 20-14,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,44%
82,2014,2014-09-14,2,2,28.237,CAR,,DET,W 24-7,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,38%
83,2014,2014-09-21,3,3,28.244,CAR,,PIT,L 19-37,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,7,24%
84,2014,2014-09-28,4,4,28.251,CAR,@,BAL,L 10-38,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,6,24%
85,2014,2014-10-05,5,5,28.258,CAR,,CHI,W 31-24,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,33%
86,2014,2014-10-12,6,6,28.265,CAR,@,CIN,T 37-37,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,29%
87,2014,2014-10-19,7,7,28.272,CAR,@,GNB,L 17-38,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,34%
88,2014,2014-10-26,8,8,28.279,CAR,,SEA,L 9-13,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,5,26%
89,2014,2014-10-30,9,9,28.283,CAR,,NOR,L 10-28,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,8,33%
90,2014,2014-11-10,10,10,28.294,CAR,@,PHI,L 21-45,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,28%
91,2014,2014-11-16,11,11,28.300,CAR,,ATL,L 17-19,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,33%
92,2014,2014-11-30,12,13,28.314,CAR,@,MIN,L 13-31,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,30%
93,2014,2014-12-07,13,14,28.321,CAR,@,NOR,W 41-10,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,12,39%
94,2014,2014-12-14,14,15,28.328,CAR,,TAM,W 19-17,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,33%
95,2014,2014-12-21,15,16,28.335,CAR,,CLE,W 17-13,,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,8,32%
96,2014,2014-12-28,16,17,28.342,CAR,@,ATL,W 34-3,,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,38%
97,2015,2015-09-13,1,1,29.236,CAR,@,JAX,W 20-9,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,38%
98,2015,2015-09-20,2,2,29.243,CAR,,HOU,W 24-17,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,38%
99,2015,2015-09-27,3,3,29.250,CAR,,NOR,W 27-22,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,38%
100,2015,2015-10-04,4,4,29.257,CAR,@,TAM,W 37-23,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,34%
101,2015,2015-10-18,5,6,29.271,CAR,@,SEA,W 27-23,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,28%
102,2015,2015-10-25,6,7,29.278,CAR,,PHI,W 27-16,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,30%
103,2015,2015-11-02,7,8,29.286,CAR,,IND,W 29-26,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,34%
104,2015,2015-11-08,8,9,29.292,CAR,,GNB,W 37-29,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,37%
105,2015,2015-11-15,9,10,29.299,CAR,@,TEN,W 27-10,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,36%
106,2015,2015-11-22,10,11,29.306,CAR,,WAS,W 44-16,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,41%
107,2015,2015-11-26,11,12,29.310,CAR,@,DAL,W 33-14,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%
108,2015,2015-12-06,12,13,29.320,CAR,@,NOR,W 41-38,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,28%
109,2015,2015-12-13,13,14,29.327,CAR,,ATL,W 38-0,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,43%
110,2015,2015-12-20,14,15,29.334,CAR,@,NYG,W 38-35,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,37%
111,2015,2015-12-27,15,16,29.341,CAR,@,ATL,L 13-20,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,29%
112,2015,2016-01-03,16,17,29.348,CAR,,TAM,W 38-10,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,33%
113,2016,2016-09-08,1,1,30.232,CAR,@,DEN,L 20-21,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,38%
114,2016,2016-09-18,2,2,30.242,CAR,,SFO,W 46-27,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,30%
115,2016,2016-09-25,3,3,30.249,CAR,,MIN,L 10-22,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,30%
116,2016,2016-10-02,4,4,30.256,CAR,@,ATL,L 33-48,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,26%
117,2016,2016-10-10,5,5,30.264,CAR,,TAM,L 14-17,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,32%
118,2016,2016-10-16,6,6,30.270,CAR,@,NOR,L 38-41,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,27%
119,2016,2016-10-30,7,8,30.284,CAR,,ARI,W 30-20,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%
120,2016,2016-11-06,8,9,30.291,CAR,@,LAR,W 13-10,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,38%
121,2016,2016-11-13,9,10,30.298,CAR,,KAN,L 17-20,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,31%
122,2016,2016-11-17,10,11,30.302,CAR,,NOR,W 23-20,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,41%
123,2016,2016-11-27,11,12,30.312,CAR,@,OAK,L 32-35,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,28%
124,2016,2016-12-04,12,13,30.319,CAR,@,SEA,L 7-40,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,26%
125,2016,2016-12-11,13,14,30.326,CAR,,SDG,W 28-16,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,39%
126,2016,2016-12-19,14,15,30.334,CAR,@,WAS,W 26-15,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,37%
127,2016,2016-12-24,15,16,30.339,CAR,,ATL,L 16-33,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,23%
128,2016,2017-01-01,16,17,30.347,CAR,@,TAM,L 16-17,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,33%
129,2017,2017-09-10,1,1,31.233,CAR,@,SFO,W 23-3,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,40%
130,2017,2017-09-17,2,2,31.240,CAR,,BUF,W 9-3,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,41%
131,2017,2017-09-24,3,3,31.247,CAR,,NOR,L 13-34,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,23%
132,2017,2017-10-01,4,4,31.254,CAR,@,NWE,W 33-30,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%
133,2017,2017-10-08,5,5,31.261,CAR,@,DET,W 27-24,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,38%
134,2017,2017-10-12,6,6,31.265,CAR,,PHI,L 23-28,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,25%
135,2017,2017-10-22,7,7,31.275,CAR,@,CHI,L 3-17,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,27%
136,2017,2017-10-29,8,8,31.282,CAR,@,TAM,W 17-3,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,43%
137,2017,2017-11-05,9,9,31.289,CAR,,ATL,W 20-17,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,36%
138,2017,2017-11-13,10,10,31.297,CAR,,MIA,W 45-21,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%
139,2017,2017-11-26,11,12,31.310,CAR,@,NYJ,W 35-27,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,27%
140,2017,2017-12-03,12,13,31.317,CAR,@,NOR,L 21-31,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,31%
141,2017,2017-12-10,13,14,31.324,CAR,,MIN,W 31-24,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,35%
142,2017,2017-12-17,14,15,31.331,CAR,,GNB,W 31-24,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,35%
143,2017,2017-12-24,15,16,31.338,CAR,,TAM,W 22-19,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%
144,2017,2017-12-31,16,17,31.345,CAR,@,ATL,L 10-22,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,30%
145,2018,2018-09-09,1,1,32.232,CAR,,DAL,W 16-8,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,41%
146,2018,2018-09-16,2,2,32.239,CAR,@,ATL,L 24-31,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,29%
147,2018,2018-09-23,3,3,32.246,CAR,,CIN,W 31-21,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,35%
148,2018,2018-10-07,4,5,32.260,CAR,,NYG,W 33-31,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,10,31%
149,2018,2018-10-14,5,6,32.267,CAR,@,WAS,L 17-23,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,21%
150,2018,2018-10-21,6,7,32.274,CAR,@,PHI,W 21-17,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,32%
151,2018,2018-10-28,7,8,32.281,CAR,,BAL,W 36-21,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,36%
152,2018,2018-11-04,8,9,32.288,CAR,,TAM,W 42-28,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,31%
153,2018,2018-11-08,9,10,32.292,CAR,@,PIT,L 21-52,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,26%
154,2018,2018-11-18,10,11,32.302,CAR,@,DET,L 19-20,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,30%
155,2018,2018-11-25,11,12,32.309,CAR,,SEA,L 27-30,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,26%
156,2018,2018-12-02,12,13,32.316,CAR,@,TAM,L 17-24,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,21%
157,2018,2018-12-09,13,14,32.323,CAR,@,CLE,L 20-26,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,29%
158,2018,2018-12-17,14,15,32.331,CAR,,NOR,L 9-12,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,35%
159,2018,2018-12-23,15,16,32.337,CAR,,ATL,L 10-24,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,23%
160,2018,2018-12-30,16,17,32.344,CAR,@,NOR,W 33-14,,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,36%
161,2019,2019-09-08,1,1,33.231,CAR,,LAR,L 27-30,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,32%
162,2019,2019-09-12,2,2,33.235,CAR,,TAM,L 14-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,30%
163,2019,2019-09-22,3,3,33.245,CAR,@,ARI,W 38-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,30%
164,2019,2019-09-29,4,4,33.252,CAR,@,HOU,W 16-10,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,36%
165,2019,2019-10-06,5,5,33.259,CAR,,JAX,W 34-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,35%
166,2019,2019-10-13,6,6,33.266,CAR,@,TAM,W 37-26,,0.0,0,1,1,0,0,0,0,0,0,0,0,1,1%,0,0%,15,39%
167,2019,2019-10-27,7,8,33.280,CAR,@,SFO,L 13-51,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,25%
168,2019,2019-11-03,8,9,33.287,CAR,,TEN,W 30-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,38%
169,2019,2019-11-10,9,10,33.294,CAR,@,GNB,L 16-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,22%
170,2019,2019-11-17,10,11,33.301,CAR,,ATL,L 3-29,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,22%
171,2019,2019-11-24,11,12,33.308,CAR,@,NOR,L 31-34,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,29%
172,2019,2019-12-01,12,13,33.315,CAR,,WAS,L 21-29,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,33%
173,2019,2019-12-08,13,14,33.322,CAR,@,ATL,L 20-40,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,24%
174,2019,2019-12-15,14,15,33.329,CAR,,SEA,L 24-30,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,29%
175,2019,2019-12-22,15,16,33.336,CAR,@,IND,L 6-38,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,27%
176,2019,2019-12-29,16,17,33.343,CAR,,NOR,L 10-42,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,29%
177,2020,2020-09-13,1,1,34.237,CAR,,LVR,L 30-34,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,24%
178,2020,2020-09-20,2,2,34.244,CAR,@,TAM,L 17-31,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,24%
179,2020,2020-09-27,3,3,34.251,CAR,@,LAC,W 21-16,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,42%
180,2020,2020-10-04,4,4,34.258,CAR,,ARI,W 31-21,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,28%
181,2020,2020-10-11,5,5,34.265,CAR,@,ATL,W 23-16,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,31%
182,2020,2020-10-18,6,6,34.272,CAR,,CHI,L 16-23,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,23%
183,2020,2020-10-25,7,7,34.279,CAR,@,NOR,L 24-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,27%
184,2020,2020-10-29,8,8,34.283,CAR,,ATL,L 17-25,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,29%
185,2020,2020-11-08,9,9,34.293,CAR,@,KAN,L 31-33,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,32%
186,2020,2020-11-15,10,10,34.300,CAR,,TAM,L 23-46,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,25%
187,2020,2020-11-22,11,11,34.307,CAR,,DET,W 20-0,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,10,43%
188,2020,2020-11-29,12,12,34.314,CAR,@,MIN,L 27-28,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,34%
189,2020,2020-12-13,13,14,34.328,CAR,,DEN,L 27-32,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,30%
190,2020,2020-12-19,14,15,34.334,CAR,@,GNB,L 16-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,29%
191,2020,2020-12-27,15,16,34.342,CAR,@,WAS,W 20-13,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,36%
192,2020,2021-01-03,16,17,34.349,CAR,,NOR,L 7-33,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,17%
193,2021,2021-09-12,1,1,35.235,CAR,,NYJ,W 19-14,,,,,,,,,,,,,,0,0%,0,0%,11,39%
194,2021,2021-09-19,2,2,35.242,CAR,,NOR,W 26-7,,,,,,,,,,,,,,0,0%,0,0%,10,40%
195,2021,2021-09-23,3,3,35.246,CAR,@,HOU,W 24-9,,,,,,,,,,,,,,0,0%,0,0%,7,30%
196,2021,2021-10-03,4,4,35.256,CAR,@,DAL,L 28-36,,,,,,,,,,,,,,0,0%,0,0%,8,28%
