Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct,Status
11,2019,2019-12-22,15,16,25.141,ATL,,JAX,W 24-12,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,40%,
12,2019,2019-12-29,16,17,25.148,ATL,@,TAM,W 28-22,,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,46%,
13,2020,2020-09-13,1,1,26.041,ATL,,SEA,L 25-38,,1,2,50.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,1,1%,0,0%,9,31%,
14,2020,2020-09-20,2,2,26.048,ATL,@,DAL,L 39-40,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,17,46%,
15,2020,2020-09-27,3,3,26.055,ATL,,CHI,L 26-30,,2,3,66.7,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,17%,
16,2020,2020-10-05,4,4,,ATL,@,GNB,L 16-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2020,2020-10-11,5,5,26.069,ATL,,CAR,L 16-23,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,35%,
18,2020,2020-10-18,6,6,26.076,ATL,@,MIN,W 40-23,,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,17,59%,
19,2020,2020-10-25,7,7,26.083,ATL,,DET,L 22-23,,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,26%,
20,2020,2020-10-29,8,8,26.087,ATL,@,CAR,W 25-17,,1,2,50.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,50%,
21,2020,2020-11-08,9,9,26.097,ATL,,DEN,W 34-27,,4,4,100.0,2,2,100.0,0,10,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,37%,
22,2020,2020-11-22,10,11,26.111,ATL,@,NOR,L 9-24,,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,26%,
23,2020,2020-11-29,11,12,26.118,ATL,,LVR,W 43-6,,4,4,100.0,5,5,100.0,0,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,36%,
24,2020,2020-12-06,12,13,26.125,ATL,,NOR,L 16-21,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,15%,
25,2020,2020-12-13,13,14,26.132,ATL,@,LAC,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,33%,
26,2020,2020-12-20,14,15,26.139,ATL,,TAM,L 27-31,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,33%,
27,2020,2020-12-27,15,16,26.146,ATL,@,KAN,L 14-17,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,27%,
28,2020,2021-01-03,16,17,26.153,ATL,@,TAM,L 27-44,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,25%,
29,2021,2021-09-12,1,1,27.040,ATL,,PHI,L 6-32,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,8%,
30,2021,2021-09-19,2,2,27.047,ATL,@,TAM,L 25-48,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,10%,
31,2021,2021-09-26,3,3,27.054,ATL,@,NYG,W 17-14,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
32,2021,2021-10-03,4,4,27.061,ATL,,WAS,L 30-34,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,2,70,35.00,0,70,35.0,0,0.0%,1,50.0%,0,0,0%,0,0%,7,26%,
33,2021,2021-10-10,5,5,27.068,ATL,,NYJ,W 27-20,,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,42%,
34,2021,2021-10-24,6,7,27.082,ATL,@,MIA,W 30-28,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,43%,
35,2021,2021-10-31,7,8,27.089,ATL,,CAR,L 13-19,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,31%,
36,2021,2021-11-07,8,9,27.096,ATL,@,NOR,W 27-25,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,37%,
37,2021,2021-11-14,9,10,27.103,ATL,@,DAL,L 3-43,,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,12%,
38,2021,2021-11-18,10,11,27.107,ATL,,NWE,L 0-25,,,,,,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
39,2021,2021-11-28,11,12,27.117,ATL,@,JAX,W 21-14,,3,3,100.0,,,,0,3,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,36%,
40,2021,2021-12-05,12,13,27.124,ATL,,TAM,L 17-30,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,27%,
41,2021,2021-12-12,13,14,27.131,ATL,@,CAR,W 29-21,,2,2,100.0,3,3,100.0,0,11,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,52%,
42,2021,2021-12-19,14,15,27.138,ATL,@,SFO,L 13-31,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,29%,
43,2021,2021-12-26,15,16,27.145,ATL,,DET,W 20-16,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,39%,
44,2021,2022-01-02,16,17,27.152,ATL,@,BUF,L 15-29,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,32%,
45,2021,2022-01-09,17,18,27.159,ATL,,NOR,L 20-30,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,33%,
46,2022,2022-09-11,1,1,28.039,ATL,,NOR,L 26-27,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,22%,
47,2022,2022-09-18,2,2,28.046,ATL,@,LAR,L 27-31,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,17%,
48,2022,2022-09-25,3,3,28.053,ATL,@,SEA,W 27-23,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,20%,
49,2022,2022-10-02,4,4,28.060,ATL,,CLE,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,19%,
50,2022,2022-10-09,5,5,28.067,ATL,@,TAM,L 15-21,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,9%,
51,2022,2022-10-16,6,6,28.074,ATL,,SFO,W 28-14,,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,18%,
52,2022,2022-10-23,7,7,28.081,ATL,@,CIN,L 17-35,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,12%,
53,2022,2022-10-30,8,8,28.088,ATL,,CAR,W 37-34,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,20%,
54,2022,2022-11-06,9,9,28.095,ATL,,LAC,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,17%,
55,2022,2022-11-10,10,10,28.099,ATL,@,CAR,L 15-25,,,2,0.0,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,10%,
56,2022,2022-11-20,11,11,28.109,ATL,,CHI,W 27-24,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,19%,
57,2022,2022-11-27,12,12,28.116,ATL,@,WAS,L 13-19,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,17%,
58,2022,2022-12-04,13,13,28.123,ATL,,PIT,L 16-19,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,16%,
59,2022,2022-12-18,14,15,28.137,ATL,@,NOR,L 18-21,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,9%,
60,2022,2022-12-24,15,16,28.143,ATL,@,BAL,L 9-17,,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,14%,
61,2022,2023-01-01,16,17,28.151,ATL,,ARI,W 20-19,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,16%,
62,2022,2023-01-08,17,18,28.158,ATL,,TAM,W 30-17,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,21%,
63,2023,2023-09-10,1,1,29.038,ATL,,CAR,W 24-10,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,15%,
64,2023,2023-09-17,2,2,29.045,ATL,,GNB,W 25-24,,1,2,50.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
65,2023,2023-09-24,3,3,29.052,ATL,@,DET,L 6-20,,,,,2,3,66.7,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,11%,
66,2023,2023-10-01,4,4,29.059,ATL,@,JAX,L 7-23,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,1,5%,
67,2023,2023-10-08,5,5,29.066,ATL,,HOU,W 21-19,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,10%,
68,2023,2023-10-15,6,6,29.073,ATL,,WAS,L 16-24,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,8%,
69,2023,2023-10-22,7,7,29.080,ATL,@,TAM,W 16-13,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,19%,
70,2023,2023-10-29,8,8,29.087,ATL,@,TEN,L 23-28,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,14%,
71,2023,2023-11-05,9,9,29.094,ATL,,MIN,L 28-31,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,18%,
72,2023,2023-11-12,10,10,29.101,ATL,@,ARI,L 23-25,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,12%,
73,2023,2023-11-26,11,12,29.115,ATL,,NOR,W 24-15,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,17%,
74,2023,2023-12-03,12,13,29.122,ATL,@,NYJ,W 13-8,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,11%,
75,2023,2023-12-10,13,14,29.129,ATL,,TAM,L 25-29,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,16%,
76,2023,2023-12-17,14,15,29.136,ATL,@,CAR,L 7-9,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,1,5%,
77,2023,2023-12-24,15,16,29.143,ATL,,IND,W 29-10,,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,29%,
78,2023,2023-12-31,16,17,29.150,ATL,@,CHI,L 17-37,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,16%,
79,2023,2024-01-07,17,18,29.157,ATL,@,NOR,L 17-48,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,9%,
80,2024,2024-09-08,1,1,30.036,ATL,,PIT,L 10-18,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,8%,
81,2024,2024-09-16,2,2,30.044,ATL,@,PHI,W 22-21,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,18%,
82,2024,2024-09-22,3,3,30.050,ATL,,KAN,L 17-22,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
83,2024,2024-09-29,4,4,30.057,ATL,,NOR,W 26-24,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,46%,
84,2024,2024-10-03,5,5,30.061,ATL,,TAM,W 36-30,,3,3,100.0,3,5,60.0,0,12,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,15,47%,
85,2024,2024-10-13,6,6,30.071,ATL,@,CAR,W 38-20,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
86,2024,2024-10-20,7,7,30.078,ATL,,SEA,L 14-34,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,19%,
87,2024,2024-10-27,8,8,30.085,ATL,@,TAM,W 31-26,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
88,2024,2024-11-03,9,9,30.092,ATL,,DAL,W 27-21,,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,15%,
89,2024,2024-11-10,10,10,30.099,ATL,@,NOR,L 17-20,,2,2,100.0,1,4,25.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
90,2024,2024-11-17,11,11,30.106,ATL,@,DEN,L 6-38,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,2,8%,
