Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
99,2022,2022-09-18,2,2,,ARI,@,LVR,W 29-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
100,2022,2022-09-25,3,3,,ARI,,LAR,L 12-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
101,2022,2022-10-02,4,4,,ARI,@,CAR,W 26-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
102,2022,2022-10-09,5,5,29.258,ARI,,PHI,L 17-20,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,22%,15,60%,
103,2022,2022-10-16,6,6,29.265,ARI,@,SEA,L 9-19,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,28%,19,73%,
104,2022,2022-10-20,7,7,29.269,ARI,,NOR,W 42-34,,0,0,,0,0.0,6,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0%,35,49%,19,59%,
105,2022,2022-10-30,8,8,29.279,ARI,@,MIN,L 26-34,,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,23%,20,67%,
106,2022,2022-11-06,9,9,29.286,ARI,,SEA,L 21-31,,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,26%,23,85%,
107,2022,2022-11-13,10,10,29.293,ARI,@,LAR,W 27-17,*,0,0,,0,0.0,10,2,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,54,90%,3,11%,
108,2022,2022-11-21,11,11,29.301,ARI,,SFO,L 10-38,*,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,8,31%,
109,2022,2022-11-27,12,12,29.307,ARI,,LAC,L 24-25,*,0,0,,0,0.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,61,93%,3,11%,
110,2022,2022-12-12,13,14,29.322,ARI,,NWE,L 13-27,*,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,11,42%,
111,2022,2022-12-18,14,15,,ARI,@,DEN,L 15-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
112,2022,2022-12-25,15,16,29.335,ARI,,TAM,L 16-19,*,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,81,100%,1,3%,
113,2022,2023-01-01,16,17,,ARI,@,ATL,L 19-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
