Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2018,2018-12-30,16,17,23.338,SFO,@,LAR,L 32-48,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,24%,0,0%,17,55%,
12,2019,2019-09-08,1,1,24.225,SFO,@,TAM,W 31-17,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,12,18%,0,0%,14,56%,
13,2019,2019-09-15,2,2,24.232,SFO,@,CIN,W 41-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,14,20%,0,0%,18,58%,
14,2019,2019-09-22,3,3,24.239,SFO,,PIT,W 24-20,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,17,63%,
15,2019,2019-10-07,4,5,24.254,SFO,,CLE,W 31-3,,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,36%,0,0%,18,64%,
16,2019,2019-10-13,5,6,24.260,SFO,@,LAR,W 20-7,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,32,42%,0,0%,6,23%,
17,2019,2019-10-20,6,7,24.267,SFO,@,WAS,W 9-0,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,2,13%,
18,2019,2019-10-27,7,8,24.274,SFO,,CAR,W 51-13,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,34,52%,0,0%,3,9%,
19,2019,2019-10-31,8,9,24.278,SFO,@,ARI,W 28-25,*,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,70%,0,0%,5,19%,
20,2019,2019-11-11,9,10,24.289,SFO,,SEA,L 24-27,*,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,92%,0,0%,0,0%,
21,2019,2019-11-17,10,11,24.295,SFO,,ARI,W 36-26,*,5,4,14,3.50,2,80.0%,2.80,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,65,89%,0,0%,0,0%,
22,2019,2019-11-24,11,12,24.302,SFO,,GNB,W 37-8,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,5,10%,0,0%,7,27%,
23,2019,2019-12-01,12,13,24.309,SFO,@,BAL,L 17-20,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,7,35%,
24,2019,2019-12-08,13,14,24.316,SFO,@,NOR,W 48-46,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,9,14%,0,0%,14,38%,
25,2019,2019-12-15,14,15,24.323,SFO,,ATL,L 22-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,3,5%,0,0%,13,43%,
26,2019,2019-12-21,15,16,24.329,SFO,,LAR,W 34-31,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,11,30%,
27,2019,2019-12-29,16,17,24.337,SFO,@,SEA,W 26-21,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,5,10%,0,0%,8,35%,
28,2020,2020-09-13,1,1,25.231,SFO,,ARI,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,11%,0,0%,9,32%,
29,2020,2020-09-20,2,2,25.238,SFO,@,NYJ,W 31-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,64%,0,0%,12,45%,
30,2020,2020-09-27,3,3,25.245,SFO,@,NYG,W 36-9,*,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,81%,0,0%,11,48%,
31,2020,2020-10-04,4,4,25.252,SFO,,PHI,L 20-25,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,13,18%,0,0%,9,38%,
32,2020,2020-10-11,5,5,25.259,SFO,,MIA,L 17-43,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,2%,0,0%,13,41%,
33,2020,2020-10-18,6,6,25.266,SFO,,LAR,W 24-16,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,21,29%,0,0%,16,59%,
34,2020,2020-10-25,7,7,25.273,SFO,@,NWE,W 33-6,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,22,33%,0,0%,4,19%,
35,2020,2020-11-01,8,8,25.280,SFO,@,SEA,L 27-37,*,4,1,16,16.00,1,25.0%,4.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,56%,0,0%,19,66%,
36,2020,2020-11-05,9,9,25.284,SFO,,GNB,L 17-34,*,3,3,52,17.33,0,100.0%,17.33,1,20,20.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,74%,0,0%,11,41%,
37,2020,2020-11-15,10,10,25.294,SFO,@,NOR,L 13-27,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,52%,0,0%,11,39%,
38,2020,2020-11-29,11,12,25.308,SFO,@,LAR,W 23-20,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,61%,0,0%,12,34%,
39,2020,2020-12-07,12,13,25.316,SFO,,BUF,L 24-34,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,8,33%,
40,2020,2020-12-13,13,14,25.322,SFO,,WAS,L 15-23,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,44%,0,0%,15,45%,
41,2020,2020-12-20,14,15,25.329,SFO,@,DAL,L 33-41,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,55%,0,0%,2,5%,
42,2020,2020-12-26,15,16,25.335,SFO,@,ARI,W 20-12,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,26,46%,0,0%,14,58%,
43,2020,2021-01-03,16,17,25.343,SFO,,SEA,L 23-26,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,45%,0,0%,11,34%,
44,2021,2021-09-12,1,1,26.229,SFO,@,DET,W 41-33,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,14,25%,0,0%,14,45%,
45,2021,2021-09-19,2,2,26.236,SFO,@,PHI,W 17-11,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,23,33%,0,0%,8,38%,
46,2021,2021-09-26,3,3,26.243,SFO,,GNB,L 28-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,10,14%,0,0%,13,48%,
47,2021,2021-10-03,4,4,26.250,SFO,,SEA,L 21-28,,1,1,21,21.00,1,100.0%,21.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,8,11%,0,0%,21,68%,
48,2021,2021-10-10,5,5,26.257,SFO,@,ARI,L 10-17,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,6,32%,
49,2021,2021-10-24,6,7,26.271,SFO,,IND,L 18-30,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,48%,0,0%,10,36%,
50,2021,2021-10-31,7,8,26.278,SFO,@,CHI,W 33-22,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,15,27%,0,0%,8,30%,
51,2021,2021-11-07,8,9,26.285,SFO,,ARI,L 17-31,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,12%,0,0%,10,38%,
52,2021,2021-11-15,9,10,26.293,SFO,,LAR,W 31-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,9,13%,0,0%,9,39%,
53,2021,2021-11-21,10,11,26.299,SFO,@,JAX,W 30-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,10%,0,0%,9,39%,
54,2021,2021-11-28,11,12,26.306,SFO,,MIN,W 34-26,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,5,7%,0,0%,11,39%,
55,2021,2021-12-05,12,13,26.313,SFO,@,SEA,L 23-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,12,41%,
56,2021,2021-12-12,13,14,26.320,SFO,@,CIN,W 26-23,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,16,47%,
57,2021,2021-12-19,14,15,26.327,SFO,,ATL,W 31-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,9,38%,
58,2021,2021-12-23,15,16,26.331,SFO,@,TEN,L 17-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,10,43%,
59,2021,2022-01-02,16,17,26.341,SFO,,HOU,W 23-7,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,8,32%,
60,2021,2022-01-09,17,18,26.348,SFO,@,LAR,W 27-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,14,50%,
61,2022,2022-09-11,1,1,27.228,SFO,@,CHI,L 10-19,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,28%,0,0%,19,79%,
62,2022,2022-09-18,2,2,27.235,SFO,,SEA,W 27-7,,1,1,38,38.00,1,100.0%,38.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,2,0,0,28,37%,0,0%,21,91%,
63,2022,2022-09-25,3,3,27.242,SFO,@,DEN,L 10-11,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,4,7%,0,0%,24,86%,
64,2022,2022-10-03,4,4,27.250,SFO,,LAR,W 24-9,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,10%,0,0%,18,72%,
65,2022,2022-10-09,5,5,27.256,SFO,@,CAR,W 37-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,4,6%,0,0%,23,82%,
66,2022,2022-10-16,6,6,27.263,SFO,@,ATL,L 14-28,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,15,68%,
67,2022,2022-10-23,7,7,27.270,SFO,,KAN,L 23-44,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,11,14%,0,0%,13,46%,
68,2022,2022-10-30,8,8,27.277,SFO,@,LAR,W 31-14,,1,1,56,56.00,0,100.0%,56.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,36%,0,0%,15,63%,
69,2022,2022-11-13,9,10,27.291,SFO,,LAC,W 22-16,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,24,86%,
70,2022,2022-11-21,10,11,27.299,SFO,@,ARI,W 38-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,4,7%,0,0%,20,77%,
71,2022,2022-11-27,11,12,27.305,SFO,,NOR,W 13-0,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,6,9%,0,0%,12,71%,
72,2022,2022-12-04,12,13,,SFO,,MIA,W 33-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
73,2022,2022-12-11,13,14,,SFO,,TAM,W 35-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,2022,2022-12-15,14,15,27.323,SFO,@,SEA,W 21-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,21,75%,
75,2022,2022-12-24,15,16,,SFO,,WAS,W 37-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
76,2022,2023-01-01,16,17,,SFO,@,LVR,W 37-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,2022,2023-01-08,17,18,,SFO,,ARI,W 38-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,2023,2023-09-10,1,1,28.227,SFO,@,PIT,W 30-7,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,18%,0,0%,24,92%,
79,2023,2023-09-17,2,2,28.234,SFO,@,LAR,W 30-23,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,23,82%,
80,2023,2023-09-21,3,3,28.238,SFO,,NYG,W 30-12,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,14%,0,0%,14,50%,
81,2023,2023-10-01,4,4,28.248,SFO,,ARI,W 35-16,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,4,7%,0,0%,10,45%,
82,2023,2023-10-08,5,5,28.255,SFO,,DAL,W 42-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,15,21%,0,0%,17,63%,
83,2023,2023-10-15,6,6,28.262,SFO,@,CLE,L 17-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,22,71%,
84,2023,2023-10-23,7,7,28.270,SFO,@,MIN,L 17-22,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,3,6%,0,0%,12,55%,
85,2023,2023-10-29,8,8,28.276,SFO,,CIN,L 17-31,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,4,7%,0,0%,15,60%,
86,2023,2023-11-12,9,10,28.290,SFO,@,JAX,W 34-3,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,15,24%,0,0%,16,70%,
87,2023,2023-11-19,10,11,28.297,SFO,,TAM,W 27-14,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,14,64%,
88,2023,2023-11-23,11,12,28.301,SFO,@,SEA,W 31-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,20,69%,
89,2023,2023-12-03,12,13,28.311,SFO,@,PHI,W 42-19,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,19,73%,
90,2023,2023-12-10,13,14,,SFO,,SEA,W 28-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
91,2023,2023-12-17,14,15,,SFO,@,ARI,W 45-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
92,2023,2023-12-25,15,16,,SFO,,BAL,L 19-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
93,2023,2023-12-31,16,17,,SFO,@,WAS,W 27-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2023,2024-01-07,17,18,,SFO,,LAR,L 20-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
95,2024,2024-09-08,1,1,29.226,ATL,,PIT,L 10-18,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,4%,0,0%,6,24%,
96,2024,2024-09-16,2,2,29.234,ATL,@,PHI,W 22-21,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,5,23%,
97,2024,2024-09-22,3,3,29.240,ATL,,KAN,L 17-22,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,8,33%,
98,2024,2024-09-29,4,4,29.247,ATL,,NOR,W 26-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,7,25%,
99,2024,2024-10-03,5,5,29.251,ATL,,TAM,W 36-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,14,44%,
100,2024,2024-10-13,6,6,29.261,ATL,@,CAR,W 38-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,9,13%,0,0%,8,30%,
101,2024,2024-10-20,7,7,29.268,ATL,,SEA,L 14-34,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,8,11%,0,0%,14,54%,
102,2024,2024-10-27,8,8,29.275,ATL,@,TAM,W 31-26,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,5,8%,0,0%,10,37%,
103,2024,2024-11-03,9,9,29.282,ATL,,DAL,W 27-21,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,10,38%,
104,2024,2024-11-10,10,10,29.289,ATL,@,NOR,L 17-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,6,22%,
105,2024,2024-11-17,11,11,29.296,ATL,@,DEN,L 6-38,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,44%,0,0%,14,54%,
