Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
22,2021,2021-10-17,6,6,23.353,CHI,,GNB,L 14-24,*,8,5,45,9.00,1,62.5%,5.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,
23,2021,2021-10-24,7,7,23.360,CHI,@,TAM,L 3-38,*,5,2,39,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,57,86%,0,0%,0,0%,
24,2021,2021-10-31,8,8,24.002,CHI,,SFO,L 22-33,*,9,6,64,10.67,0,66.7%,7.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,
25,2021,2021-11-08,9,9,24.010,CHI,@,PIT,L 27-29,*,6,3,41,13.67,1,50.0%,6.83,1,15,15.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,50,81%,0,0%,0,0%,
26,2021,2021-11-21,10,11,24.023,CHI,,BAL,L 13-16,*,16,5,121,24.20,1,31.3%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,
27,2021,2021-11-25,11,12,24.027,CHI,@,DET,W 16-14,*,8,5,123,24.60,0,62.5%,15.38,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,87%,0,0%,0,0%,
28,2021,2021-12-05,12,13,24.037,CHI,,ARI,L 22-33,*,7,5,27,5.40,0,71.4%,3.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,95%,0,0%,0,0%,
29,2021,2021-12-12,13,14,24.044,CHI,@,GNB,L 30-45,,5,1,19,19.00,0,20.0%,3.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,
30,2021,2021-12-20,14,15,24.052,CHI,,MIN,L 9-17,*,7,5,63,12.60,0,71.4%,9.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,70,96%,0,0%,0,0%,
31,2021,2021-12-26,15,16,24.058,CHI,@,SEA,W 25-24,*,9,5,57,11.40,0,55.6%,6.33,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,85%,0,0%,0,0%,
32,2021,2022-01-02,16,17,24.065,CHI,,NYG,W 29-3,,13,7,69,9.86,1,53.8%,5.31,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,85%,0,0%,0,0%,
33,2021,2022-01-09,17,18,24.072,CHI,@,MIN,L 17-31,*,16,12,126,10.50,0,75.0%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,90%,0,0%,0,0%,
34,2022,2022-09-11,1,1,24.317,CHI,,SFO,W 19-10,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,90%,0,0%,0,0%,
35,2022,2022-09-18,2,2,24.324,CHI,@,GNB,L 10-27,*,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,90%,0,0%,0,0%,
36,2022,2022-09-25,3,3,24.331,CHI,,HOU,W 23-20,*,6,2,23,11.50,0,33.3%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,94%,0,0%,0,0%,
37,2022,2022-10-02,4,4,24.338,CHI,@,NYG,L 12-20,*,5,4,94,23.50,0,80.0%,18.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,85%,0,0%,0,0%,
38,2022,2022-10-09,5,5,24.345,CHI,@,MIN,L 22-29,*,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,47,94%,0,0%,0,0%,
39,2022,2022-10-13,6,6,24.349,CHI,,WAS,L 7-12,*,12,7,68,9.71,0,58.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,92%,0,0%,0,0%,
40,2022,2022-10-24,7,7,24.360,CHI,@,NWE,W 33-14,*,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,
41,2022,2022-10-30,8,8,25.001,CHI,@,DAL,L 29-49,*,5,5,70,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,
42,2022,2022-11-06,9,9,25.008,CHI,,MIA,L 32-35,*,8,7,43,6.14,1,87.5%,5.38,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,86%,0,0%,0,0%,
43,2022,2022-11-13,10,10,25.015,CHI,,DET,L 30-31,*,4,4,57,14.25,0,100.0%,14.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,87%,0,0%,0,0%,
44,2022,2022-11-20,11,11,25.022,CHI,@,ATL,L 24-27,*,5,4,29,7.25,1,80.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,
45,2022,2022-11-27,12,12,25.029,CHI,@,NYJ,L 10-31,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,18,32%,0,0%,0,0%,
46,2022,2022-12-04,13,13,,CHI,,GNB,L 19-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,2022,2022-12-18,14,15,,CHI,,PHI,L 20-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,2022,2022-12-24,15,16,,CHI,,BUF,L 13-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,2022,2023-01-01,16,17,,CHI,@,DET,L 10-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,2022,2023-01-08,17,18,,CHI,,MIN,L 13-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,2023,2023-09-10,1,1,25.316,CHI,,GNB,L 20-38,*,7,4,53,13.25,1,57.1%,7.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,84%,0,0%,0,0%,
52,2023,2023-09-17,2,2,25.323,CHI,@,TAM,L 17-27,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,15,28%,0,0%,0,0%,
53,2023,2023-09-24,3,3,25.330,CHI,@,KAN,L 10-41,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,71%,0,0%,0,0%,
54,2023,2023-10-01,4,4,25.337,CHI,,DEN,L 28-31,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,
55,2023,2023-10-05,5,5,25.341,CHI,@,WAS,W 40-20,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,
56,2023,2023-10-15,6,6,25.351,CHI,,MIN,L 13-19,*,3,2,48,24.00,0,66.7%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,
57,2023,2023-10-22,7,7,25.358,CHI,,LVR,W 30-12,*,5,4,32,8.00,0,80.0%,6.40,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,68%,0,0%,0,0%,
58,2023,2023-10-29,8,8,26.000,CHI,@,LAC,L 13-30,*,4,1,41,41.00,0,25.0%,10.25,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,85%,0,0%,0,0%,
59,2023,2023-11-05,9,9,26.007,CHI,@,NOR,L 17-24,*,6,5,82,16.40,0,83.3%,13.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,87%,0,0%,0,0%,
60,2023,2023-11-09,10,10,26.011,CHI,,CAR,W 16-13,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,67%,0,0%,0,0%,
61,2023,2023-11-19,11,11,26.021,CHI,@,DET,L 26-31,*,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,60%,0,0%,0,0%,
62,2023,2023-11-27,12,12,26.029,CHI,@,MIN,W 12-10,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,
63,2023,2023-12-10,13,14,26.042,CHI,,DET,W 28-13,*,7,2,44,22.00,0,28.6%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,90%,0,0%,0,0%,
64,2023,2023-12-17,14,15,26.049,CHI,@,CLE,L 17-20,*,8,2,14,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,86%,0,0%,0,0%,
65,2023,2023-12-24,15,16,26.056,CHI,,ARI,W 27-16,,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,
66,2023,2023-12-31,16,17,,CHI,,ATL,W 37-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,2023,2024-01-07,17,18,,CHI,@,GNB,L 9-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,2024,2024-09-08,1,1,26.315,ATL,,PIT,L 10-18,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,95%,0,0%,0,0%,
69,2024,2024-09-16,2,2,26.323,ATL,@,PHI,W 22-21,*,7,3,88,29.33,1,42.9%,12.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
70,2024,2024-09-22,3,3,26.329,ATL,,KAN,L 17-22,*,8,8,66,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,
71,2024,2024-09-29,4,4,26.336,ATL,,NOR,W 26-24,*,6,3,56,18.67,0,50.0%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,96%,0,0%,0,0%,
72,2024,2024-10-03,5,5,26.340,ATL,,TAM,W 36-30,*,16,9,105,11.67,2,56.3%,6.56,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,85,98%,0,0%,0,0%,
73,2024,2024-10-13,6,6,26.350,ATL,@,CAR,W 38-20,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,96%,0,0%,0,0%,
74,2024,2024-10-20,7,7,26.357,ATL,,SEA,L 14-34,*,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,
75,2024,2024-10-27,8,8,26.364,ATL,@,TAM,W 31-26,*,6,4,86,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,94%,0,0%,0,0%,
76,2024,2024-11-03,9,9,27.005,ATL,,DAL,W 27-21,*,9,5,88,17.60,1,55.6%,9.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,1,4%,
77,2024,2024-11-10,10,10,27.012,ATL,@,NOR,L 17-20,*,9,5,96,19.20,0,55.6%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,99%,0,0%,0,0%,
78,2024,2024-11-17,11,11,27.019,ATL,@,DEN,L 6-38,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,58%,0,0%,0,0%,
